Event;SetupID;DecisionTime;StepFrom;StepTo;Direction;Bid;Ask;SpreadPoints;ATR;ATRPct100;ATRRegime;ADX;DIPlus;DIMinus;RSI;MACDHist;EMA200DistATR;EMA200Slope5ATR;FloatingPnLNoCost;OpenPositions;BasketBE;Session;OpenHour;Mode;Rule;FillPrice;FillTime
A;27;2014.01.27 07:01:12;1;2;BUY;1268.16;1268.54;37.4;0.22;0.017249;0.7629;53.3718;6.6010;43.6479;27.6380;-0.094136;-12.6609;-0.118600;-1.57;1;0.00;London;7;0;NONE;0.00;
P;27;2014.01.27 07:01:12;1;2;BUY;1268.16;1268.54;37.4;0.22;0.017249;0.7629;53.3718;6.6010;43.6479;27.6380;-0.094136;-12.6609;-0.118600;-2.32;2;0.00;London;7;0;M0;0.00;
F;27;2014.01.27 07:01:12;1;2;BUY;1268.16;1268.54;37.4;0.22;0.017249;0.7629;53.3718;6.6010;43.6479;27.6380;-0.094136;-12.6609;-0.118600;-2.32;2;1268.69;London;7;0;M0;1268.54;2014.01.27 07:01:12
A;28;2014.01.28 02:18:04;0;1;SELL;1258.56;1258.77;20.6;0.14;0.010925;0.6619;21.8266;15.8225;23.0783;51.1885;-0.057532;9.0124;0.105997;0.00;0;0.00;Asia;2;0;NONE;0.00;
A;29;2014.01.28 07:48:03;0;1;BUY;1256.79;1257.12;33.1;0.31;0.024746;0.8157;40.6566;12.7242;22.3607;40.2826;0.047341;-5.0058;-0.056257;0.00;0;0.00;London;7;0;NONE;0.00;
A;29;2014.01.28 08:25:36;1;2;BUY;1255.36;1255.76;39.4;0.74;0.059246;1.6020;20.7308;18.4202;30.9626;31.5360;-0.161329;-3.4711;-0.021427;-1.75;1;0.00;London;8;0;NONE;0.00;
P;29;2014.01.28 08:25:36;1;2;BUY;1255.36;1255.76;39.4;0.74;0.059246;1.6020;20.7308;18.4202;30.9626;31.5360;-0.161329;-3.4711;-0.021427;-2.54;2;0.00;London;8;0;M0;0.00;
F;29;2014.01.28 08:25:36;1;2;BUY;1255.36;1255.76;39.4;0.74;0.059246;1.6020;20.7308;18.4202;30.9626;31.5360;-0.161329;-3.4711;-0.021427;-2.54;2;1255.95;London;8;0;M0;1255.76;2014.01.28 08:25:36
A;29;2014.01.28 10:29:06;2;3;BUY;1252.70;1253.05;34.2;0.19;0.015327;0.3561;32.0987;6.6114;25.8693;33.3990;-0.087847;-14.3224;-0.136018;-10.51;2;1255.95;London;10;0;NONE;0.00;
P;29;2014.01.28 10:29:06;2;3;BUY;1252.70;1253.05;34.2;0.19;0.015327;0.3561;32.0987;6.6114;25.8693;33.3990;-0.087847;-14.3224;-0.136018;-11.54;3;1255.95;London;10;0;M0;0.00;
F;29;2014.01.28 10:29:06;2;3;BUY;1252.70;1253.05;34.2;0.19;0.015327;0.3561;32.0987;6.6114;25.8693;33.3990;-0.087847;-14.3224;-0.136018;-11.54;3;1254.35;London;10;0;M0;1253.05;2014.01.28 10:29:06
A;30;2014.01.28 21:23:00;0;1;SELL;1254.25;1254.74;48.3;0.21;0.016584;2.6082;15.8986;16.0282;22.4113;51.1379;-0.048977;8.3078;0.093792;0.00;0;0.00;Unknown;21;0;NONE;0.00;
A;30;2014.01.28 21:40:10;1;2;SELL;1255.20;1255.43;23.0;0.27;0.021590;3.0111;39.3706;39.2840;7.3440;70.1657;0.082710;8.6995;0.075847;-1.18;1;0.00;Unknown;21;0;NONE;0.00;
P;30;2014.01.28 21:40:10;1;2;SELL;1255.20;1255.43;23.0;0.27;0.021590;3.0111;39.3706;39.2840;7.3440;70.1657;0.082710;8.6995;0.075847;-1.64;2;0.00;Unknown;21;0;M0;0.00;
F;30;2014.01.28 21:40:10;1;2;SELL;1255.20;1255.43;23.0;0.27;0.021590;3.0111;39.3706;39.2840;7.3440;70.1657;0.082710;8.6995;0.075847;-1.64;2;1255.03;Unknown;21;0;M0;1255.20;2014.01.28 21:40:10
A;31;2014.01.29 23:48:10;0;1;BUY;1267.31;1267.66;34.7;0.21;0.016728;1.0748;34.5689;25.1614;15.7600;57.2535;0.066922;2.9867;0.019322;0.00;0;0.00;Asia;23;0;NONE;0.00;
A;31;2014.01.30 00:06:13;1;2;BUY;1266.41;1266.77;36.0;0.23;0.018023;0.8638;48.2215;5.7746;39.2742;34.0564;-0.067055;-1.3764;-0.000951;-4.99;1;0.00;Asia;0;0;NONE;0.00;
P;31;2014.01.30 00:06:13;1;2;BUY;1266.41;1266.77;36.0;0.23;0.018023;0.8638;48.2215;5.7746;39.2742;34.0564;-0.067055;-1.3764;-0.000951;-5.71;2;0.00;Asia;0;0;M0;0.00;
F;31;2014.01.30 00:06:13;1;2;BUY;1266.41;1266.77;36.0;0.23;0.018023;0.8638;48.2215;5.7746;39.2742;34.0564;-0.067055;-1.3764;-0.000951;-5.71;2;1266.84;Asia;0;0;M0;1266.77;2014.01.30 00:06:13
A;31;2014.01.30 01:16:25;2;3;BUY;1264.55;1264.87;31.4;0.30;0.023961;0.8682;55.7154;5.5862;43.0700;25.0325;-0.093332;-6.5731;-0.052924;-11.29;2;1266.84;Asia;1;0;NONE;0.00;
P;31;2014.01.30 01:16:25;2;3;BUY;1264.55;1264.87;31.4;0.30;0.023961;0.8682;55.7154;5.5862;43.0700;25.0325;-0.093332;-6.5731;-0.052924;-12.23;3;1266.84;Asia;1;0;M0;0.00;
F;31;2014.01.30 01:16:25;2;3;BUY;1264.55;1264.87;31.4;0.30;0.023961;0.8682;55.7154;5.5862;43.0700;25.0325;-0.093332;-6.5731;-0.052924;-12.23;3;1265.71;Asia;1;0;M0;1264.87;2014.01.30 01:16:25
A;31;2014.01.30 03:14:31;3;4;BUY;1261.49;1261.85;36.0;0.19;0.014903;0.6649;51.8706;4.5886;44.8005;22.6957;-0.118218;-14.8709;-0.130254;-30.62;3;1265.71;Asia;3;0;NONE;0.00;
P;31;2014.01.30 03:14:31;3;4;BUY;1261.49;1261.85;36.0;0.19;0.014903;0.6649;51.8706;4.5886;44.8005;22.6957;-0.118218;-14.8709;-0.130254;-32.06;4;1265.71;Asia;3;0;M0;0.00;
F;31;2014.01.30 03:14:31;3;4;BUY;1261.49;1261.85;36.0;0.19;0.014903;0.6649;51.8706;4.5886;44.8005;22.6957;-0.118218;-14.8709;-0.130254;-32.06;4;1264.02;Asia;3;0;M0;1261.85;2014.01.30 03:14:31
A;31;2014.01.30 07:24:28;4;5;BUY;1258.25;1258.63;37.6;0.74;0.058693;2.0027;40.6733;18.6266;48.5999;16.7523;-0.114608;-5.6518;-0.038429;-64.42;4;1264.02;London;7;0;NONE;0.00;
P;31;2014.01.30 07:24:28;4;5;BUY;1258.25;1258.63;37.6;0.74;0.058693;2.0027;40.6733;18.6266;48.5999;16.7523;-0.114608;-5.6518;-0.038429;-66.30;5;1264.02;London;7;0;M0;0.00;
F;31;2014.01.30 07:24:28;4;5;BUY;1258.25;1258.63;37.6;0.74;0.058693;2.0027;40.6733;18.6266;48.5999;16.7523;-0.114608;-5.6518;-0.038429;-66.30;5;1261.50;London;7;0;M0;1258.63;2014.01.30 07:24:28
A;32;2014.01.30 20:35:00;0;1;BUY;1243.38;1243.74;36.0;0.14;0.011521;0.4216;24.4606;18.6257;20.7997;43.3508;0.011962;-5.0320;-0.056886;0.00;0;0.00;NewYork;20;0;NONE;0.00;
A;32;2014.01.30 20:56:08;1;2;BUY;1242.49;1242.76;26.5;0.23;0.018270;0.8136;25.0183;10.1954;38.3793;33.2193;-0.071440;-6.2907;-0.050690;-1.25;1;0.00;NewYork;20;0;NONE;0.00;
P;32;2014.01.30 20:56:08;1;2;BUY;1242.49;1242.76;26.5;0.23;0.018270;0.8136;25.0183;10.1954;38.3793;33.2193;-0.071440;-6.2907;-0.050690;-1.78;2;0.00;NewYork;20;0;M0;0.00;
F;32;2014.01.30 20:56:08;1;2;BUY;1242.49;1242.76;26.5;0.23;0.018270;0.8136;25.0183;10.1954;38.3793;33.2193;-0.071440;-6.2907;-0.050690;-1.78;2;1242.92;NewYork;20;0;M0;1242.76;2014.01.30 20:56:08
A;33;2014.01.31 07:09:00;0;1;SELL;1242.58;1242.95;36.7;0.22;0.017886;0.8483;20.4541;16.6905;19.5187;45.7892;-0.007257;-1.9344;-0.012645;0.00;0;0.00;London;7;0;NONE;0.00;
A;33;2014.01.31 07:39:35;1;2;SELL;1243.54;1243.91;36.8;0.34;0.026959;1.2498;35.2026;41.7207;11.3758;67.5170;0.211319;2.2572;0.012545;-1.33;1;0.00;London;7;0;NONE;0.00;
P;33;2014.01.31 07:39:35;1;2;SELL;1243.54;1243.91;36.8;0.34;0.026959;1.2498;35.2026;41.7207;11.3758;67.5170;0.211319;2.2572;0.012545;-2.07;2;0.00;London;7;0;M0;0.00;
F;33;2014.01.31 07:39:35;1;2;SELL;1243.54;1243.91;36.8;0.34;0.026959;1.2498;35.2026;41.7207;11.3758;67.5170;0.211319;2.2572;0.012545;-2.07;2;1243.42;London;7;0;M0;1243.54;2014.01.31 07:39:35
A;34;2014.01.31 08:03:03;0;1;BUY;1241.83;1242.20;36.6;0.42;0.033660;1.4955;34.4547;27.6881;25.5453;43.9480;-0.016225;-2.0923;-0.026282;0.00;0;0.00;London;8;0;NONE;0.00;
A;34;2014.01.31 08:09:46;1;2;BUY;1239.59;1239.96;36.5;0.70;0.056591;1.6975;35.3945;11.1640;41.1214;23.6222;-0.211911;-4.2905;-0.028252;-2.61;1;0.00;London;8;0;NONE;0.00;
P;34;2014.01.31 08:09:46;1;2;BUY;1239.59;1239.96;36.5;0.70;0.056591;1.6975;35.3945;11.1640;41.1214;23.6222;-0.211911;-4.2905;-0.028252;-3.34;2;0.00;London;8;0;M0;0.00;
F;34;2014.01.31 08:09:46;1;2;BUY;1239.59;1239.96;36.5;0.70;0.056591;1.6975;35.3945;11.1640;41.1214;23.6222;-0.211911;-4.2905;-0.028252;-3.34;2;1240.52;London;8;0;M0;1239.96;2014.01.31 08:09:46
A;35;2014.01.31 13:40:00;0;1;SELL;1252.85;1253.21;35.5;0.60;0.048030;1.0632;44.7002;21.6986;20.5457;55.2595;-0.209118;8.1647;0.095661;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;36;2014.01.31 17:01:01;0;1;SELL;1242.21;1242.55;33.8;0.46;0.037111;1.2468;16.3982;19.9997;26.8779;45.4983;-0.083541;-7.0325;-0.062453;0.00;0;0.00;NewYork;17;0;NONE;0.00;
A;37;2014.01.31 20:17:03;0;1;SELL;1242.54;1242.79;24.7;0.32;0.025552;1.1180;48.3624;23.4083;9.7201;64.8739;0.028985;2.8412;0.031100;0.00;0;0.00;NewYork;20;0;NONE;0.00;
A;37;2014.01.31 20:50:24;1;2;SELL;1244.64;1244.92;28.0;0.32;0.026112;0.7303;40.3204;34.3622;8.3946;71.9172;0.128457;7.7838;0.071917;-2.38;1;0.00;NewYork;20;0;NONE;0.00;
P;37;2014.01.31 20:50:24;1;2;SELL;1244.64;1244.92;28.0;0.32;0.026112;0.7303;40.3204;34.3622;8.3946;71.9172;0.128457;7.7838;0.071917;-2.94;2;0.00;NewYork;20;0;M0;0.00;
F;37;2014.01.31 20:50:24;1;2;SELL;1244.64;1244.92;28.0;0.32;0.026112;0.7303;40.3204;34.3622;8.3946;71.9172;0.128457;7.7838;0.071917;-2.94;2;1244.13;NewYork;20;0;M0;1244.64;2014.01.31 20:50:24
A;38;2014.02.04 01:05:00;0;1;BUY;1257.14;1257.45;30.6;0.19;0.014974;1.3211;24.2251;16.4409;20.2099;48.1699;0.017623;-3.4449;-0.048246;0.00;0;0.00;Asia;1;0;NONE;0.00;
A;39;2014.02.04 13:33:00;0;1;BUY;1249.98;1250.28;29.7;0.39;0.031560;0.8614;36.1468;16.3299;18.9326;37.3330;0.181610;-8.9532;-0.099300;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;39;2014.02.04 13:51:27;1;2;BUY;1247.39;1247.74;34.5;1.05;0.083775;1.7033;25.4675;15.0731;41.7446;27.6491;-0.177660;-5.3563;-0.030567;-2.89;1;0.00;Overlap;13;0;NONE;0.00;
P;39;2014.02.04 13:51:27;1;2;BUY;1247.39;1247.74;34.5;1.05;0.083775;1.7033;25.4675;15.0731;41.7446;27.6491;-0.177660;-5.3563;-0.030567;-3.58;2;0.00;Overlap;13;0;M0;0.00;
F;39;2014.02.04 13:51:27;1;2;BUY;1247.39;1247.74;34.5;1.05;0.083775;1.7033;25.4675;15.0731;41.7446;27.6491;-0.177660;-5.3563;-0.030567;-3.58;2;1248.76;Overlap;13;0;M0;1247.74;2014.02.04 13:51:27
A;40;2014.02.05 13:03:00;0;1;BUY;1258.61;1258.91;29.3;0.34;0.027352;0.9254;16.2277;14.8238;14.9705;49.1751;0.017577;2.0525;0.015280;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;41;2014.02.06 20:13:07;0;1;BUY;1257.54;1257.86;32.2;0.11;0.008886;0.3550;50.1076;23.4123;4.0928;54.7589;0.034704;3.1809;0.026904;0.00;0;0.00;NewYork;20;0;NONE;0.00;
A;41;2014.02.06 20:16:24;1;2;BUY;1257.00;1257.36;36.1;0.23;0.018158;1.4870;37.7499;20.2479;29.3911;38.1466;-0.012965;-0.8188;0.009287;-0.86;1;0.00;NewYork;20;0;NONE;0.00;
P;41;2014.02.06 20:16:24;1;2;BUY;1257.00;1257.36;36.1;0.23;0.018158;1.4870;37.7499;20.2479;29.3911;38.1466;-0.012965;-0.8188;0.009287;-1.58;2;0.00;NewYork;20;0;M0;0.00;
F;41;2014.02.06 20:16:24;1;2;BUY;1257.00;1257.36;36.1;0.23;0.018158;1.4870;37.7499;20.2479;29.3911;38.1466;-0.012965;-0.8188;0.009287;-1.58;2;1257.35;NewYork;20;0;M0;1257.36;2014.02.06 20:16:24
A;42;2014.02.10 07:43:03;0;1;BUY;1272.19;1272.37;17.5;0.27;0.020948;1.0596;24.6193;25.2414;22.2110;44.4932;0.026770;4.2184;0.040252;0.00;0;0.00;London;7;0;NONE;0.00;
A;43;2014.02.11 12:44:00;0;1;BUY;1284.18;1284.54;36.0;0.17;0.012985;0.3984;16.0381;14.9563;11.4180;50.3346;0.012050;0.4726;-0.002233;0.00;0;0.00;Overlap;12;0;NONE;0.00;
A;44;2014.02.11 20:48:00;0;1;BUY;1290.84;1291.14;29.8;0.37;0.028625;1.3412;30.5901;36.5976;11.1271;53.6126;0.080964;1.6557;0.008390;0.00;0;0.00;NewYork;20;0;NONE;0.00;
A;44;2014.02.11 23:34:37;1;2;BUY;1288.73;1289.06;33.0;0.39;0.030437;3.2086;38.0111;9.1689;47.3423;18.1401;-0.194239;-4.5555;-0.032404;-2.41;1;0.00;Asia;23;0;NONE;0.00;
P;44;2014.02.11 23:34:37;1;2;BUY;1288.73;1289.06;33.0;0.39;0.030437;3.2086;38.0111;9.1689;47.3423;18.1401;-0.194239;-4.5555;-0.032404;-3.07;2;0.00;Asia;23;0;M0;0.00;
F;44;2014.02.11 23:34:37;1;2;BUY;1288.73;1289.06;33.0;0.39;0.030437;3.2086;38.0111;9.1689;47.3423;18.1401;-0.194239;-4.5555;-0.032404;-3.07;2;1289.54;Asia;23;0;M0;1289.06;2014.02.11 23:34:37
A;44;2014.02.12 00:20:28;2;3;BUY;1285.10;1285.46;36.0;0.22;0.017333;0.5057;36.9943;8.4488;29.2649;27.6971;-0.026405;-18.4550;-0.178050;-16.90;2;1289.54;Asia;0;0;NONE;0.00;
P;44;2014.02.12 00:20:28;2;3;BUY;1285.10;1285.46;36.0;0.22;0.017333;0.5057;36.9943;8.4488;29.2649;27.6971;-0.026405;-18.4550;-0.178050;-17.98;3;1289.54;Asia;0;0;M0;0.00;
F;44;2014.02.12 00:20:28;2;3;BUY;1285.10;1285.46;36.0;0.22;0.017333;0.5057;36.9943;8.4488;29.2649;27.6971;-0.026405;-18.4550;-0.178050;-17.98;3;1287.32;Asia;0;0;M0;1285.46;2014.02.12 00:20:28
A;45;2014.02.13 08:04:00;0;1;BUY;1287.87;1288.16;28.4;0.17;0.013006;0.5776;16.4054;24.0089;21.0373;38.8920;-0.085924;-8.4733;-0.092070;0.00;0;0.00;London;8;0;NONE;0.00;
A;45;2014.02.13 08:29:13;1;2;BUY;1286.35;1286.62;26.8;0.24;0.018774;0.9003;28.7864;12.1613;34.2787;27.9410;-0.055316;-10.3188;-0.094626;-1.81;1;0.00;London;8;0;NONE;0.00;
P;45;2014.02.13 08:29:13;1;2;BUY;1286.35;1286.62;26.8;0.24;0.018774;0.9003;28.7864;12.1613;34.2787;27.9410;-0.055316;-10.3188;-0.094626;-2.35;2;0.00;London;8;0;M0;0.00;
F;45;2014.02.13 08:29:13;1;2;BUY;1286.35;1286.62;26.8;0.24;0.018774;0.9003;28.7864;12.1613;34.2787;27.9410;-0.055316;-10.3188;-0.094626;-2.35;2;1286.97;London;8;0;M0;1286.62;2014.02.13 08:29:13
A;46;2014.02.14 01:03:00;0;1;BUY;1302.47;1302.82;35.0;0.37;0.028158;3.2600;24.7074;32.1307;19.4029;71.0117;0.116104;3.5809;0.023215;0.00;0;0.00;Asia;1;0;NONE;0.00;
A;47;2014.02.14 17:33:00;0;1;BUY;1316.70;1317.03;32.5;0.35;0.026695;2.7248;28.1946;31.0216;11.2207;59.6336;0.134386;-0.1630;-0.012595;0.00;0;0.00;NewYork;17;0;NONE;0.00;
A;48;2014.02.17 02:39:00;0;1;BUY;1326.38;1326.71;32.9;0.18;0.013665;0.9851;37.4570;12.6098;28.0253;42.3745;-0.014271;9.2247;0.089607;0.00;0;0.00;Asia;2;0;NONE;0.00;
A;48;2014.02.17 03:47:28;1;2;BUY;1325.46;1325.77;30.4;0.28;0.020898;2.7839;54.6016;7.1522;45.9403;19.9049;-0.166586;-0.7586;0.002933;-1.24;1;0.00;Asia;3;0;NONE;0.00;
P;48;2014.02.17 03:47:28;1;2;BUY;1325.46;1325.77;30.4;0.28;0.020898;2.7839;54.6016;7.1522;45.9403;19.9049;-0.166586;-0.7586;0.002933;-1.85;2;0.00;Asia;3;0;M0;0.00;
F;48;2014.02.17 03:47:28;1;2;BUY;1325.46;1325.77;30.4;0.28;0.020898;2.7839;54.6016;7.1522;45.9403;19.9049;-0.166586;-0.7586;0.002933;-1.85;2;1325.92;Asia;3;0;M0;1325.77;2014.02.17 03:47:28
A;48;2014.02.17 05:00:03;2;3;BUY;1323.64;1324.04;39.6;0.56;0.042534;3.8895;44.2728;9.3234;38.1945;13.1362;-0.196754;-3.5187;-0.015742;-7.32;2;1325.92;Asia;5;0;NONE;0.00;
P;48;2014.02.17 05:00:03;2;3;BUY;1323.64;1324.04;39.6;0.56;0.042534;3.8895;44.2728;9.3234;38.1945;13.1362;-0.196754;-3.5187;-0.015742;-8.51;3;1325.92;Asia;5;0;M0;0.00;
F;48;2014.02.17 05:00:03;2;3;BUY;1323.64;1324.04;39.6;0.56;0.042534;3.8895;44.2728;9.3234;38.1945;13.1362;-0.196754;-3.5187;-0.015742;-8.51;3;1324.84;Asia;5;0;M0;1324.04;2014.02.17 05:00:03
A;49;2014.02.17 13:05:01;0;1;BUY;1325.94;1326.24;30.0;0.36;0.026924;0.6404;27.1391;27.6366;22.1011;43.1247;-0.116051;-0.7702;-0.013063;0.00;0;0.00;Overlap;13;0;NONE;0.00;
A;50;2014.02.18 01:15:00;0;1;BUY;1325.84;1326.20;36.0;0.20;0.014953;0.5000;15.3538;22.6313;15.5939;37.0888;0.003222;-11.2262;-0.119445;0.00;0;0.00;Asia;1;0;NONE;0.00;
A;50;2014.02.18 01:16:23;1;2;BUY;1324.59;1324.95;36.0;0.44;0.032991;1.0411;14.7064;19.6138;30.9478;25.9664;-0.080524;-7.8494;-0.059373;-1.60;1;0.00;Asia;1;0;NONE;0.00;
P;50;2014.02.18 01:16:23;1;2;BUY;1324.59;1324.95;36.0;0.44;0.032991;1.0411;14.7064;19.6138;30.9478;25.9664;-0.080524;-7.8494;-0.059373;-2.32;2;0.00;Asia;1;0;M0;0.00;
F;50;2014.02.18 01:16:23;1;2;BUY;1324.59;1324.95;36.0;0.44;0.032991;1.0411;14.7064;19.6138;30.9478;25.9664;-0.080524;-7.8494;-0.059373;-2.32;2;1325.15;Asia;1;0;M0;1324.95;2014.02.18 01:16:23
A;50;2014.02.18 01:34:41;2;3;BUY;1322.10;1322.46;35.4;0.51;0.038632;1.1369;36.5919;8.2906;34.3929;20.7726;-0.011219;-10.1483;-0.086225;-9.79;2;1325.15;Asia;1;0;NONE;0.00;
P;50;2014.02.18 01:34:41;2;3;BUY;1322.10;1322.46;35.4;0.51;0.038632;1.1369;36.5919;8.2906;34.3929;20.7726;-0.011219;-10.1483;-0.086225;-10.85;3;1325.15;Asia;1;0;M0;0.00;
F;50;2014.02.18 01:34:41;2;3;BUY;1322.10;1322.46;35.4;0.51;0.038632;1.1369;36.5919;8.2906;34.3929;20.7726;-0.011219;-10.1483;-0.086225;-10.85;3;1323.70;Asia;1;0;M0;1322.46;2014.02.18 01:34:41
A;50;2014.02.18 05:49:20;3;4;BUY;1318.18;1318.37;18.4;0.35;0.026343;1.0007;30.0920;11.1910;23.9529;29.1911;0.031601;-10.6082;-0.097156;-34.38;3;1323.70;Asia;5;0;NONE;0.00;
P;50;2014.02.18 05:49:20;3;4;BUY;1318.18;1318.37;18.4;0.35;0.026343;1.0007;30.0920;11.1910;23.9529;29.1911;0.031601;-10.6082;-0.097156;-35.12;4;1323.70;Asia;5;0;M0;0.00;
F;50;2014.02.18 05:49:20;3;4;BUY;1318.18;1318.37;18.4;0.35;0.026343;1.0007;30.0920;11.1910;23.9529;29.1911;0.031601;-10.6082;-0.097156;-35.12;4;1321.53;Asia;5;0;M0;1318.37;2014.02.18 05:49:20
A;50;2014.02.18 10:12:08;4;5;BUY;1314.30;1314.60;29.8;1.06;0.080879;3.8375;37.6643;8.3690;45.9065;13.7745;-0.522909;-4.3363;-0.029289;-73.92;4;1321.53;London;10;0;NONE;0.00;
P;50;2014.02.18 10:12:08;4;5;BUY;1314.30;1314.60;29.8;1.06;0.080879;3.8375;37.6643;8.3690;45.9065;13.7745;-0.522909;-4.3363;-0.029289;-75.41;5;1321.53;London;10;0;M0;0.00;
F;50;2014.02.18 10:12:08;4;5;BUY;1314.30;1314.60;29.8;1.06;0.080879;3.8375;37.6643;8.3690;45.9065;13.7745;-0.522909;-4.3363;-0.029289;-75.41;5;1318.28;London;10;0;M0;1314.60;2014.02.18 10:12:08
A;51;2014.02.20 00:36:14;0;1;SELL;1312.84;1313.20;36.0;0.09;0.006874;0.2234;24.3327;9.0296;17.9621;46.5321;-0.095045;-0.3864;0.007511;0.00;0;0.00;Asia;0;0;NONE;0.00;
A;51;2014.02.20 01:04:26;1;2;SELL;1313.25;1313.59;33.4;0.56;0.042281;1.4583;21.2984;26.5280;15.3076;64.0566;0.169394;0.9632;0.001108;-0.74;1;0.00;Asia;1;0;NONE;0.00;
P;51;2014.02.20 01:04:26;1;2;SELL;1313.25;1313.59;33.4;0.56;0.042281;1.4583;21.2984;26.5280;15.3076;64.0566;0.169394;0.9632;0.001108;-1.41;2;0.00;Asia;1;0;M0;0.00;
F;51;2014.02.20 01:04:26;1;2;SELL;1313.25;1313.59;33.4;0.56;0.042281;1.4583;21.2984;26.5280;15.3076;64.0566;0.169394;0.9632;0.001108;-1.41;2;1313.34;Asia;1;0;M0;1313.25;2014.02.20 01:04:26
A;51;2014.02.20 01:27:37;2;3;SELL;1314.39;1314.74;34.7;0.33;0.025240;0.9040;23.6686;27.4209;14.1875;68.8878;0.086562;4.5687;0.032090;-4.86;2;1313.34;Asia;1;0;NONE;0.00;
P;51;2014.02.20 01:27:37;2;3;SELL;1314.39;1314.74;34.7;0.33;0.025240;0.9040;23.6686;27.4209;14.1875;68.8878;0.086562;4.5687;0.032090;-5.90;3;1313.34;Asia;1;0;M0;0.00;
F;51;2014.02.20 01:27:37;2;3;SELL;1314.39;1314.74;34.7;0.33;0.025240;0.9040;23.6686;27.4209;14.1875;68.8878;0.086562;4.5687;0.032090;-5.90;3;1314.02;Asia;1;0;M0;1314.39;2014.02.20 01:27:37
A;52;2014.02.20 06:55:00;0;1;BUY;1313.52;1313.82;29.4;0.15;0.011363;0.2975;36.6595;15.1398;12.9740;51.1672;0.019980;5.8666;0.047553;0.00;0;0.00;Asia;6;0;NONE;0.00;
A;52;2014.02.20 07:04:32;1;2;BUY;1312.80;1313.13;32.6;0.21;0.015730;0.6970;29.9419;10.8456;27.8402;37.6079;-0.074281;0.4397;0.019618;-1.02;1;0.00;London;7;0;NONE;0.00;
P;52;2014.02.20 07:04:32;1;2;BUY;1312.80;1313.13;32.6;0.21;0.015730;0.6970;29.9419;10.8456;27.8402;37.6079;-0.074281;0.4397;0.019618;-1.67;2;0.00;London;7;0;M0;0.00;
F;52;2014.02.20 07:04:32;1;2;BUY;1312.80;1313.13;32.6;0.21;0.015730;0.6970;29.9419;10.8456;27.8402;37.6079;-0.074281;0.4397;0.019618;-1.67;2;1313.14;London;7;0;M0;1313.13;2014.02.20 07:04:32
A;53;2014.02.20 14:32:00;0;1;SELL;1314.08;1314.34;26.0;0.53;0.040351;1.4429;24.2827;10.8238;25.3674;34.0838;-0.135915;0.5104;0.016110;0.00;0;0.00;Overlap;14;0;NONE;0.00;
A;53;2014.02.20 15:00:00;1;2;SELL;1315.30;1317.39;208.7;0.47;0.035866;1.0443;48.9241;40.0714;9.9001;67.6876;0.217617;3.4904;0.015782;-3.31;1;0.00;Overlap;15;0;NONE;0.00;
P;53;2014.02.20 15:00:00;1;2;SELL;1315.30;1317.39;208.7;0.47;0.035866;1.0443;48.9241;40.0714;9.9001;67.6876;0.217617;3.4904;0.015782;-7.48;2;0.00;Overlap;15;0;M0;0.00;
F;53;2014.02.20 15:00:00;1;2;SELL;1315.30;1317.39;208.7;0.47;0.035866;1.0443;48.9241;40.0714;9.9001;67.6876;0.217617;3.4904;0.015782;-7.48;2;1316.23;Overlap;15;0;M0;1315.30;2014.02.20 15:00:00
A;54;2014.02.24 17:42:00;0;1;BUY;1336.94;1337.18;23.5;0.18;0.013090;0.6648;30.9932;15.9470;23.2292;45.1255;-0.016536;4.1118;0.035180;0.00;0;0.00;NewYork;17;0;NONE;0.00;
A;54;2014.02.24 17:46:34;1;2;BUY;1336.05;1336.31;26.1;0.39;0.028816;1.7111;27.4505;13.9878;32.5041;32.3310;-0.059517;-0.4906;0.010221;-1.13;1;0.00;NewYork;17;0;NONE;0.00;
P;54;2014.02.24 17:46:34;1;2;BUY;1336.05;1336.31;26.1;0.39;0.028816;1.7111;27.4505;13.9878;32.5041;32.3310;-0.059517;-0.4906;0.010221;-1.65;2;0.00;NewYork;17;0;M0;0.00;
F;54;2014.02.24 17:46:34;1;2;BUY;1336.05;1336.31;26.1;0.39;0.028816;1.7111;27.4505;13.9878;32.5041;32.3310;-0.059517;-0.4906;0.010221;-1.65;2;1336.43;NewYork;17;0;M0;1336.31;2014.02.24 17:46:34
A;55;2014.02.26 01:04:01;0;1;BUY;1340.29;1340.61;31.3;0.43;0.032381;1.3313;18.1979;18.6485;12.5490;57.3650;0.058158;-0.8177;-0.015297;0.00;0;0.00;Asia;1;0;NONE;0.00;
A;56;2014.02.26 23:01:00;0;1;SELL;1329.74;1330.36;61.5;0.39;0.029423;1.6319;22.1761;10.7176;27.3280;34.3633;-0.172930;1.3716;0.025591;0.00;0;0.00;Asia;23;0;NONE;0.00;
A;57;2014.02.27 18:48:02;0;1;BUY;1330.95;1331.16;21.1;0.23;0.017074;0.6479;38.7969;11.9754;20.0488;37.9264;0.100847;-7.5299;-0.082804;0.00;0;0.00;NewYork;18;0;NONE;0.00;
