Direction,TF,Feature,Outcome,N_total,N_complete,N_missing,N_zero,Median,Q1,Q3,IQR,Min,Max
BUY,H1,CCI,OTHER_NONSTOP,1,1,0,0,-42.669297,-42.669297,-42.669297,0.000000,-42.669297,-42.669297
BUY,H1,EMA20,STOP,75,75,0,0,1976.730000,1419.960000,4052.040000,2632.080000,1122.600000,5403.010000
BUY,H1,EMA20,NON-STOP,3538,3529,9,0,1769.690000,1290.360000,2034.810000,744.450000,1059.140000,5412.520000
BUY,H1,EMA20,TARGET,3255,3247,8,0,1783.580000,1293.985000,2163.300000,869.315000,1059.140000,5412.520000
BUY,H1,EMA20,BE,282,281,1,0,1327.460000,1246.180000,1814.320000,568.140000,1067.840000,5185.440000
BUY,H1,EMA20,OTHER_NONSTOP,1,1,0,0,4399.720000,4399.720000,4399.720000,0.000000,4399.720000,4399.720000
BUY,H1,EMA50,STOP,75,75,0,0,1984.570000,1418.845000,4063.395000,2644.550000,1122.610000,5347.040000
BUY,H1,EMA50,NON-STOP,3538,3529,9,0,1765.030000,1289.660000,2033.550000,743.890000,1059.760000,5341.180000
BUY,H1,EMA50,TARGET,3255,3247,8,0,1782.880000,1293.275000,2156.045000,862.770000,1059.760000,5341.180000
BUY,H1,EMA50,BE,282,281,1,0,1328.050000,1246.900000,1815.160000,568.260000,1066.630000,5166.700000
BUY,H1,EMA50,OTHER_NONSTOP,1,1,0,0,4394.870000,4394.870000,4394.870000,0.000000,4394.870000,4394.870000
BUY,H1,EMA100,STOP,75,75,0,0,1978.360000,1416.655000,4080.605000,2663.950000,1124.750000,5256.990000
BUY,H1,EMA100,NON-STOP,3538,3529,9,0,1761.480000,1289.270000,2032.930000,743.660000,1062.350000,5256.820000
BUY,H1,EMA100,TARGET,3255,3247,8,0,1782.060000,1293.715000,2135.600000,841.885000,1062.350000,5256.820000
BUY,H1,EMA100,BE,282,281,1,0,1327.270000,1245.130000,1816.380000,571.250000,1067.930000,5127.600000
BUY,H1,EMA100,OTHER_NONSTOP,1,1,0,0,4381.120000,4381.120000,4381.120000,0.000000,4381.120000,4381.120000
BUY,H1,EMA200,STOP,75,75,0,0,1966.840000,1413.770000,4097.495000,2683.725000,1127.430000,5188.750000
BUY,H1,EMA200,NON-STOP,3538,3529,9,0,1761.220000,1288.250000,2033.270000,745.020000,1067.770000,5187.290000
BUY,H1,EMA200,TARGET,3255,3247,8,0,1780.930000,1295.280000,2104.625000,809.345000,1067.770000,5187.290000
BUY,H1,EMA200,BE,282,281,1,0,1325.990000,1243.220000,1811.080000,567.860000,1072.590000,5077.850000
BUY,H1,EMA200,OTHER_NONSTOP,1,1,0,0,4335.460000,4335.460000,4335.460000,0.000000,4335.460000,4335.460000
BUY,H1,EMA200DistATR,STOP,75,75,0,0,1.271345,-4.142858,4.866104,9.008961,-14.438538,13.577809
BUY,H1,EMA200DistATR,NON-STOP,3538,3529,9,0,1.113293,-2.645167,4.779697,7.424864,-22.936301,25.610956
BUY,H1,EMA200DistATR,TARGET,3255,3247,8,0,1.142511,-2.592090,4.876608,7.468698,-22.936301,25.610956
BUY,H1,EMA200DistATR,BE,282,281,1,0,0.716133,-3.215332,4.132517,7.347849,-18.577623,20.694673
BUY,H1,EMA200DistATR,OTHER_NONSTOP,1,1,0,0,5.958113,5.958113,5.958113,0.000000,5.958113,5.958113
BUY,H1,RSISlope5,STOP,75,75,0,0,-0.198883,-1.602038,0.827107,2.429146,-5.544464,3.725488
BUY,H1,RSISlope5,NON-STOP,3538,3529,9,0,-0.025425,-1.211464,1.175762,2.387226,-8.479417,9.190965
BUY,H1,RSISlope5,TARGET,3255,3247,8,0,-0.017516,-1.237084,1.198966,2.436051,-8.479417,9.190965
BUY,H1,RSISlope5,BE,282,281,1,0,-0.111872,-1.037584,1.093172,2.130756,-6.457968,6.104335
BUY,H1,RSISlope5,OTHER_NONSTOP,1,1,0,0,-0.062821,-0.062821,-0.062821,0.000000,-0.062821,-0.062821
BUY,H1,CCISlope5,STOP,75,75,0,0,-6.456052,-21.326845,13.223584,34.550430,-64.443121,56.769288
BUY,H1,CCISlope5,NON-STOP,3538,3529,9,0,-0.665065,-18.054873,18.079051,36.133924,-105.172392,98.446906
BUY,H1,CCISlope5,TARGET,3255,3247,8,0,-0.522294,-18.201614,17.985652,36.187266,-105.172392,98.446906
BUY,H1,CCISlope5,BE,282,281,1,0,-2.163242,-16.774146,18.129653,34.903799,-58.647846,76.303641
BUY,H1,CCISlope5,OTHER_NONSTOP,1,1,0,0,3.684731,3.684731,3.684731,0.000000,3.684731,3.684731
BUY,H1,ADXSlope5,STOP,75,75,0,0,-0.377208,-1.334942,0.854228,2.189170,-2.518746,3.812598
BUY,H1,ADXSlope5,NON-STOP,3538,3529,9,0,-0.179992,-1.236101,1.178501,2.414602,-5.356560,5.212113
BUY,H1,ADXSlope5,TARGET,3255,3247,8,0,-0.169568,-1.240772,1.183430,2.424202,-5.356560,5.212113
BUY,H1,ADXSlope5,BE,282,281,1,0,-0.298160,-1.180668,1.093377,2.274045,-4.697322,4.422348
BUY,H1,ADXSlope5,OTHER_NONSTOP,1,1,0,0,-0.801362,-0.801362,-0.801362,0.000000,-0.801362,-0.801362
BUY,H1,ATRRegime,STOP,75,75,0,0,1.024148,0.734522,1.410602,0.676080,0.205935,2.331433
BUY,H1,ATRRegime,NON-STOP,3538,3529,9,0,1.050470,0.704669,1.480850,0.776181,0.158650,5.771263
BUY,H1,ATRRegime,TARGET,3255,3247,8,0,1.061442,0.715422,1.483422,0.768000,0.158650,5.771263
BUY,H1,ATRRegime,BE,282,281,1,0,0.950672,0.579725,1.423211,0.843486,0.185495,4.662063
BUY,H1,ATRRegime,OTHER_NONSTOP,1,1,0,0,1.003299,1.003299,1.003299,0.000000,1.003299,1.003299
BUY,H1,EMA20Slope5ATR,STOP,75,75,0,0,0.019881,-0.055084,0.088448,0.143532,-0.313345,0.484329
BUY,H1,EMA20Slope5ATR,NON-STOP,3538,3529,9,0,0.025677,-0.060948,0.122342,0.183290,-0.688036,0.795441
BUY,H1,EMA20Slope5ATR,TARGET,3255,3247,8,0,0.027820,-0.059216,0.123568,0.182784,-0.688036,0.795441
BUY,H1,EMA20Slope5ATR,BE,282,281,1,0,0.004270,-0.095917,0.099385,0.195302,-0.606866,0.595107
BUY,H1,EMA20Slope5ATR,OTHER_NONSTOP,1,1,0,0,-0.063793,-0.063793,-0.063793,0.000000,-0.063793,-0.063793
BUY,H1,EMA50Slope5ATR,STOP,75,75,0,0,0.014698,-0.043128,0.053933,0.097062,-0.212577,0.275410
BUY,H1,EMA50Slope5ATR,NON-STOP,3538,3529,9,0,0.019415,-0.044816,0.086223,0.131039,-0.484339,0.496618
BUY,H1,EMA50Slope5ATR,TARGET,3255,3247,8,0,0.020976,-0.043266,0.087820,0.131086,-0.484339,0.496618
BUY,H1,EMA50Slope5ATR,BE,282,281,1,0,0.003241,-0.058962,0.060778,0.119740,-0.371221,0.300014
BUY,H1,EMA50Slope5ATR,OTHER_NONSTOP,1,1,0,0,-0.000250,-0.000250,-0.000250,0.000000,-0.000250,-0.000250
BUY,H1,EMA200Slope5ATR,STOP,75,75,0,0,0.012110,-0.033817,0.045480,0.079296,-0.149168,0.128811
BUY,H1,EMA200Slope5ATR,NON-STOP,3538,3529,9,0,0.011470,-0.025653,0.048171,0.073824,-0.234719,0.273338
BUY,H1,EMA200Slope5ATR,TARGET,3255,3247,8,0,0.012063,-0.024964,0.048408,0.073372,-0.234719,0.273338
BUY,H1,EMA200Slope5ATR,BE,282,281,1,0,0.005298,-0.030821,0.042264,0.073085,-0.186952,0.212450
BUY,H1,EMA200Slope5ATR,OTHER_NONSTOP,1,1,0,0,0.061555,0.061555,0.061555,0.000000,0.061555,0.061555
BUY,H1,EMAGap2050ATR,STOP,75,75,0,0,0.162818,-0.784297,0.803704,1.588000,-3.130756,3.688200
BUY,H1,EMAGap2050ATR,NON-STOP,3538,3529,9,0,0.233457,-0.640646,1.132031,1.772677,-6.548028,6.401197
BUY,H1,EMAGap2050ATR,TARGET,3255,3247,8,0,0.255734,-0.631383,1.160634,1.792017,-6.365142,6.401197
BUY,H1,EMAGap2050ATR,BE,282,281,1,0,0.090314,-0.715513,0.954564,1.670077,-6.548028,4.910223
BUY,H1,EMAGap2050ATR,OTHER_NONSTOP,1,1,0,0,0.490946,0.490946,0.490946,0.000000,0.490946,0.490946
BUY,H1,EMAGap50200ATR,STOP,75,75,0,0,1.010250,-2.435284,3.350412,5.785696,-12.247561,6.946139
BUY,H1,EMAGap50200ATR,NON-STOP,3538,3529,9,0,0.647437,-1.897426,3.223955,5.121381,-21.390915,20.252977
BUY,H1,EMAGap50200ATR,TARGET,3255,3247,8,0,0.673966,-1.837898,3.226940,5.064838,-21.390915,20.252977
BUY,H1,EMAGap50200ATR,BE,282,281,1,0,0.371559,-2.505766,3.112470,5.618236,-12.792806,14.617646
BUY,H1,EMAGap50200ATR,OTHER_NONSTOP,1,1,0,0,6.011478,6.011478,6.011478,0.000000,6.011478,6.011478
BUY,H1,EMACompressionATR,STOP,75,75,0,0,3.732085,1.703602,6.098134,4.394532,0.095633,14.932608
BUY,H1,EMACompressionATR,NON-STOP,3538,3529,9,0,3.507814,1.926055,5.902075,3.976020,0.097022,24.496547
BUY,H1,EMACompressionATR,TARGET,3255,3247,8,0,3.501827,1.925578,5.889760,3.964181,0.097022,24.496547
BUY,H1,EMACompressionATR,BE,282,281,1,0,3.544798,1.984747,6.125273,4.140526,0.211008,19.167017
BUY,H1,EMACompressionATR,OTHER_NONSTOP,1,1,0,0,6.502424,6.502424,6.502424,0.000000,6.502424,6.502424
BUY,H4,RSI,STOP,75,74,1,0,52.269388,42.978996,62.006747,19.027751,13.636957,89.024112
BUY,H4,RSI,NON-STOP,3538,3505,33,0,52.645389,43.613250,62.209673,18.596423,15.399328,91.938604
BUY,H4,RSI,TARGET,3255,3223,32,0,52.897938,43.736266,62.491102,18.754836,15.399328,91.938604
BUY,H4,RSI,BE,282,281,1,0,50.502807,42.415855,59.832197,17.416342,16.392907,81.015120
BUY,H4,RSI,OTHER_NONSTOP,1,1,0,0,53.561953,53.561953,53.561953,0.000000,53.561953,53.561953
BUY,H4,ADX,STOP,75,74,1,0,28.878638,22.739697,39.194996,16.455299,12.403966,56.031998
BUY,H4,ADX,NON-STOP,3538,3505,33,0,28.517321,21.927361,37.759551,15.832190,9.686789,83.761075
BUY,H4,ADX,TARGET,3255,3223,32,0,28.610971,21.964876,37.840204,15.875328,9.686789,83.761075
BUY,H4,ADX,BE,282,281,1,0,27.450293,21.772674,36.084917,14.312243,9.913170,79.055456
BUY,H4,ADX,OTHER_NONSTOP,1,1,0,0,37.230204,37.230204,37.230204,0.000000,37.230204,37.230204
BUY,H4,DIPlus,STOP,75,74,1,0,17.478048,14.347295,23.279998,8.932704,5.178188,35.039139
BUY,H4,DIPlus,NON-STOP,3538,3505,33,0,19.208920,14.081268,25.113367,11.032099,1.268912,51.291678
BUY,H4,DIPlus,TARGET,3255,3223,32,0,19.315749,14.229610,25.262050,11.032440,1.268912,51.291678
BUY,H4,DIPlus,BE,282,281,1,0,18.017454,12.694367,22.866916,10.172549,2.607024,42.669195
BUY,H4,DIPlus,OTHER_NONSTOP,1,1,0,0,12.802811,12.802811,12.802811,0.000000,12.802811,12.802811
BUY,H4,DIMinus,STOP,75,74,1,0,16.604721,12.886664,21.467562,8.580898,3.751842,42.814818
BUY,H4,DIMinus,NON-STOP,3538,3505,33,0,16.513392,11.502409,21.550153,10.047744,1.318913,43.477305
BUY,H4,DIMinus,TARGET,3255,3223,32,0,16.391681,11.473180,21.452890,9.979710,1.705293,43.477305
BUY,H4,DIMinus,BE,282,281,1,0,17.967630,12.765837,22.279278,9.513441,1.318913,38.200724
BUY,H4,DIMinus,OTHER_NONSTOP,1,1,0,0,9.851509,9.851509,9.851509,0.000000,9.851509,9.851509
BUY,H4,DIGap,STOP,75,74,1,0,8.097130,4.961421,16.513828,11.552406,0.142939,34.046243
BUY,H4,DIGap,NON-STOP,3538,3505,33,0,9.886347,4.712482,16.926410,12.213928,0.004479,46.636562
BUY,H4,DIGap,TARGET,3255,3223,32,0,9.949593,4.738783,16.984682,12.245900,0.004479,46.636562
BUY,H4,DIGap,BE,282,281,1,0,9.050751,4.511203,15.938191,11.426988,0.024224,36.698313
BUY,H4,DIGap,OTHER_NONSTOP,1,1,0,0,2.951302,2.951302,2.951302,0.000000,2.951302,2.951302
BUY,H4,ATR,STOP,75,74,1,0,10.830000,6.065000,31.272500,25.207500,3.290000,225.930000
BUY,H4,ATR,NON-STOP,3538,3505,33,0,7.540000,5.080000,12.060000,6.980000,1.120000,289.760000
BUY,H4,ATR,TARGET,3255,3223,32,0,7.740000,5.180000,12.440000,7.260000,1.120000,289.760000
BUY,H4,ATR,BE,282,281,1,0,5.810000,3.930000,8.360000,4.430000,1.980000,45.350000
BUY,H4,ATR,OTHER_NONSTOP,1,1,0,0,23.240000,23.240000,23.240000,0.000000,23.240000,23.240000
BUY,H4,CCI,STOP,75,74,1,0,19.408023,-48.312323,88.133940,136.446263,-244.006347,305.169666
BUY,H4,CCI,NON-STOP,3538,3505,33,0,30.927912,-64.675360,101.435405,166.110765,-349.003150,466.666667
BUY,H4,CCI,TARGET,3255,3223,32,0,32.168448,-62.214674,102.582422,164.797096,-349.003150,466.666667
BUY,H4,CCI,BE,282,281,1,0,7.946863,-80.642544,82.930938,163.573482,-347.494536,354.438013
BUY,H4,CCI,OTHER_NONSTOP,1,1,0,0,3.073824,3.073824,3.073824,0.000000,3.073824,3.073824
BUY,H4,EMA20,STOP,75,74,1,0,1984.010000,1536.937500,4073.337500,2536.400000,1123.550000,5288.850000
BUY,H4,EMA20,NON-STOP,3538,3505,33,0,1768.880000,1291.140000,2034.470000,743.330000,1060.890000,5288.850000
BUY,H4,EMA20,TARGET,3255,3223,32,0,1784.980000,1295.075000,2171.190000,876.115000,1060.890000,5288.850000
BUY,H4,EMA20,BE,282,281,1,0,1328.660000,1246.600000,1817.020000,570.420000,1066.670000,5145.480000
BUY,H4,EMA20,OTHER_NONSTOP,1,1,0,0,4390.380000,4390.380000,4390.380000,0.000000,4390.380000,4390.380000
BUY,H4,EMA50,STOP,75,74,1,0,1975.395000,1536.515000,4098.485000,2561.970000,1127.310000,5201.210000
BUY,H4,EMA50,NON-STOP,3538,3505,33,0,1766.810000,1291.660000,2034.520000,742.860000,1065.670000,5201.210000
BUY,H4,EMA50,TARGET,3255,3223,32,0,1782.640000,1296.800000,2164.005000,867.205000,1065.670000,5201.210000
BUY,H4,EMA50,BE,282,281,1,0,1326.120000,1244.810000,1811.410000,566.600000,1070.630000,5082.170000
BUY,H4,EMA50,OTHER_NONSTOP,1,1,0,0,4344.790000,4344.790000,4344.790000,0.000000,4344.790000,4344.790000
BUY,H4,EMA100,STOP,75,74,1,0,1953.855000,1532.262500,4073.177500,2540.915000,1127.630000,5134.540000
BUY,H4,EMA100,NON-STOP,3538,3505,33,0,1763.990000,1291.530000,2033.190000,741.660000,1072.580000,5134.800000
BUY,H4,EMA100,TARGET,3255,3223,32,0,1781.150000,1297.125000,2140.310000,843.185000,1072.580000,5134.800000
BUY,H4,EMA100,BE,282,281,1,0,1320.480000,1246.570000,1809.590000,563.020000,1075.720000,5026.530000
BUY,H4,EMA100,OTHER_NONSTOP,1,1,0,0,4271.590000,4271.590000,4271.590000,0.000000,4271.590000,4271.590000
BUY,H4,EMA200,STOP,75,74,1,0,1927.505000,1525.695000,3992.195000,2466.500000,1126.940000,5036.830000
BUY,H4,EMA200,NON-STOP,3538,3505,33,0,1768.340000,1291.750000,2028.960000,737.210000,1084.760000,5043.960000
BUY,H4,EMA200,TARGET,3255,3223,32,0,1776.330000,1296.660000,2105.180000,808.520000,1084.760000,5043.960000
BUY,H4,EMA200,BE,282,281,1,0,1308.050000,1250.290000,1811.260000,560.970000,1089.400000,4909.190000
BUY,H4,EMA200,OTHER_NONSTOP,1,1,0,0,4221.550000,4221.550000,4221.550000,0.000000,4221.550000,4221.550000
BUY,H4,EMA200DistATR,STOP,75,74,1,0,1.581167,-2.523515,5.179675,7.703190,-10.911145,12.421752
BUY,H4,EMA200DistATR,NON-STOP,3538,3505,33,0,1.278289,-2.339113,5.058408,7.397521,-26.143128,17.933325
BUY,H4,EMA200DistATR,TARGET,3255,3223,32,0,1.311906,-2.293649,5.083552,7.377202,-26.143128,17.933325
BUY,H4,EMA200DistATR,BE,282,281,1,0,0.756315,-3.062787,4.481327,7.544114,-15.726200,17.336142
BUY,H4,EMA200DistATR,OTHER_NONSTOP,1,1,0,0,7.497818,7.497818,7.497818,0.000000,7.497818,7.497818
BUY,H4,RSISlope5,STOP,75,74,1,0,0.317156,-0.984493,1.184486,2.168979,-5.229915,5.187613
BUY,H4,RSISlope5,NON-STOP,3538,3505,33,0,0.204891,-1.113175,1.467111,2.580286,-7.921589,9.628579
BUY,H4,RSISlope5,TARGET,3255,3223,32,0,0.239102,-1.105992,1.506017,2.612010,-7.921589,7.658959
BUY,H4,RSISlope5,BE,282,281,1,0,-0.085124,-1.310668,1.021380,2.332048,-6.161513,9.628579
BUY,H4,RSISlope5,OTHER_NONSTOP,1,1,0,0,-1.854036,-1.854036,-1.854036,0.000000,-1.854036,-1.854036
BUY,H4,CCISlope5,STOP,75,74,1,0,0.729444,-14.171948,18.296623,32.468571,-49.448911,67.981795
BUY,H4,CCISlope5,NON-STOP,3538,3505,33,0,1.855753,-14.961257,19.284619,34.245876,-102.340793,99.990866
BUY,H4,CCISlope5,TARGET,3255,3223,32,0,2.142558,-14.838571,19.846918,34.685488,-102.340793,99.990866
BUY,H4,CCISlope5,BE,282,281,1,0,-1.242887,-17.041930,14.771055,31.812985,-93.404344,85.608108
BUY,H4,CCISlope5,OTHER_NONSTOP,1,1,0,0,-26.091416,-26.091416,-26.091416,0.000000,-26.091416,-26.091416
BUY,H4,ADXSlope5,STOP,75,74,1,0,-0.586460,-1.645870,0.737183,2.383054,-3.308649,4.303858
BUY,H4,ADXSlope5,NON-STOP,3538,3505,33,0,-0.137771,-1.162943,1.226479,2.389422,-6.825762,5.179896
BUY,H4,ADXSlope5,TARGET,3255,3223,32,0,-0.126832,-1.162934,1.242250,2.405184,-6.825762,5.179896
BUY,H4,ADXSlope5,BE,282,281,1,0,-0.206755,-1.169158,1.072094,2.241252,-4.239847,4.586711
BUY,H4,ADXSlope5,OTHER_NONSTOP,1,1,0,0,-0.970346,-0.970346,-0.970346,0.000000,-0.970346,-0.970346
BUY,H4,ATRRegime,STOP,75,74,1,0,0.937402,0.696021,1.292253,0.596232,0.465178,5.823691
BUY,H4,ATRRegime,NON-STOP,3538,3505,33,0,0.988398,0.745147,1.319747,0.574600,0.266642,10.947818
BUY,H4,ATRRegime,TARGET,3255,3223,32,0,0.987601,0.746706,1.320694,0.573988,0.266642,10.947818
BUY,H4,ATRRegime,BE,282,281,1,0,0.991508,0.739685,1.298445,0.558760,0.359618,4.937371
BUY,H4,ATRRegime,OTHER_NONSTOP,1,1,0,0,0.674061,0.674061,0.674061,0.000000,0.674061,0.674061
BUY,H4,EMA20Slope5ATR,STOP,75,74,1,0,0.024216,-0.098837,0.104186,0.203024,-0.397923,0.300766
BUY,H4,EMA20Slope5ATR,NON-STOP,3538,3505,33,0,0.024643,-0.073536,0.130377,0.203913,-0.578477,0.660377
BUY,H4,EMA20Slope5ATR,TARGET,3255,3223,32,0,0.026187,-0.073162,0.133033,0.206194,-0.578477,0.660377
BUY,H4,EMA20Slope5ATR,BE,282,281,1,0,0.004847,-0.084809,0.104795,0.189604,-0.518584,0.454036
BUY,H4,EMA20Slope5ATR,OTHER_NONSTOP,1,1,0,0,0.076861,0.076861,0.076861,0.000000,0.076861,0.076861
BUY,H4,EMA50Slope5ATR,STOP,75,74,1,0,0.020814,-0.063202,0.093997,0.157199,-0.279198,0.200502
BUY,H4,EMA50Slope5ATR,NON-STOP,3538,3505,33,0,0.020394,-0.050391,0.087174,0.137565,-0.412879,0.367394
BUY,H4,EMA50Slope5ATR,TARGET,3255,3223,32,0,0.021186,-0.050182,0.087779,0.137960,-0.412879,0.362875
BUY,H4,EMA50Slope5ATR,BE,282,281,1,0,0.007078,-0.053888,0.082946,0.136834,-0.291612,0.367394
BUY,H4,EMA50Slope5ATR,OTHER_NONSTOP,1,1,0,0,0.114794,0.114794,0.114794,0.000000,0.114794,0.114794
BUY,H4,EMA200Slope5ATR,STOP,75,74,1,0,0.015604,-0.020200,0.048320,0.068520,-0.108649,0.128828
BUY,H4,EMA200Slope5ATR,NON-STOP,3538,3505,33,0,0.012191,-0.024069,0.049914,0.073983,-0.275897,0.188340
BUY,H4,EMA200Slope5ATR,TARGET,3255,3223,32,0,0.012520,-0.023376,0.050468,0.073844,-0.275897,0.188340
BUY,H4,EMA200Slope5ATR,BE,282,281,1,0,0.008074,-0.033460,0.043623,0.077083,-0.155590,0.174311
BUY,H4,EMA200Slope5ATR,OTHER_NONSTOP,1,1,0,0,0.081152,0.081152,0.081152,0.000000,0.081152,0.081152
BUY,H4,EMAGap2050ATR,STOP,75,74,1,0,0.339394,-0.943680,1.173700,2.117380,-3.757796,2.849429
BUY,H4,EMAGap2050ATR,NON-STOP,3538,3505,33,0,0.244729,-0.682559,1.150794,1.833353,-5.454567,4.965458
BUY,H4,EMAGap2050ATR,TARGET,3255,3223,32,0,0.258683,-0.671020,1.153418,1.824438,-5.454567,4.965458
BUY,H4,EMAGap2050ATR,BE,282,281,1,0,0.153427,-0.835379,1.120780,1.956159,-3.504166,4.834127
BUY,H4,EMAGap2050ATR,OTHER_NONSTOP,1,1,0,0,1.961223,1.961223,1.961223,0.000000,1.961223,1.961223
BUY,H4,EMAGap50200ATR,STOP,75,74,1,0,1.303954,-1.134692,3.471986,4.606678,-6.656728,10.430171
BUY,H4,EMAGap50200ATR,NON-STOP,3538,3505,33,0,0.815602,-1.691020,3.258846,4.949866,-22.081763,12.598982
BUY,H4,EMAGap50200ATR,TARGET,3255,3223,32,0,0.852826,-1.698578,3.260007,4.958586,-22.081763,12.598982
BUY,H4,EMAGap50200ATR,BE,282,281,1,0,0.275184,-1.671236,3.186370,4.857606,-12.075592,10.730830
BUY,H4,EMAGap50200ATR,OTHER_NONSTOP,1,1,0,0,5.301922,5.301922,5.301922,0.000000,5.301922,5.301922
BUY,H4,EMACompressionATR,STOP,75,74,1,0,3.643743,2.073447,4.905370,2.831924,0.343513,12.070158
BUY,H4,EMACompressionATR,NON-STOP,3538,3505,33,0,3.344005,1.916282,5.501446,3.585164,0.072035,25.840412
BUY,H4,EMACompressionATR,TARGET,3255,3223,32,0,3.346396,1.919035,5.505227,3.586192,0.072035,25.840412
BUY,H4,EMACompressionATR,BE,282,281,1,0,3.242999,1.870677,5.394532,3.523855,0.403677,14.967521
BUY,H4,EMACompressionATR,OTHER_NONSTOP,1,1,0,0,7.263146,7.263146,7.263146,0.000000,7.263146,7.263146
SELL,M1,RSI,STOP,13,13,0,0,52.688877,47.083621,54.860312,7.776691,31.056335,58.271123
SELL,M1,RSI,NON-STOP,1238,1238,0,0,52.837985,48.515942,57.163127,8.647184,18.327944,82.967487
SELL,M1,RSI,TARGET,1159,1159,0,0,52.963423,48.716829,57.177683,8.460854,18.327944,82.967487
SELL,M1,RSI,BE,79,79,0,0,51.709297,45.844270,55.913419,10.069149,38.118314,66.993231
SELL,M1,RSI,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M1,ADX,STOP,13,13,0,0,35.789145,23.751611,37.260918,13.509307,13.523668,54.161334
SELL,M1,ADX,NON-STOP,1238,1238,0,0,27.619459,21.474119,36.787207,15.313088,11.264331,77.261521
SELL,M1,ADX,TARGET,1159,1159,0,0,27.584588,21.437390,36.811924,15.374534,11.264331,77.261521
SELL,M1,ADX,BE,79,79,0,0,27.863400,22.148900,36.336626,14.187725,13.618602,76.716588
SELL,M1,ADX,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M1,DIPlus,STOP,13,13,0,0,19.800916,18.189236,22.071154,3.881918,7.977452,27.644863
SELL,M1,DIPlus,NON-STOP,1238,1238,0,0,19.532910,16.294914,23.243547,6.948634,1.156581,37.657107
SELL,M1,DIPlus,TARGET,1159,1159,0,0,19.487798,16.288168,23.122410,6.834242,1.156581,37.657107
SELL,M1,DIPlus,BE,79,79,0,0,20.872126,17.316107,24.058481,6.742374,6.173927,37.402688
SELL,M1,DIPlus,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M1,DIMinus,STOP,13,13,0,0,21.469172,17.316618,27.851450,10.534832,5.653964,38.058978
SELL,M1,DIMinus,NON-STOP,1238,1238,0,0,20.725362,16.529464,25.080016,8.550552,3.492975,50.795737
SELL,M1,DIMinus,TARGET,1159,1159,0,0,20.725495,16.489165,25.097282,8.608117,3.492975,50.795737
SELL,M1,DIMinus,BE,79,79,0,0,20.218147,17.763890,24.720542,6.956652,7.621942,36.505534
SELL,M1,DIMinus,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M1,DIGap,STOP,13,13,0,0,5.915382,3.235156,10.185840,6.950684,0.206586,30.081526
SELL,M1,DIGap,NON-STOP,1238,1238,0,0,5.554408,2.681694,9.512382,6.830688,0.004853,43.494199
SELL,M1,DIGap,TARGET,1159,1159,0,0,5.463481,2.661174,9.513262,6.852088,0.004853,43.494199
SELL,M1,DIGap,BE,79,79,0,0,6.064565,2.926390,9.410752,6.484362,0.254081,19.167724
SELL,M1,DIGap,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M1,ATR,STOP,13,13,0,0,0.800000,0.350000,3.140000,2.790000,0.180000,12.250000
SELL,M1,ATR,NON-STOP,1238,1238,0,0,0.460000,0.280000,0.790000,0.510000,0.040000,14.230000
SELL,M1,ATR,TARGET,1159,1159,0,0,0.470000,0.290000,0.800000,0.510000,0.040000,14.230000
SELL,M1,ATR,BE,79,79,0,0,0.320000,0.205000,0.640000,0.435000,0.040000,1.590000
SELL,M1,ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M1,CCI,STOP,13,13,0,0,-60.867826,-141.439636,-8.256428,133.183208,-269.036342,34.617136
SELL,M1,CCI,NON-STOP,1238,1238,0,0,-20.901901,-92.136245,25.580288,117.716534,-387.295402,125.630982
SELL,M1,CCI,TARGET,1159,1159,0,0,-19.006449,-91.482344,25.638963,117.121306,-387.295402,125.630982
SELL,M1,CCI,BE,79,79,0,0,-53.606629,-94.689455,21.830325,116.519780,-259.675389,65.347796
SELL,M1,CCI,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M1,EMA20,STOP,13,13,0,0,1920.420000,1738.890000,4060.210000,2321.320000,1228.530000,4637.240000
SELL,M1,EMA20,NON-STOP,1238,1238,0,0,1755.600000,1298.417500,2052.002500,753.585000,1069.980000,5169.900000
SELL,M1,EMA20,TARGET,1159,1159,0,0,1765.830000,1302.580000,2158.710000,856.130000,1069.980000,5169.900000
SELL,M1,EMA20,BE,79,79,0,0,1322.900000,1255.975000,1832.605000,576.630000,1137.130000,4728.800000
SELL,M1,EMA20,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M1,EMA50,STOP,13,13,0,0,1918.970000,1737.990000,4056.780000,2318.790000,1228.350000,4625.430000
SELL,M1,EMA50,NON-STOP,1238,1238,0,0,1754.975000,1297.697500,2050.702500,753.005000,1069.680000,5164.130000
SELL,M1,EMA50,TARGET,1159,1159,0,0,1764.700000,1301.760000,2158.610000,856.850000,1069.680000,5164.130000
SELL,M1,EMA50,BE,79,79,0,0,1322.140000,1255.805000,1831.690000,575.885000,1137.020000,4724.460000
SELL,M1,EMA50,OTHER_NONSTOP,0,0,0,0,,,,,,
