Direction,TF,Feature,Outcome,N_total,N_complete,N_missing,N_zero,Median,Q1,Q3,IQR,Min,Max
SELL,M30,ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,CCI,STOP,13,13,0,0,-18.164243,-72.677751,51.546387,124.224138,-162.207504,127.181882
SELL,M30,CCI,NON-STOP,1238,1238,0,0,27.643786,-61.003270,106.948049,167.951320,-341.929394,328.016922
SELL,M30,CCI,TARGET,1159,1159,0,0,28.095925,-61.218616,107.332154,168.550770,-341.929394,328.016922
SELL,M30,CCI,BE,79,79,0,0,20.408808,-56.953865,100.611853,157.565718,-254.886384,238.103098
SELL,M30,CCI,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMA20,STOP,13,13,0,0,1922.280000,1737.850000,4054.040000,2316.190000,1225.480000,4675.810000
SELL,M30,EMA20,NON-STOP,1238,1238,0,0,1753.785000,1297.220000,2047.402500,750.182500,1065.090000,5170.190000
SELL,M30,EMA20,TARGET,1159,1159,0,0,1761.470000,1301.990000,2157.635000,855.645000,1065.090000,5170.190000
SELL,M30,EMA20,BE,79,79,0,0,1322.880000,1256.620000,1832.260000,575.640000,1138.630000,4728.820000
SELL,M30,EMA20,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMA50,STOP,13,13,0,0,1922.080000,1739.210000,4038.830000,2299.620000,1222.520000,4851.170000
SELL,M30,EMA50,NON-STOP,1238,1238,0,0,1752.200000,1297.842500,2046.742500,748.900000,1061.970000,5266.270000
SELL,M30,EMA50,TARGET,1159,1159,0,0,1759.890000,1302.260000,2157.855000,855.595000,1061.970000,5266.270000
SELL,M30,EMA50,BE,79,79,0,0,1321.490000,1257.095000,1830.860000,573.765000,1136.450000,4758.100000
SELL,M30,EMA50,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMA100,STOP,13,13,0,0,1920.830000,1739.560000,4027.870000,2288.310000,1220.690000,5008.790000
SELL,M30,EMA100,NON-STOP,1238,1238,0,0,1751.180000,1297.015000,2049.872500,752.857500,1061.150000,5287.850000
SELL,M30,EMA100,TARGET,1159,1159,0,0,1762.160000,1301.810000,2159.495000,857.685000,1061.150000,5287.850000
SELL,M30,EMA100,BE,79,79,0,0,1320.950000,1256.560000,1829.550000,572.990000,1134.900000,4777.670000
SELL,M30,EMA100,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMA200,STOP,13,13,0,0,1919.920000,1738.660000,4028.010000,2289.350000,1220.210000,5082.220000
SELL,M30,EMA200,NON-STOP,1238,1238,0,0,1752.525000,1296.395000,2054.972500,758.577500,1062.660000,5220.570000
SELL,M30,EMA200,TARGET,1159,1159,0,0,1760.720000,1301.200000,2160.375000,859.175000,1062.660000,5220.570000
SELL,M30,EMA200,BE,79,79,0,0,1323.750000,1256.385000,1830.360000,573.975000,1136.240000,4786.160000
SELL,M30,EMA200,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMA200DistATR,STOP,13,13,0,0,-0.135248,-1.716918,0.707743,2.424661,-4.394039,5.546500
SELL,M30,EMA200DistATR,NON-STOP,1238,1238,0,0,0.252456,-1.736584,2.236084,3.972668,-19.711470,18.452992
SELL,M30,EMA200DistATR,TARGET,1159,1159,0,0,0.238082,-1.738241,2.203832,3.942072,-19.711470,18.452992
SELL,M30,EMA200DistATR,BE,79,79,0,0,0.658673,-1.625386,2.796318,4.421704,-11.930853,14.186811
SELL,M30,EMA200DistATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,RSISlope5,STOP,13,13,0,0,-0.215385,-0.778691,1.281565,2.060256,-3.182895,2.840957
SELL,M30,RSISlope5,NON-STOP,1238,1238,0,0,0.499878,-0.632256,1.713097,2.345352,-5.493492,8.349014
SELL,M30,RSISlope5,TARGET,1159,1159,0,0,0.514327,-0.625762,1.714540,2.340302,-5.493492,8.349014
SELL,M30,RSISlope5,BE,79,79,0,0,0.135699,-0.838950,1.537126,2.376076,-3.307904,7.924333
SELL,M30,RSISlope5,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,CCISlope5,STOP,13,13,0,0,-3.286041,-29.538597,13.081438,42.620035,-56.627875,37.073892
SELL,M30,CCISlope5,NON-STOP,1238,1238,0,0,5.571398,-13.089413,22.249225,35.338638,-75.556378,104.120965
SELL,M30,CCISlope5,TARGET,1159,1159,0,0,5.819294,-12.874388,22.415982,35.290370,-75.556378,104.120965
SELL,M30,CCISlope5,BE,79,79,0,0,-0.517680,-15.517311,21.994206,37.511516,-49.084071,68.312581
SELL,M30,CCISlope5,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,ADXSlope5,STOP,13,13,0,0,-1.448033,-1.752363,-0.125894,1.626469,-3.402931,1.900553
SELL,M30,ADXSlope5,NON-STOP,1238,1238,0,0,-0.273612,-1.138191,1.078857,2.217048,-5.536721,4.639761
SELL,M30,ADXSlope5,TARGET,1159,1159,0,0,-0.222156,-1.136304,1.079878,2.216182,-5.536721,4.639761
SELL,M30,ADXSlope5,BE,79,79,0,0,-0.525273,-1.323756,1.025501,2.349258,-5.067721,3.867868
SELL,M30,ADXSlope5,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,ATRRegime,STOP,13,13,0,0,1.090207,0.742272,1.641770,0.899498,0.375372,2.843716
SELL,M30,ATRRegime,NON-STOP,1238,1238,0,0,1.021152,0.678267,1.466590,0.788323,0.220732,9.457491
SELL,M30,ATRRegime,TARGET,1159,1159,0,0,1.028750,0.682850,1.468266,0.785416,0.220732,9.457491
SELL,M30,ATRRegime,BE,79,79,0,0,0.879125,0.578714,1.361842,0.783127,0.316204,2.832544
SELL,M30,ATRRegime,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMA20Slope5ATR,STOP,13,13,0,0,-0.048368,-0.108513,0.017341,0.125854,-0.259825,0.260565
SELL,M30,EMA20Slope5ATR,NON-STOP,1238,1238,0,0,0.004800,-0.077749,0.092229,0.169978,-0.621268,0.766374
SELL,M30,EMA20Slope5ATR,TARGET,1159,1159,0,0,0.003566,-0.075680,0.092404,0.168085,-0.621268,0.766374
SELL,M30,EMA20Slope5ATR,BE,79,79,0,0,0.015685,-0.100330,0.082048,0.182378,-0.307790,0.454501
SELL,M30,EMA20Slope5ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMA50Slope5ATR,STOP,13,13,0,0,-0.013555,-0.091830,0.063020,0.154850,-0.179398,0.181384
SELL,M30,EMA50Slope5ATR,NON-STOP,1238,1238,0,0,-0.001234,-0.061720,0.063552,0.125272,-0.544985,0.526247
SELL,M30,EMA50Slope5ATR,TARGET,1159,1159,0,0,-0.001431,-0.062084,0.063037,0.125120,-0.544985,0.526247
SELL,M30,EMA50Slope5ATR,BE,79,79,0,0,0.003193,-0.055015,0.074616,0.129632,-0.258806,0.308132
SELL,M30,EMA50Slope5ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMA200Slope5ATR,STOP,13,13,0,0,-0.003984,-0.019643,0.005738,0.025381,-0.054196,0.058656
SELL,M30,EMA200Slope5ATR,NON-STOP,1238,1238,0,0,-0.000464,-0.019540,0.017406,0.036947,-0.201570,0.185075
SELL,M30,EMA200Slope5ATR,TARGET,1159,1159,0,0,-0.000647,-0.019518,0.017026,0.036544,-0.201570,0.185075
SELL,M30,EMA200Slope5ATR,BE,79,79,0,0,0.004719,-0.019530,0.025064,0.044594,-0.125631,0.145082
SELL,M30,EMA200Slope5ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMAGap2050ATR,STOP,13,13,0,0,0.032790,-1.054048,0.528439,1.582487,-2.054697,2.078588
SELL,M30,EMAGap2050ATR,NON-STOP,1238,1238,0,0,-0.054552,-0.855862,0.864148,1.720010,-9.448758,6.724728
SELL,M30,EMAGap2050ATR,TARGET,1159,1159,0,0,-0.050880,-0.856640,0.831406,1.688046,-9.448758,6.724728
SELL,M30,EMAGap2050ATR,BE,79,79,0,0,-0.073390,-0.739852,1.270918,2.010771,-4.343925,3.940872
SELL,M30,EMAGap2050ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMAGap50200ATR,STOP,13,13,0,0,0.366658,-1.060887,0.911983,1.972870,-2.373969,1.943496
SELL,M30,EMAGap50200ATR,NON-STOP,1238,1238,0,0,-0.034296,-1.030964,0.973624,2.004588,-9.120966,10.739106
SELL,M30,EMAGap50200ATR,TARGET,1159,1159,0,0,-0.049100,-1.055158,0.942530,1.997688,-9.120966,10.739106
SELL,M30,EMAGap50200ATR,BE,79,79,0,0,0.160898,-0.620444,1.346430,1.966873,-6.412829,9.397036
SELL,M30,EMAGap50200ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,M30,EMACompressionATR,STOP,13,13,0,0,1.911695,1.347359,2.373969,1.026610,0.399448,4.086625
SELL,M30,EMACompressionATR,NON-STOP,1238,1238,0,0,1.841749,1.093586,3.302862,2.209276,0.086330,16.796758
SELL,M30,EMACompressionATR,TARGET,1159,1159,0,0,1.819967,1.091037,3.294300,2.203263,0.086330,16.796758
SELL,M30,EMACompressionATR,BE,79,79,0,0,2.244506,1.175308,3.648060,2.472752,0.315048,12.554681
SELL,M30,EMACompressionATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,RSI,STOP,13,13,0,0,47.909549,36.558547,56.469377,19.910830,31.434368,67.940570
SELL,H1,RSI,NON-STOP,1238,1238,0,0,50.414702,42.108165,59.031512,16.923347,10.852422,84.000125
SELL,H1,RSI,TARGET,1159,1159,0,0,50.387567,42.171615,58.997134,16.825519,10.852422,84.000125
SELL,H1,RSI,BE,79,79,0,0,52.051912,41.610646,60.534794,18.924148,21.536809,77.881401
SELL,H1,RSI,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,ADX,STOP,13,13,0,0,25.756238,16.925448,34.714915,17.789467,13.649397,62.060454
SELL,H1,ADX,NON-STOP,1238,1238,0,0,26.453072,20.539781,35.032436,14.492655,10.547416,74.563539
SELL,H1,ADX,TARGET,1159,1159,0,0,26.613643,20.597974,35.086389,14.488415,10.547416,74.563539
SELL,H1,ADX,BE,79,79,0,0,24.268166,19.321980,31.741176,12.419197,11.885695,62.232886
SELL,H1,ADX,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,DIPlus,STOP,13,13,0,0,16.744405,12.300846,21.882141,9.581295,5.315155,27.831314
SELL,H1,DIPlus,NON-STOP,1238,1238,0,0,17.654596,12.980147,23.190892,10.210746,2.118102,46.817754
SELL,H1,DIPlus,TARGET,1159,1159,0,0,17.630805,12.984384,23.097869,10.113484,2.118102,46.817754
SELL,H1,DIPlus,BE,79,79,0,0,18.408141,12.971024,23.638824,10.667800,5.617683,34.119604
SELL,H1,DIPlus,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,DIMinus,STOP,13,13,0,0,18.406469,16.173678,21.765958,5.592280,12.229531,34.089277
SELL,H1,DIMinus,NON-STOP,1238,1238,0,0,17.572264,12.807407,22.597791,9.790384,3.713249,44.669728
SELL,H1,DIMinus,TARGET,1159,1159,0,0,17.524519,12.779057,22.595100,9.816043,3.713249,44.669728
SELL,H1,DIMinus,BE,79,79,0,0,18.205765,13.702663,22.544470,8.841807,4.945049,40.023650
SELL,H1,DIMinus,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,DIGap,STOP,13,13,0,0,5.921491,3.475672,15.601783,12.126111,0.570726,25.207968
SELL,H1,DIGap,NON-STOP,1238,1238,0,0,9.104288,4.163639,14.952502,10.788862,0.017139,41.877662
SELL,H1,DIGap,TARGET,1159,1159,0,0,9.085867,4.131699,14.977540,10.845842,0.017139,41.877662
SELL,H1,DIGap,BE,79,79,0,0,9.821671,4.796778,14.246596,9.449818,0.230084,31.855619
SELL,H1,DIGap,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,ATR,STOP,13,13,0,0,5.890000,2.980000,14.700000,11.720000,1.410000,154.040000
SELL,H1,ATR,NON-STOP,1238,1238,0,0,3.930000,2.572500,6.480000,3.907500,0.620000,127.710000
SELL,H1,ATR,TARGET,1159,1159,0,0,4.010000,2.615000,6.625000,4.010000,0.620000,127.710000
SELL,H1,ATR,BE,79,79,0,0,2.930000,2.025000,4.395000,2.370000,0.960000,33.700000
SELL,H1,ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,CCI,STOP,13,13,0,0,-57.623303,-88.379392,20.065416,108.444808,-257.775621,186.228877
SELL,H1,CCI,NON-STOP,1238,1238,0,0,10.051432,-74.249806,88.036530,162.286336,-412.652605,360.362622
SELL,H1,CCI,TARGET,1159,1159,0,0,10.037537,-74.903216,87.743507,162.646723,-412.652605,360.362622
SELL,H1,CCI,BE,79,79,0,0,11.375885,-66.634236,90.244432,156.878668,-333.900359,276.584741
SELL,H1,CCI,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMA20,STOP,13,13,0,0,1922.210000,1738.870000,4043.280000,2304.410000,1223.290000,4803.270000
SELL,H1,EMA20,NON-STOP,1238,1238,0,0,1752.800000,1297.780000,2045.207500,747.427500,1062.900000,5244.650000
SELL,H1,EMA20,TARGET,1159,1159,0,0,1759.980000,1302.120000,2157.815000,855.695000,1062.900000,5244.650000
SELL,H1,EMA20,BE,79,79,0,0,1321.900000,1256.945000,1830.985000,574.040000,1137.050000,4749.960000
SELL,H1,EMA20,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMA50,STOP,13,13,0,0,1920.740000,1739.510000,4028.070000,2288.560000,1220.790000,5013.650000
SELL,H1,EMA50,NON-STOP,1238,1238,0,0,1751.060000,1297.010000,2049.715000,752.705000,1061.270000,5287.910000
SELL,H1,EMA50,TARGET,1159,1159,0,0,1762.180000,1301.905000,2159.550000,857.645000,1061.270000,5287.910000
SELL,H1,EMA50,BE,79,79,0,0,1320.970000,1256.565000,1829.405000,572.840000,1134.850000,4777.180000
SELL,H1,EMA50,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMA100,STOP,13,13,0,0,1919.870000,1738.660000,4028.130000,2289.470000,1220.280000,5085.620000
SELL,H1,EMA100,NON-STOP,1238,1238,0,0,1752.530000,1296.350000,2054.885000,758.535000,1062.720000,5221.270000
SELL,H1,EMA100,TARGET,1159,1159,0,0,1760.750000,1301.200000,2160.375000,859.175000,1062.720000,5221.270000
SELL,H1,EMA100,BE,79,79,0,0,1323.760000,1256.400000,1830.275000,573.875000,1136.180000,4785.980000
SELL,H1,EMA100,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMA200,STOP,13,13,0,0,1920.700000,1735.310000,4044.700000,2309.390000,1224.290000,5027.380000
SELL,H1,EMA200,NON-STOP,1238,1238,0,0,1751.350000,1297.680000,2053.800000,756.120000,1067.630000,5179.530000
SELL,H1,EMA200,TARGET,1159,1159,0,0,1757.370000,1299.880000,2147.715000,847.835000,1067.630000,5179.530000
SELL,H1,EMA200,BE,79,79,0,0,1320.030000,1259.135000,1833.445000,574.310000,1144.340000,4772.470000
SELL,H1,EMA200,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMA200DistATR,STOP,13,13,0,0,0.227992,-1.773934,0.780817,2.554751,-2.929946,2.019142
SELL,H1,EMA200DistATR,NON-STOP,1238,1238,0,0,0.262678,-1.207315,1.863766,3.071081,-11.545568,10.728102
SELL,H1,EMA200DistATR,TARGET,1159,1159,0,0,0.227098,-1.210100,1.863295,3.073396,-11.545568,10.728102
SELL,H1,EMA200DistATR,BE,79,79,0,0,0.492152,-1.080896,1.900642,2.981539,-4.940732,6.519771
SELL,H1,EMA200DistATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,RSISlope5,STOP,13,13,0,0,-0.021700,-1.516985,0.809364,2.326349,-4.109475,1.374118
SELL,H1,RSISlope5,NON-STOP,1238,1238,0,0,0.170204,-0.955080,1.414173,2.369254,-6.071197,6.674372
SELL,H1,RSISlope5,TARGET,1159,1159,0,0,0.170061,-0.952792,1.421604,2.374396,-6.071197,6.674372
SELL,H1,RSISlope5,BE,79,79,0,0,0.187380,-1.001770,1.250727,2.252496,-4.294805,5.550071
SELL,H1,RSISlope5,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,CCISlope5,STOP,13,13,0,0,-0.496313,-33.218979,9.703799,42.922778,-51.327992,30.926786
SELL,H1,CCISlope5,NON-STOP,1238,1238,0,0,1.438053,-15.702962,17.633324,33.336286,-70.788067,96.087417
SELL,H1,CCISlope5,TARGET,1159,1159,0,0,1.578467,-15.657962,17.571513,33.229474,-70.788067,96.087417
SELL,H1,CCISlope5,BE,79,79,0,0,-1.209468,-15.071779,19.358026,34.429805,-51.548522,79.539134
SELL,H1,CCISlope5,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,ADXSlope5,STOP,13,13,0,0,0.199543,-0.931236,1.199937,2.131173,-1.961502,3.025010
SELL,H1,ADXSlope5,NON-STOP,1238,1238,0,0,-0.217930,-1.239647,1.054244,2.293892,-5.633082,4.984540
SELL,H1,ADXSlope5,TARGET,1159,1159,0,0,-0.206929,-1.240409,1.074784,2.315194,-5.633082,4.984540
SELL,H1,ADXSlope5,BE,79,79,0,0,-0.392070,-1.194198,0.649798,1.843996,-3.683187,4.584114
SELL,H1,ADXSlope5,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,ATRRegime,STOP,13,13,0,0,1.017653,0.853766,1.530975,0.677209,0.540886,2.099118
SELL,H1,ATRRegime,NON-STOP,1238,1238,0,0,1.047412,0.721008,1.443621,0.722613,0.149042,4.977568
SELL,H1,ATRRegime,TARGET,1159,1159,0,0,1.055799,0.720606,1.445509,0.724903,0.149042,4.977568
SELL,H1,ATRRegime,BE,79,79,0,0,0.995566,0.723774,1.385316,0.661542,0.279661,2.333888
SELL,H1,ATRRegime,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMA20Slope5ATR,STOP,13,13,0,0,-0.032877,-0.102080,0.075476,0.177556,-0.274956,0.273680
SELL,H1,EMA20Slope5ATR,NON-STOP,1238,1238,0,0,0.001830,-0.089722,0.097304,0.187025,-0.565856,0.662725
SELL,H1,EMA20Slope5ATR,TARGET,1159,1159,0,0,0.001733,-0.090792,0.097426,0.188217,-0.565856,0.662725
SELL,H1,EMA20Slope5ATR,BE,79,79,0,0,0.003394,-0.078066,0.094322,0.172387,-0.424708,0.397661
SELL,H1,EMA20Slope5ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMA50Slope5ATR,STOP,13,13,0,0,0.009767,-0.083060,0.030221,0.113281,-0.122383,0.132123
SELL,H1,EMA50Slope5ATR,NON-STOP,1238,1238,0,0,-0.005387,-0.057101,0.055497,0.112598,-0.315897,0.397629
SELL,H1,EMA50Slope5ATR,TARGET,1159,1159,0,0,-0.005066,-0.057580,0.054648,0.112227,-0.315897,0.397629
SELL,H1,EMA50Slope5ATR,BE,79,79,0,0,-0.014837,-0.051770,0.070142,0.121912,-0.260940,0.246937
SELL,H1,EMA50Slope5ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMA200Slope5ATR,STOP,13,13,0,0,0.000808,-0.019603,0.009764,0.029367,-0.031848,0.018758
SELL,H1,EMA200Slope5ATR,NON-STOP,1238,1238,0,0,0.002218,-0.012148,0.015775,0.027924,-0.122266,0.110022
SELL,H1,EMA200Slope5ATR,TARGET,1159,1159,0,0,0.002061,-0.012130,0.015622,0.027752,-0.122266,0.110022
SELL,H1,EMA200Slope5ATR,BE,79,79,0,0,0.005070,-0.011039,0.018780,0.029820,-0.054286,0.066383
SELL,H1,EMA200Slope5ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMAGap2050ATR,STOP,13,13,0,0,0.011155,-0.648483,0.768714,1.417197,-1.365743,1.213618
SELL,H1,EMAGap2050ATR,NON-STOP,1238,1238,0,0,-0.088512,-0.653622,0.512698,1.166320,-4.465859,5.429524
SELL,H1,EMAGap2050ATR,TARGET,1159,1159,0,0,-0.089522,-0.652739,0.491499,1.144238,-4.465859,5.429524
SELL,H1,EMAGap2050ATR,BE,79,79,0,0,-0.056196,-0.685509,0.681554,1.367062,-2.819107,4.004633
SELL,H1,EMAGap2050ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMAGap50200ATR,STOP,13,13,0,0,-0.089167,-1.213726,1.338955,2.552681,-3.637818,3.714933
SELL,H1,EMAGap50200ATR,NON-STOP,1238,1238,0,0,0.095017,-0.820654,1.488886,2.309540,-12.498564,9.963818
SELL,H1,EMAGap50200ATR,TARGET,1159,1159,0,0,0.093007,-0.813683,1.427884,2.241566,-12.498564,9.963818
SELL,H1,EMAGap50200ATR,BE,79,79,0,0,0.215948,-0.998096,2.136315,3.134410,-6.450994,6.005547
SELL,H1,EMAGap50200ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H1,EMACompressionATR,STOP,13,13,0,0,1.519206,1.338955,2.613793,1.274838,0.460210,3.714933
SELL,H1,EMACompressionATR,NON-STOP,1238,1238,0,0,1.890044,1.017725,3.091811,2.074086,0.018050,12.498564
SELL,H1,EMACompressionATR,TARGET,1159,1159,0,0,1.875415,1.015324,3.059316,2.043992,0.018050,12.498564
SELL,H1,EMACompressionATR,BE,79,79,0,0,2.271483,1.184808,3.428951,2.244142,0.114168,6.450994
SELL,H1,EMACompressionATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,RSI,STOP,13,13,0,0,49.963870,42.568526,55.347125,12.778599,27.233942,65.824414
SELL,H4,RSI,NON-STOP,1238,1225,13,0,49.656170,44.407719,55.166560,10.758841,16.590780,77.603782
SELL,H4,RSI,TARGET,1159,1146,13,0,49.524714,44.452629,55.056254,10.603625,16.590780,74.389250
SELL,H4,RSI,BE,79,79,0,0,50.497417,43.436899,57.023466,13.586567,19.443533,77.603782
SELL,H4,RSI,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,ADX,STOP,13,13,0,0,23.053670,19.172256,26.712299,7.540043,12.808903,40.819850
SELL,H4,ADX,NON-STOP,1238,1225,13,0,25.823789,20.407883,32.825851,12.417968,10.132997,70.687280
SELL,H4,ADX,TARGET,1159,1146,13,0,25.705596,20.313697,32.517056,12.203358,10.132997,70.687280
SELL,H4,ADX,BE,79,79,0,0,27.020060,21.531938,34.996542,13.464604,12.648604,59.103953
SELL,H4,ADX,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,DIPlus,STOP,13,13,0,0,16.910896,10.599679,18.920368,8.320689,7.375715,29.153799
SELL,H4,DIPlus,NON-STOP,1238,1225,13,0,17.538322,13.191438,22.155833,8.964395,1.406152,40.944128
SELL,H4,DIPlus,TARGET,1159,1146,13,0,17.567772,13.314721,22.181034,8.866313,1.406152,39.157294
SELL,H4,DIPlus,BE,79,79,0,0,16.764024,11.147904,21.501149,10.353246,7.676887,40.944128
SELL,H4,DIPlus,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,DIMinus,STOP,13,13,0,0,16.692870,14.903552,23.769417,8.865865,11.624527,34.223754
SELL,H4,DIMinus,NON-STOP,1238,1225,13,0,18.208238,13.854951,23.357656,9.502705,4.035302,44.895688
SELL,H4,DIMinus,TARGET,1159,1146,13,0,18.204134,13.880814,23.337066,9.456252,4.035302,44.895688
SELL,H4,DIMinus,BE,79,79,0,0,18.446111,13.066508,23.659220,10.592712,6.183436,38.025133
SELL,H4,DIMinus,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,DIGap,STOP,13,13,0,0,7.102902,3.309744,14.250247,10.940503,1.186001,26.236314
SELL,H4,DIGap,NON-STOP,1238,1225,13,0,8.827506,4.200352,14.796857,10.596505,0.007116,41.800235
SELL,H4,DIGap,TARGET,1159,1146,13,0,8.790480,4.183222,14.746042,10.562820,0.007116,41.800235
SELL,H4,DIGap,BE,79,79,0,0,9.292303,4.580969,16.323991,11.743022,0.235082,32.897846
SELL,H4,DIGap,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,ATR,STOP,13,13,0,0,11.480000,5.640000,30.550000,24.910000,4.210000,234.740000
SELL,H4,ATR,NON-STOP,1238,1225,13,0,7.430000,5.120000,11.750000,6.630000,1.120000,208.030000
SELL,H4,ATR,TARGET,1159,1146,13,0,7.555000,5.205000,11.910000,6.705000,1.120000,208.030000
SELL,H4,ATR,BE,79,79,0,0,5.590000,4.175000,8.610000,4.435000,2.220000,50.250000
SELL,H4,ATR,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,CCI,STOP,13,13,0,0,41.295037,-107.696776,113.533205,221.229981,-141.227825,243.145283
SELL,H4,CCI,NON-STOP,1238,1225,13,0,-14.457497,-88.357172,80.849148,169.206320,-386.545826,372.676789
SELL,H4,CCI,TARGET,1159,1146,13,0,-15.236903,-88.538359,80.833000,169.371360,-386.545826,372.676789
SELL,H4,CCI,BE,79,79,0,0,-7.689297,-81.707334,81.965771,163.673104,-269.414766,242.927463
SELL,H4,CCI,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,EMA20,STOP,13,13,0,0,1921.170000,1739.230000,4028.070000,2288.840000,1219.420000,5037.410000
SELL,H4,EMA20,NON-STOP,1238,1225,13,0,1757.760000,1299.250000,2158.360000,859.110000,1061.030000,5260.490000
SELL,H4,EMA20,TARGET,1159,1146,13,0,1773.125000,1309.795000,2163.010000,853.215000,1061.030000,5260.490000
SELL,H4,EMA20,BE,79,79,0,0,1321.320000,1256.465000,1829.680000,573.215000,1134.330000,4784.730000
SELL,H4,EMA20,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,EMA50,STOP,13,13,0,0,1920.990000,1736.610000,4043.220000,2306.610000,1221.910000,5024.920000
SELL,H4,EMA50,NON-STOP,1238,1225,13,0,1756.100000,1298.570000,2141.700000,843.130000,1065.540000,5188.480000
SELL,H4,EMA50,TARGET,1159,1146,13,0,1765.325000,1307.522500,2153.050000,845.527500,1065.540000,5188.480000
SELL,H4,EMA50,BE,79,79,0,0,1321.080000,1258.490000,1831.730000,573.240000,1138.570000,4775.160000
SELL,H4,EMA50,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,EMA100,STOP,13,13,0,0,1926.520000,1733.950000,4078.550000,2344.600000,1229.940000,4886.630000
SELL,H4,EMA100,NON-STOP,1238,1225,13,0,1760.680000,1301.840000,2107.350000,805.510000,1075.180000,5124.860000
SELL,H4,EMA100,TARGET,1159,1146,13,0,1762.580000,1305.262500,2126.920000,821.657500,1075.180000,5124.860000
SELL,H4,EMA100,BE,79,79,0,0,1322.550000,1256.365000,1841.065000,584.700000,1151.810000,4757.630000
SELL,H4,EMA100,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,EMA200,STOP,13,13,0,0,1904.800000,1742.040000,4166.220000,2424.180000,1239.740000,4822.410000
SELL,H4,EMA200,NON-STOP,1238,1225,13,0,1767.160000,1300.570000,2075.480000,774.910000,1088.460000,5006.840000
SELL,H4,EMA200,TARGET,1159,1146,13,0,1771.345000,1304.430000,2092.840000,788.410000,1088.460000,5006.840000
SELL,H4,EMA200,BE,79,79,0,0,1304.080000,1249.685000,1850.135000,600.450000,1137.790000,4782.520000
SELL,H4,EMA200,OTHER_NONSTOP,0,0,0,0,,,,,,
SELL,H4,EMA200DistATR,STOP,13,13,0,0,-0.975843,-3.406056,0.691775,4.097831,-5.847065,5.546413
SELL,H4,EMA200DistATR,NON-STOP,1238,1225,13,0,0.614778,-1.828950,3.334225,5.163175,-13.411356,15.765343
