Direction,TF,Feature,Outcome,Value,N_total,N_complete,N_missing,Count,Pct_of_all_group,Pct_of_nonmissing
BUY,M30,TrendRegime,BE,RANGE,282,281,1,108,38.297872,38.434164
BUY,M30,TrendRegime,BE,UP,282,281,1,94,33.333333,33.451957
BUY,M30,TrendRegime,BE,[MISSING],282,281,1,1,0.354610,
BUY,M30,TrendRegime,OTHER_NONSTOP,DOWN,1,1,0,0,0.000000,0.000000
BUY,M30,TrendRegime,OTHER_NONSTOP,RANGE,1,1,0,1,100.000000,100.000000
BUY,M30,TrendRegime,OTHER_NONSTOP,UP,1,1,0,0,0.000000,0.000000
BUY,M30,TrendRegime,OTHER_NONSTOP,[MISSING],1,1,0,0,0.000000,
BUY,M30,PriceAboveEMA200,STOP,0,75,75,0,33,44.000000,44.000000
BUY,M30,PriceAboveEMA200,STOP,1,75,75,0,42,56.000000,56.000000
BUY,M30,PriceAboveEMA200,STOP,[MISSING],75,75,0,0,0.000000,
BUY,M30,PriceAboveEMA200,NON-STOP,0,3538,3534,4,1528,43.188242,43.237125
BUY,M30,PriceAboveEMA200,NON-STOP,1,3538,3534,4,2006,56.698700,56.762875
BUY,M30,PriceAboveEMA200,NON-STOP,[MISSING],3538,3534,4,4,0.113058,
BUY,M30,PriceAboveEMA200,TARGET,0,3255,3252,3,1395,42.857143,42.896679
BUY,M30,PriceAboveEMA200,TARGET,1,3255,3252,3,1857,57.050691,57.103321
BUY,M30,PriceAboveEMA200,TARGET,[MISSING],3255,3252,3,3,0.092166,
BUY,M30,PriceAboveEMA200,BE,0,282,281,1,133,47.163121,47.330961
BUY,M30,PriceAboveEMA200,BE,1,282,281,1,148,52.482270,52.669039
BUY,M30,PriceAboveEMA200,BE,[MISSING],282,281,1,1,0.354610,
BUY,M30,PriceAboveEMA200,OTHER_NONSTOP,0,1,1,0,0,0.000000,0.000000
BUY,M30,PriceAboveEMA200,OTHER_NONSTOP,1,1,1,0,1,100.000000,100.000000
BUY,M30,PriceAboveEMA200,OTHER_NONSTOP,[MISSING],1,1,0,0,0.000000,
BUY,H1,DIStatus,STOP,+,75,75,0,40,53.333333,53.333333
BUY,H1,DIStatus,STOP,-,75,75,0,35,46.666667,46.666667
BUY,H1,DIStatus,STOP,[MISSING],75,75,0,0,0.000000,
BUY,H1,DIStatus,NON-STOP,+,3538,3529,9,2038,57.603166,57.750071
BUY,H1,DIStatus,NON-STOP,-,3538,3529,9,1491,42.142453,42.249929
BUY,H1,DIStatus,NON-STOP,[MISSING],3538,3529,9,9,0.254381,
BUY,H1,DIStatus,TARGET,+,3255,3247,8,1885,57.910906,58.053588
BUY,H1,DIStatus,TARGET,-,3255,3247,8,1362,41.843318,41.946412
BUY,H1,DIStatus,TARGET,[MISSING],3255,3247,8,8,0.245776,
BUY,H1,DIStatus,BE,+,282,281,1,153,54.255319,54.448399
BUY,H1,DIStatus,BE,-,282,281,1,128,45.390071,45.551601
BUY,H1,DIStatus,BE,[MISSING],282,281,1,1,0.354610,
BUY,H1,DIStatus,OTHER_NONSTOP,+,1,1,0,0,0.000000,0.000000
BUY,H1,DIStatus,OTHER_NONSTOP,-,1,1,0,1,100.000000,100.000000
BUY,H1,DIStatus,OTHER_NONSTOP,[MISSING],1,1,0,0,0.000000,
BUY,H1,EMAOrder,STOP,E100>E200>E20>E50,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E100>E200>E50>E20,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E100>E20>E200>E50,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E100>E20>E50>E200,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E100>E50>E200>E20,75,75,0,2,2.666667,2.666667
BUY,H1,EMAOrder,STOP,E100>E50>E20>E200,75,75,0,2,2.666667,2.666667
BUY,H1,EMAOrder,STOP,E200>E100>E20>E50,75,75,0,3,4.000000,4.000000
BUY,H1,EMAOrder,STOP,E200>E100>E50>E20,75,75,0,23,30.666667,30.666667
BUY,H1,EMAOrder,STOP,E200>E20>E100>E50,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E200>E20>E50>E100,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E200>E50>E100>E20,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E200>E50>E20>E100,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E20>E100>E200>E50,75,75,0,2,2.666667,2.666667
BUY,H1,EMAOrder,STOP,E20>E100>E50>E200,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E20>E200>E100>E50,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E20>E200>E50>E100,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E20>E50>E100>E200,75,75,0,35,46.666667,46.666667
BUY,H1,EMAOrder,STOP,E20>E50>E200>E100,75,75,0,1,1.333333,1.333333
BUY,H1,EMAOrder,STOP,E50>E100>E200>E20,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E50>E100>E20>E200,75,75,0,4,5.333333,5.333333
BUY,H1,EMAOrder,STOP,E50>E200>E100>E20,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E50>E200>E20>E100,75,75,0,0,0.000000,0.000000
BUY,H1,EMAOrder,STOP,E50>E20>E100>E200,75,75,0,2,2.666667,2.666667
BUY,H1,EMAOrder,STOP,E50>E20>E200>E100,75,75,0,1,1.333333,1.333333
BUY,H1,EMAOrder,STOP,[MISSING],75,75,0,0,0.000000,
BUY,H1,EMAOrder,NON-STOP,E100>E200>E20>E50,3538,3529,9,5,0.141323,0.141683
BUY,H1,EMAOrder,NON-STOP,E100>E200>E50>E20,3538,3529,9,93,2.628604,2.635307
BUY,H1,EMAOrder,NON-STOP,E100>E20>E200>E50,3538,3529,9,3,0.084794,0.085010
BUY,H1,EMAOrder,NON-STOP,E100>E20>E50>E200,3538,3529,9,7,0.197852,0.198356
BUY,H1,EMAOrder,NON-STOP,E100>E50>E200>E20,3538,3529,9,82,2.317694,2.323604
BUY,H1,EMAOrder,NON-STOP,E100>E50>E20>E200,3538,3529,9,48,1.356699,1.360159
BUY,H1,EMAOrder,NON-STOP,E200>E100>E20>E50,3538,3529,9,152,4.296213,4.307169
BUY,H1,EMAOrder,NON-STOP,E200>E100>E50>E20,3538,3529,9,969,27.388355,27.458203
BUY,H1,EMAOrder,NON-STOP,E200>E20>E100>E50,3538,3529,9,107,3.024308,3.032020
BUY,H1,EMAOrder,NON-STOP,E200>E20>E50>E100,3538,3529,9,51,1.441492,1.445169
BUY,H1,EMAOrder,NON-STOP,E200>E50>E100>E20,3538,3529,9,12,0.339175,0.340040
BUY,H1,EMAOrder,NON-STOP,E200>E50>E20>E100,3538,3529,9,6,0.169587,0.170020
BUY,H1,EMAOrder,NON-STOP,E20>E100>E200>E50,3538,3529,9,7,0.197852,0.198356
BUY,H1,EMAOrder,NON-STOP,E20>E100>E50>E200,3538,3529,9,19,0.537027,0.538396
BUY,H1,EMAOrder,NON-STOP,E20>E200>E100>E50,3538,3529,9,19,0.537027,0.538396
BUY,H1,EMAOrder,NON-STOP,E20>E200>E50>E100,3538,3529,9,95,2.685133,2.691981
BUY,H1,EMAOrder,NON-STOP,E20>E50>E100>E200,3538,3529,9,1449,40.955342,41.059790
BUY,H1,EMAOrder,NON-STOP,E20>E50>E200>E100,3538,3529,9,123,3.476540,3.485407
BUY,H1,EMAOrder,NON-STOP,E50>E100>E200>E20,3538,3529,9,9,0.254381,0.255030
BUY,H1,EMAOrder,NON-STOP,E50>E100>E20>E200,3538,3529,9,108,3.052572,3.060357
BUY,H1,EMAOrder,NON-STOP,E50>E200>E100>E20,3538,3529,9,2,0.056529,0.056673
BUY,H1,EMAOrder,NON-STOP,E50>E200>E20>E100,3538,3529,9,0,0.000000,0.000000
BUY,H1,EMAOrder,NON-STOP,E50>E20>E100>E200,3538,3529,9,162,4.578858,4.590536
BUY,H1,EMAOrder,NON-STOP,E50>E20>E200>E100,3538,3529,9,1,0.028265,0.028337
BUY,H1,EMAOrder,NON-STOP,[MISSING],3538,3529,9,9,0.254381,
BUY,H1,EMAOrder,TARGET,E100>E200>E20>E50,3255,3247,8,5,0.153610,0.153988
BUY,H1,EMAOrder,TARGET,E100>E200>E50>E20,3255,3247,8,87,2.672811,2.679396
BUY,H1,EMAOrder,TARGET,E100>E20>E200>E50,3255,3247,8,3,0.092166,0.092393
BUY,H1,EMAOrder,TARGET,E100>E20>E50>E200,3255,3247,8,6,0.184332,0.184786
BUY,H1,EMAOrder,TARGET,E100>E50>E200>E20,3255,3247,8,77,2.365591,2.371420
BUY,H1,EMAOrder,TARGET,E100>E50>E20>E200,3255,3247,8,44,1.351767,1.355097
BUY,H1,EMAOrder,TARGET,E200>E100>E20>E50,3255,3247,8,134,4.116743,4.126886
BUY,H1,EMAOrder,TARGET,E200>E100>E50>E20,3255,3247,8,881,27.066052,27.132738
BUY,H1,EMAOrder,TARGET,E200>E20>E100>E50,3255,3247,8,99,3.041475,3.048968
BUY,H1,EMAOrder,TARGET,E200>E20>E50>E100,3255,3247,8,49,1.505376,1.509085
BUY,H1,EMAOrder,TARGET,E200>E50>E100>E20,3255,3247,8,11,0.337942,0.338774
BUY,H1,EMAOrder,TARGET,E200>E50>E20>E100,3255,3247,8,5,0.153610,0.153988
BUY,H1,EMAOrder,TARGET,E20>E100>E200>E50,3255,3247,8,7,0.215054,0.215584
BUY,H1,EMAOrder,TARGET,E20>E100>E50>E200,3255,3247,8,17,0.522273,0.523560
BUY,H1,EMAOrder,TARGET,E20>E200>E100>E50,3255,3247,8,19,0.583717,0.585156
BUY,H1,EMAOrder,TARGET,E20>E200>E50>E100,3255,3247,8,87,2.672811,2.679396
BUY,H1,EMAOrder,TARGET,E20>E50>E100>E200,3255,3247,8,1341,41.198157,41.299661
BUY,H1,EMAOrder,TARGET,E20>E50>E200>E100,3255,3247,8,118,3.625192,3.634124
BUY,H1,EMAOrder,TARGET,E50>E100>E200>E20,3255,3247,8,9,0.276498,0.277179
BUY,H1,EMAOrder,TARGET,E50>E100>E20>E200,3255,3247,8,98,3.010753,3.018171
BUY,H1,EMAOrder,TARGET,E50>E200>E100>E20,3255,3247,8,1,0.030722,0.030798
BUY,H1,EMAOrder,TARGET,E50>E200>E20>E100,3255,3247,8,0,0.000000,0.000000
BUY,H1,EMAOrder,TARGET,E50>E20>E100>E200,3255,3247,8,148,4.546851,4.558054
BUY,H1,EMAOrder,TARGET,E50>E20>E200>E100,3255,3247,8,1,0.030722,0.030798
BUY,H1,EMAOrder,TARGET,[MISSING],3255,3247,8,8,0.245776,
BUY,H1,EMAOrder,BE,E100>E200>E20>E50,282,281,1,0,0.000000,0.000000
BUY,H1,EMAOrder,BE,E100>E200>E50>E20,282,281,1,6,2.127660,2.135231
BUY,H1,EMAOrder,BE,E100>E20>E200>E50,282,281,1,0,0.000000,0.000000
BUY,H1,EMAOrder,BE,E100>E20>E50>E200,282,281,1,1,0.354610,0.355872
BUY,H1,EMAOrder,BE,E100>E50>E200>E20,282,281,1,5,1.773050,1.779359
BUY,H1,EMAOrder,BE,E100>E50>E20>E200,282,281,1,4,1.418440,1.423488
BUY,H1,EMAOrder,BE,E200>E100>E20>E50,282,281,1,18,6.382979,6.405694
BUY,H1,EMAOrder,BE,E200>E100>E50>E20,282,281,1,88,31.205674,31.316726
BUY,H1,EMAOrder,BE,E200>E20>E100>E50,282,281,1,8,2.836879,2.846975
BUY,H1,EMAOrder,BE,E200>E20>E50>E100,282,281,1,2,0.709220,0.711744
BUY,H1,EMAOrder,BE,E200>E50>E100>E20,282,281,1,1,0.354610,0.355872
BUY,H1,EMAOrder,BE,E200>E50>E20>E100,282,281,1,1,0.354610,0.355872
BUY,H1,EMAOrder,BE,E20>E100>E200>E50,282,281,1,0,0.000000,0.000000
BUY,H1,EMAOrder,BE,E20>E100>E50>E200,282,281,1,2,0.709220,0.711744
BUY,H1,EMAOrder,BE,E20>E200>E100>E50,282,281,1,0,0.000000,0.000000
BUY,H1,EMAOrder,BE,E20>E200>E50>E100,282,281,1,8,2.836879,2.846975
BUY,H1,EMAOrder,BE,E20>E50>E100>E200,282,281,1,107,37.943262,38.078292
BUY,H1,EMAOrder,BE,E20>E50>E200>E100,282,281,1,5,1.773050,1.779359
BUY,H1,EMAOrder,BE,E50>E100>E200>E20,282,281,1,0,0.000000,0.000000
BUY,H1,EMAOrder,BE,E50>E100>E20>E200,282,281,1,10,3.546099,3.558719
BUY,H1,EMAOrder,BE,E50>E200>E100>E20,282,281,1,1,0.354610,0.355872
BUY,H1,EMAOrder,BE,E50>E200>E20>E100,282,281,1,0,0.000000,0.000000
BUY,H1,EMAOrder,BE,E50>E20>E100>E200,282,281,1,14,4.964539,4.982206
BUY,H1,EMAOrder,BE,E50>E20>E200>E100,282,281,1,0,0.000000,0.000000
BUY,H1,EMAOrder,BE,[MISSING],282,281,1,1,0.354610,
BUY,H1,EMAOrder,OTHER_NONSTOP,E100>E200>E20>E50,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E100>E200>E50>E20,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E100>E20>E200>E50,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E100>E20>E50>E200,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E100>E50>E200>E20,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E100>E50>E20>E200,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E200>E100>E20>E50,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E200>E100>E50>E20,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E200>E20>E100>E50,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E200>E20>E50>E100,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E200>E50>E100>E20,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E200>E50>E20>E100,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E20>E100>E200>E50,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E20>E100>E50>E200,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E20>E200>E100>E50,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E20>E200>E50>E100,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E20>E50>E100>E200,1,1,0,1,100.000000,100.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E20>E50>E200>E100,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E50>E100>E200>E20,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E50>E100>E20>E200,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E50>E200>E100>E20,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E50>E200>E20>E100,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E50>E20>E100>E200,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,E50>E20>E200>E100,1,1,0,0,0.000000,0.000000
BUY,H1,EMAOrder,OTHER_NONSTOP,[MISSING],1,1,0,0,0.000000,
BUY,H1,TrendRegime,STOP,DOWN,75,75,0,23,30.666667,30.666667
BUY,H1,TrendRegime,STOP,RANGE,75,75,0,17,22.666667,22.666667
BUY,H1,TrendRegime,STOP,UP,75,75,0,35,46.666667,46.666667
BUY,H1,TrendRegime,STOP,[MISSING],75,75,0,0,0.000000,
BUY,H1,TrendRegime,NON-STOP,DOWN,3538,3529,9,969,27.388355,27.458203
BUY,H1,TrendRegime,NON-STOP,RANGE,3538,3529,9,1111,31.401922,31.482006
BUY,H1,TrendRegime,NON-STOP,UP,3538,3529,9,1449,40.955342,41.059790
BUY,H1,TrendRegime,NON-STOP,[MISSING],3538,3529,9,9,0.254381,
BUY,H1,TrendRegime,TARGET,DOWN,3255,3247,8,881,27.066052,27.132738
BUY,H1,TrendRegime,TARGET,RANGE,3255,3247,8,1025,31.490015,31.567601
BUY,H1,TrendRegime,TARGET,UP,3255,3247,8,1341,41.198157,41.299661
BUY,H1,TrendRegime,TARGET,[MISSING],3255,3247,8,8,0.245776,
BUY,H1,TrendRegime,BE,DOWN,282,281,1,88,31.205674,31.316726
BUY,H1,TrendRegime,BE,RANGE,282,281,1,86,30.496454,30.604982
BUY,H1,TrendRegime,BE,UP,282,281,1,107,37.943262,38.078292
BUY,H1,TrendRegime,BE,[MISSING],282,281,1,1,0.354610,
BUY,H1,TrendRegime,OTHER_NONSTOP,DOWN,1,1,0,0,0.000000,0.000000
BUY,H1,TrendRegime,OTHER_NONSTOP,RANGE,1,1,0,0,0.000000,0.000000
BUY,H1,TrendRegime,OTHER_NONSTOP,UP,1,1,0,1,100.000000,100.000000
BUY,H1,TrendRegime,OTHER_NONSTOP,[MISSING],1,1,0,0,0.000000,
BUY,H1,PriceAboveEMA200,STOP,0,75,75,0,29,38.666667,38.666667
BUY,H1,PriceAboveEMA200,STOP,1,75,75,0,46,61.333333,61.333333
BUY,H1,PriceAboveEMA200,STOP,[MISSING],75,75,0,0,0.000000,
BUY,H1,PriceAboveEMA200,NON-STOP,0,3538,3529,9,1461,41.294517,41.399830
BUY,H1,PriceAboveEMA200,NON-STOP,1,3538,3529,9,2068,58.451102,58.600170
BUY,H1,PriceAboveEMA200,NON-STOP,[MISSING],3538,3529,9,9,0.254381,
BUY,H1,PriceAboveEMA200,TARGET,0,3255,3247,8,1334,40.983103,41.084078
BUY,H1,PriceAboveEMA200,TARGET,1,3255,3247,8,1913,58.771121,58.915922
BUY,H1,PriceAboveEMA200,TARGET,[MISSING],3255,3247,8,8,0.245776,
BUY,H1,PriceAboveEMA200,BE,0,282,281,1,127,45.035461,45.195730
BUY,H1,PriceAboveEMA200,BE,1,282,281,1,154,54.609929,54.804270
BUY,H1,PriceAboveEMA200,BE,[MISSING],282,281,1,1,0.354610,
BUY,H1,PriceAboveEMA200,OTHER_NONSTOP,0,1,1,0,0,0.000000,0.000000
BUY,H1,PriceAboveEMA200,OTHER_NONSTOP,1,1,1,0,1,100.000000,100.000000
BUY,H1,PriceAboveEMA200,OTHER_NONSTOP,[MISSING],1,1,0,0,0.000000,
BUY,H4,DIStatus,STOP,+,75,74,1,40,53.333333,54.054054
BUY,H4,DIStatus,STOP,-,75,74,1,34,45.333333,45.945946
BUY,H4,DIStatus,STOP,[MISSING],75,74,1,1,1.333333,
BUY,H4,DIStatus,NON-STOP,+,3538,3505,33,2020,57.094404,57.631954
BUY,H4,DIStatus,NON-STOP,-,3538,3505,33,1485,41.972866,42.368046
BUY,H4,DIStatus,NON-STOP,[MISSING],3538,3505,33,33,0.932730,
BUY,H4,DIStatus,TARGET,+,3255,3223,32,1880,57.757296,58.330748
BUY,H4,DIStatus,TARGET,-,3255,3223,32,1343,41.259601,41.669252
BUY,H4,DIStatus,TARGET,[MISSING],3255,3223,32,32,0.983103,
BUY,H4,DIStatus,BE,+,282,281,1,139,49.290780,49.466192
BUY,H4,DIStatus,BE,-,282,281,1,142,50.354610,50.533808
BUY,H4,DIStatus,BE,[MISSING],282,281,1,1,0.354610,
BUY,H4,DIStatus,OTHER_NONSTOP,+,1,1,0,1,100.000000,100.000000
BUY,H4,DIStatus,OTHER_NONSTOP,-,1,1,0,0,0.000000,0.000000
BUY,H4,DIStatus,OTHER_NONSTOP,[MISSING],1,1,0,0,0.000000,
BUY,H4,EMAOrder,STOP,E100>E200>E20>E50,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E100>E200>E50>E20,75,74,1,2,2.666667,2.702703
BUY,H4,EMAOrder,STOP,E100>E20>E200>E50,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E100>E20>E50>E200,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E100>E50>E200>E20,75,74,1,3,4.000000,4.054054
BUY,H4,EMAOrder,STOP,E100>E50>E20>E200,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E200>E100>E20>E50,75,74,1,5,6.666667,6.756757
BUY,H4,EMAOrder,STOP,E200>E100>E50>E20,75,74,1,16,21.333333,21.621622
BUY,H4,EMAOrder,STOP,E200>E20>E100>E50,75,74,1,4,5.333333,5.405405
BUY,H4,EMAOrder,STOP,E200>E20>E50>E100,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E200>E50>E100>E20,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E200>E50>E20>E100,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E20>E100>E200>E50,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E20>E100>E50>E200,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E20>E200>E100>E50,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E20>E200>E50>E100,75,74,1,3,4.000000,4.054054
BUY,H4,EMAOrder,STOP,E20>E50>E100>E200,75,74,1,31,41.333333,41.891892
BUY,H4,EMAOrder,STOP,E20>E50>E200>E100,75,74,1,2,2.666667,2.702703
BUY,H4,EMAOrder,STOP,E50>E100>E200>E20,75,74,1,2,2.666667,2.702703
BUY,H4,EMAOrder,STOP,E50>E100>E20>E200,75,74,1,3,4.000000,4.054054
BUY,H4,EMAOrder,STOP,E50>E200>E100>E20,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E50>E200>E20>E100,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,E50>E20>E100>E200,75,74,1,3,4.000000,4.054054
BUY,H4,EMAOrder,STOP,E50>E20>E200>E100,75,74,1,0,0.000000,0.000000
BUY,H4,EMAOrder,STOP,[MISSING],75,74,1,1,1.333333,
BUY,H4,EMAOrder,NON-STOP,E100>E200>E20>E50,3538,3505,33,7,0.197852,0.199715
BUY,H4,EMAOrder,NON-STOP,E100>E200>E50>E20,3538,3505,33,109,3.080837,3.109843
BUY,H4,EMAOrder,NON-STOP,E100>E20>E200>E50,3538,3505,33,4,0.113058,0.114123
BUY,H4,EMAOrder,NON-STOP,E100>E20>E50>E200,3538,3505,33,8,0.226116,0.228245
BUY,H4,EMAOrder,NON-STOP,E100>E50>E200>E20,3538,3505,33,70,1.978519,1.997147
BUY,H4,EMAOrder,NON-STOP,E100>E50>E20>E200,3538,3505,33,67,1.893725,1.911555
BUY,H4,EMAOrder,NON-STOP,E200>E100>E20>E50,3538,3505,33,170,4.804975,4.850214
BUY,H4,EMAOrder,NON-STOP,E200>E100>E50>E20,3538,3505,33,933,26.370831,26.619116
BUY,H4,EMAOrder,NON-STOP,E200>E20>E100>E50,3538,3505,33,99,2.798191,2.824536
BUY,H4,EMAOrder,NON-STOP,E200>E20>E50>E100,3538,3505,33,33,0.932730,0.941512
BUY,H4,EMAOrder,NON-STOP,E200>E50>E100>E20,3538,3505,33,13,0.367439,0.370899
BUY,H4,EMAOrder,NON-STOP,E200>E50>E20>E100,3538,3505,33,5,0.141323,0.142653
BUY,H4,EMAOrder,NON-STOP,E20>E100>E200>E50,3538,3505,33,9,0.254381,0.256776
BUY,H4,EMAOrder,NON-STOP,E20>E100>E50>E200,3538,3505,33,20,0.565291,0.570613
BUY,H4,EMAOrder,NON-STOP,E20>E200>E100>E50,3538,3505,33,23,0.650085,0.656205
BUY,H4,EMAOrder,NON-STOP,E20>E200>E50>E100,3538,3505,33,89,2.515546,2.539230
BUY,H4,EMAOrder,NON-STOP,E20>E50>E100>E200,3538,3505,33,1403,39.655172,40.028531
BUY,H4,EMAOrder,NON-STOP,E20>E50>E200>E100,3538,3505,33,115,3.250424,3.281027
BUY,H4,EMAOrder,NON-STOP,E50>E100>E200>E20,3538,3505,33,19,0.537027,0.542083
BUY,H4,EMAOrder,NON-STOP,E50>E100>E20>E200,3538,3505,33,123,3.476540,3.509272
BUY,H4,EMAOrder,NON-STOP,E50>E200>E100>E20,3538,3505,33,4,0.113058,0.114123
BUY,H4,EMAOrder,NON-STOP,E50>E200>E20>E100,3538,3505,33,1,0.028265,0.028531
BUY,H4,EMAOrder,NON-STOP,E50>E20>E100>E200,3538,3505,33,180,5.087620,5.135521
BUY,H4,EMAOrder,NON-STOP,E50>E20>E200>E100,3538,3505,33,1,0.028265,0.028531
BUY,H4,EMAOrder,NON-STOP,[MISSING],3538,3505,33,33,0.932730,
BUY,H4,EMAOrder,TARGET,E100>E200>E20>E50,3255,3223,32,6,0.184332,0.186162
BUY,H4,EMAOrder,TARGET,E100>E200>E50>E20,3255,3223,32,102,3.133641,3.164753
BUY,H4,EMAOrder,TARGET,E100>E20>E200>E50,3255,3223,32,4,0.122888,0.124108
BUY,H4,EMAOrder,TARGET,E100>E20>E50>E200,3255,3223,32,8,0.245776,0.248216
BUY,H4,EMAOrder,TARGET,E100>E50>E200>E20,3255,3223,32,65,1.996928,2.016755
BUY,H4,EMAOrder,TARGET,E100>E50>E20>E200,3255,3223,32,62,1.904762,1.923674
BUY,H4,EMAOrder,TARGET,E200>E100>E20>E50,3255,3223,32,158,4.854071,4.902265
BUY,H4,EMAOrder,TARGET,E200>E100>E50>E20,3255,3223,32,844,25.929339,26.186783
BUY,H4,EMAOrder,TARGET,E200>E20>E100>E50,3255,3223,32,95,2.918587,2.947564
BUY,H4,EMAOrder,TARGET,E200>E20>E50>E100,3255,3223,32,31,0.952381,0.961837
BUY,H4,EMAOrder,TARGET,E200>E50>E100>E20,3255,3223,32,13,0.399386,0.403351
BUY,H4,EMAOrder,TARGET,E200>E50>E20>E100,3255,3223,32,5,0.153610,0.155135
BUY,H4,EMAOrder,TARGET,E20>E100>E200>E50,3255,3223,32,8,0.245776,0.248216
BUY,H4,EMAOrder,TARGET,E20>E100>E50>E200,3255,3223,32,18,0.552995,0.558486
BUY,H4,EMAOrder,TARGET,E20>E200>E100>E50,3255,3223,32,20,0.614439,0.620540
BUY,H4,EMAOrder,TARGET,E20>E200>E50>E100,3255,3223,32,78,2.396313,2.420105
BUY,H4,EMAOrder,TARGET,E20>E50>E100>E200,3255,3223,32,1297,39.846390,40.242011
BUY,H4,EMAOrder,TARGET,E20>E50>E200>E100,3255,3223,32,105,3.225806,3.257834
BUY,H4,EMAOrder,TARGET,E50>E100>E200>E20,3255,3223,32,17,0.522273,0.527459
BUY,H4,EMAOrder,TARGET,E50>E100>E20>E200,3255,3223,32,114,3.502304,3.537077
BUY,H4,EMAOrder,TARGET,E50>E200>E100>E20,3255,3223,32,4,0.122888,0.124108
BUY,H4,EMAOrder,TARGET,E50>E200>E20>E100,3255,3223,32,1,0.030722,0.031027
BUY,H4,EMAOrder,TARGET,E50>E20>E100>E200,3255,3223,32,167,5.130568,5.181508
BUY,H4,EMAOrder,TARGET,E50>E20>E200>E100,3255,3223,32,1,0.030722,0.031027
BUY,H4,EMAOrder,TARGET,[MISSING],3255,3223,32,32,0.983103,
BUY,H4,EMAOrder,BE,E100>E200>E20>E50,282,281,1,1,0.354610,0.355872
BUY,H4,EMAOrder,BE,E100>E200>E50>E20,282,281,1,7,2.482270,2.491103
