sep=,
MarketSignalID,MarketSignalKey,Symbol,Timeframe,Direction,PriceSource,P1Time,P2Time,P3Time,SignalTime,ConfirmationTime,DetectorEvaluationTime,T0BarTime,T0Close,T0ATR,T0ATRPeriod,T0ATRTimeframe,T0ATRShift,T0ATRValid,HorizonBars,CompletedFutureBars,HorizonComplete,FutureMFE,FutureMAE,FutureMFE_ATR,FutureMAE_ATR,TargetVersion,TargetATRMultiple,TargetHit,BarsToTarget,DataGapDetected,MaxInterBarGapSeconds,CensorReason,ExecutionQCAvailableAtT0,ExecutionQCPassAtT0,EventualProfileStatus,EventualWasExecuted,EventualExecutedSetupID,WasExecuted,ExecutedSetupID,ActualOutcomeJoinStatus,StrategyOutcomeComplete,StrategyStep4Plus,StrategyStopFlag,StrategyFinalPnL,BaselineCommit,BaselineSHA256,ResearchProtocolVersion,SchemaVersion,FeatureSnapshotVersion,FeatureSnapshotCapturedAt,FeatureSnapshotComplete,FeatureMissingMask,FeatureCaptureError,T0Year,T0Month,T0DayOfWeek,T0Hour,T0Minute,T0Session,Gap12Bars,Gap23Bars,PivotSpanBars,Gap12Minutes,Gap23Minutes,PivotSpanMinutes,GapRatio23To12,GapRatioValid,P1Price,P2Price,P3Price,PriceLeg12,PriceLeg23,PriceLegRatio23To12,PriceSpan,PriceSpanATR,P3ToT0Close,P3ToT0CloseATR,PivotPriceGeometryValid,PriceLegRatioValid,P1RSI,P2RSI,P3RSI,RSILeg12,RSILeg23,RSILegRatio23To12,RSISpan,RSISlope12PerBar,RSISlope23PerBar,PivotRSIGeometryValid,RSILegRatioValid,T0Open,T0High,T0Low,T0CloseFeature,T0Range,T0Body,T0BodyToRange,T0CloseLocationValue,T0UpperWickToRange,T0LowerWickToRange,T0CandleValid,T0ATRFeature,T0ATRPercentOfClose,T0SpreadPoints,T0SpreadPrice,T0SpreadToATR,T0TickAvailable,T0VolatilitySpreadValid,FeatureBarTime_M1,FeatureShift_M1,FeatureValid_M1,RSI_M1,ATR_M1,ATRPercentOfClose_M1,ADX_M1,DIPlus_M1,DIMinus_M1,DIGap_M1,CCI_M1,EMA20_M1,EMA50_M1,EMA100_M1,EMA200_M1,CloseToEMA20ATR_M1,CloseToEMA50ATR_M1,CloseToEMA200ATR_M1,EMAGap20To50ATR_M1,EMAGap50To200ATR_M1,EMAOrder_M1,TrendRegime_M1,MACDMain_M1,MACDSignal_M1,MACDHistogram_M1,StochasticK_M1,StochasticD_M1,WPR_M1,BBWidthATR_M1,BBPosition_M1,BBSqueeze_M1,FeatureBarTime_M5,FeatureShift_M5,FeatureValid_M5,RSI_M5,ATR_M5,ATRPercentOfClose_M5,ADX_M5,DIPlus_M5,DIMinus_M5,DIGap_M5,CCI_M5,EMA20_M5,EMA50_M5,EMA100_M5,EMA200_M5,CloseToEMA20ATR_M5,CloseToEMA50ATR_M5,CloseToEMA200ATR_M5,EMAGap20To50ATR_M5,EMAGap50To200ATR_M5,EMAOrder_M5,TrendRegime_M5,MACDMain_M5,MACDSignal_M5,MACDHistogram_M5,StochasticK_M5,StochasticD_M5,WPR_M5,BBWidthATR_M5,BBPosition_M5,BBSqueeze_M5,FeatureBarTime_M15,FeatureShift_M15,FeatureValid_M15,RSI_M15,ATR_M15,ATRPercentOfClose_M15,ADX_M15,DIPlus_M15,DIMinus_M15,DIGap_M15,CCI_M15,EMA20_M15,EMA50_M15,EMA100_M15,EMA200_M15,CloseToEMA20ATR_M15,CloseToEMA50ATR_M15,CloseToEMA200ATR_M15,EMAGap20To50ATR_M15,EMAGap50To200ATR_M15,EMAOrder_M15,TrendRegime_M15,MACDMain_M15,MACDSignal_M15,MACDHistogram_M15,StochasticK_M15,StochasticD_M15,WPR_M15,BBWidthATR_M15,BBPosition_M15,BBSqueeze_M15,FeatureBarTime_M30,FeatureShift_M30,FeatureValid_M30,RSI_M30,ATR_M30,ATRPercentOfClose_M30,ADX_M30,DIPlus_M30,DIMinus_M30,DIGap_M30,CCI_M30,EMA20_M30,EMA50_M30,EMA100_M30,EMA200_M30,CloseToEMA20ATR_M30,CloseToEMA50ATR_M30,CloseToEMA200ATR_M30,EMAGap20To50ATR_M30,EMAGap50To200ATR_M30,EMAOrder_M30,TrendRegime_M30,MACDMain_M30,MACDSignal_M30,MACDHistogram_M30,StochasticK_M30,StochasticD_M30,WPR_M30,BBWidthATR_M30,BBPosition_M30,BBSqueeze_M30,FeatureBarTime_H1,FeatureShift_H1,FeatureValid_H1,RSI_H1,ATR_H1,ATRPercentOfClose_H1,ADX_H1,DIPlus_H1,DIMinus_H1,DIGap_H1,CCI_H1,EMA20_H1,EMA50_H1,EMA100_H1,EMA200_H1,CloseToEMA20ATR_H1,CloseToEMA50ATR_H1,CloseToEMA200ATR_H1,EMAGap20To50ATR_H1,EMAGap50To200ATR_H1,EMAOrder_H1,TrendRegime_H1,MACDMain_H1,MACDSignal_H1,MACDHistogram_H1,StochasticK_H1,StochasticD_H1,WPR_H1,BBWidthATR_H1,BBPosition_H1,BBSqueeze_H1,FeatureBarTime_H4,FeatureShift_H4,FeatureValid_H4,RSI_H4,ATR_H4,ATRPercentOfClose_H4,ADX_H4,DIPlus_H4,DIMinus_H4,DIGap_H4,CCI_H4,EMA20_H4,EMA50_H4,EMA100_H4,EMA200_H4,CloseToEMA20ATR_H4,CloseToEMA50ATR_H4,CloseToEMA200ATR_H4,EMAGap20To50ATR_H4,EMAGap50To200ATR_H4,EMAOrder_H4,TrendRegime_H4,MACDMain_H4,MACDSignal_H4,MACDHistogram_H4,StochasticK_H4,StochasticD_H4,WPR_H4,BBWidthATR_H4,BBPosition_H4,BBSqueeze_H4,MTFValidCount,MTFEMA200Align,MTFDIAlign,MTFSqueezeCount,MTFBullTrendCount,MTFBearTrendCount,MTFConflictCount,MTFAggregateValid
1,XAUUSD|PERIOD_M1|SELL|1388709420|1388709960|1388710500|1388710620|MARKET_EDGE_MFE_ATR_12_V1,XAUUSD,PERIOD_M1,SELL,BID_OHLC,2014.01.03 00:37:00,2014.01.03 00:46:00,2014.01.03 00:55:00,2014.01.03 00:57:00,2014.01.03 00:57:00,2014.01.03 00:58:05,2014.01.03 00:57:00,1234.87,1.23,4,PERIOD_M1,1,1,12,12,1,1.73,0.57,1.40645948,0.46231972,MARKET_EDGE_MFE_ATR_12_V1,1.0,1,12,0,60,,0,,NOT_EXECUTED_OR_UNRESOLVED,0,,0,,NOT_APPLICABLE_NON_EXECUTED,0,,,,5d926eed3daf312d7810863a3786293984c991b1,34c7e44e89019e46fb4b93a3ac7e556c392839a536990c8508c8c4378fe5fdce,V923_PASSIVE_MARKET_EDGE_V1,V924_MARKET_EDGE_SCHEMA_V2,MARKET_EDGE_FEATURE_SNAPSHOT_T0_V2,2014.01.03 00:58:05,0,M15|M30|H1|H4,,2014,1,5,0,57,ASIA,9,9,18,9,9,18,1.00000000,1,1234.16,1234.34,1235.94,0.18,1.61,9.11931818,1.78,1.44708511,-1.07,-0.86857607,1,1,92.88690061,76.34878453,73.82908966,-16.53811608,-2.51969487,0.15235683,19.05781095,-1.83756845,-0.27996610,1,1,1234.93,1234.94,1234.74,1234.87,0.20,0.06,0.30150754,0.65326633,0.04522613,0.65326633,1,1.23,0.09966612,44,0.44,0.35506805,1,1,2014.01.03 00:57:00,1,1,65.82128380,1.23,0.09966612,48.75138929,24.38759450,6.69821346,17.68938105,92.74587225,1232.90,1229.94,1227.78,1226.37,1.60412066,4.00562007,6.90966631,2.40149940,2.90404624,E20>E50>E100>E200,UP,1.81897830,1.86983157,-0.05085327,76.24061835,75.49224735,-26.69163546,3.70829531,0.82814529,0,2014.01.03 00:50:00,1,1,86.63098455,3.58,0.29018787,45.09947892,38.02958507,4.99069723,33.03888783,146.38662986,1227.42,1225.89,1224.93,1222.75,1.82201770,2.24920421,3.12434133,0.42718652,0.87513711,E20>E50>E100>E200,UP,1.98619512,0.66642998,1.31976514,83.34548485,81.31389741,-12.50205491,3.78442352,1.07236052,0,2014.01.03 00:30:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.03 00:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.02 23:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.02 20:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,2,0,2,1
2,XAUUSD|PERIOD_M1|BUY|1388721180|1388721780|1388722440|1388722560|MARKET_EDGE_MFE_ATR_12_V1,XAUUSD,PERIOD_M1,BUY,BID_OHLC,2014.01.03 03:53:00,2014.01.03 04:03:00,2014.01.03 04:14:00,2014.01.03 04:16:00,2014.01.03 04:16:00,2014.01.03 04:17:09,2014.01.03 04:16:00,1229.62,0.17,4,PERIOD_M1,1,1,12,12,1,0.79,0.11,4.68249258,0.63501484,MARKET_EDGE_MFE_ATR_12_V1,1.0,1,1,0,60,,0,,EXECUTED,1,1,1,1,MATCHED_FINALIZED,1,0,0,2.02,5d926eed3daf312d7810863a3786293984c991b1,34c7e44e89019e46fb4b93a3ac7e556c392839a536990c8508c8c4378fe5fdce,V923_PASSIVE_MARKET_EDGE_V1,V924_MARKET_EDGE_SCHEMA_V2,MARKET_EDGE_FEATURE_SNAPSHOT_T0_V2,2014.01.03 04:17:09,0,M15|M30|H1|H4,,2014,1,5,4,16,ASIA,10,11,21,10,11,21,1.10000000,1,1229.52,1229.51,1229.29,-0.01,-0.22,15.50000000,0.23,1.37091988,0.33,1.98219585,1,1,9.15713599,28.71132087,32.20411098,19.55418488,3.49279011,0.17862111,23.04697499,1.95541849,0.31752637,1,1,1229.54,1229.62,1229.46,1229.62,0.16,0.08,0.52500000,1.00000000,0.00000000,0.47500000,1,0.17,0.01370339,33,0.33,1.93471810,1,1,2014.01.03 04:16:00,1,1,58.36051802,0.17,0.01370339,29.97454267,24.20639778,16.19324536,8.01315242,72.50880464,1229.64,1230.17,1230.57,1230.29,-0.11878546,-3.26210894,-3.94255236,-3.14332349,-0.68044342,MIXED,RANGE,-0.23894582,-0.30163202,0.06268620,72.54004577,42.47810093,-19.90407674,5.47726049,0.54382836,0,2014.01.03 04:10:00,1,1,15.71506619,0.42,0.03438840,47.27525367,4.94364654,33.26244593,28.31879938,-115.58570417,1230.53,1229.94,1228.33,1225.53,-2.81495126,-1.41621989,9.01328389,1.39873137,10.42950378,E20>E50>E100>E200,UP,-0.29949377,0.05908780,-0.35858158,3.55630821,5.92002137,-98.39589349,9.33712025,0.06659893,0,2014.01.03 04:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.03 03:30:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.03 03:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.03 00:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,0,0,1
3,XAUUSD|PERIOD_M1|SELL|1388723220|1388723400|1388723640|1388723760|MARKET_EDGE_MFE_ATR_12_V1,XAUUSD,PERIOD_M1,SELL,BID_OHLC,2014.01.03 04:27:00,2014.01.03 04:30:00,2014.01.03 04:34:00,2014.01.03 04:36:00,2014.01.03 04:36:00,2014.01.03 04:37:00,2014.01.03 04:36:00,1230.55,0.18,4,PERIOD_M1,1,1,12,12,1,0.35,0.05,1.92510402,0.28848821,MARKET_EDGE_MFE_ATR_12_V1,1.0,1,1,0,60,,0,,NOT_EXECUTED_OR_UNRESOLVED,0,,0,,NOT_APPLICABLE_NON_EXECUTED,0,,,,5d926eed3daf312d7810863a3786293984c991b1,34c7e44e89019e46fb4b93a3ac7e556c392839a536990c8508c8c4378fe5fdce,V923_PASSIVE_MARKET_EDGE_V1,V924_MARKET_EDGE_SCHEMA_V2,MARKET_EDGE_FEATURE_SNAPSHOT_T0_V2,2014.01.03 04:37:00,0,M15|M30|H1|H4,,2014,1,5,4,36,ASIA,3,4,7,3,4,7,1.33333333,1,1230.41,1230.70,1230.71,0.29,0.01,0.04181185,0.30,1.65880721,-0.16,-0.90984743,1,1,80.58182313,71.49669517,67.67766205,-9.08512796,-3.81903312,0.42036096,12.90416108,-3.02837599,-0.95475828,1,1,1230.45,1230.61,1230.44,1230.55,0.17,0.10,0.56213018,0.63905325,0.36094675,0.07692308,1,0.18,0.01464796,36,0.36,1.99722607,1,1,2014.01.03 04:36:00,1,1,62.94388787,0.18,0.01464796,39.24907942,21.88472971,10.51266015,11.37206956,66.60258721,1230.23,1230.20,1230.44,1230.27,1.73297811,1.90854407,1.55767175,0.17556596,-0.35087232,MIXED,RANGE,0.19957930,0.16221310,0.03736619,59.44363104,71.15240932,-18.28316611,8.10856743,0.77063377,0,2014.01.03 04:30:00,1,1,63.37542246,0.56,0.04542618,34.55449167,25.30861315,18.76560431,6.54300884,18.86953279,1230.38,1229.96,1228.46,1225.71,0.33107651,1.09420386,8.69764130,0.76312735,7.60343744,E20>E50>E100>E200,UP,-0.24133816,-0.20881394,-0.03252422,81.68552710,57.21202888,-47.47433265,6.95834789,0.46686134,0,2014.01.03 04:15:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.03 04:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.03 03:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.03 00:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,1,0,1,1
4,XAUUSD|PERIOD_M1|BUY|1388753220|1388753880|1388754180|1388754300|MARKET_EDGE_MFE_ATR_12_V1,XAUUSD,PERIOD_M1,BUY,BID_OHLC,2014.01.03 12:47:00,2014.01.03 12:58:00,2014.01.03 13:03:00,2014.01.03 13:05:00,2014.01.03 13:05:00,2014.01.03 13:06:00,2014.01.03 13:05:00,1229.43,0.99,4,PERIOD_M1,1,1,12,12,1,1.53,0.03,1.55025381,0.03045685,MARKET_EDGE_MFE_ATR_12_V1,1.0,1,9,0,60,,0,,EXECUTED,1,2,1,2,MATCHED_FINALIZED,1,0,0,3.73,5d926eed3daf312d7810863a3786293984c991b1,34c7e44e89019e46fb4b93a3ac7e556c392839a536990c8508c8c4378fe5fdce,V923_PASSIVE_MARKET_EDGE_V1,V924_MARKET_EDGE_SCHEMA_V2,MARKET_EDGE_FEATURE_SNAPSHOT_T0_V2,2014.01.03 13:06:00,0,M15|M30|H1|H4,,2014,1,5,13,5,OVERLAP,11,5,16,11,5,16,0.45454545,1,1230.11,1229.96,1229.18,-0.15,-0.78,5.23489933,0.93,0.94314721,0.24,0.24670051,1,1,33.08048896,38.69202026,41.92870455,5.61153131,3.23668429,0.57679163,8.84821560,0.51013921,0.64733686,1,1,1229.86,1230.39,1229.34,1229.43,1.05,0.43,0.40740741,0.07977208,0.51282051,0.07977208,1,0.99,0.08011869,37,0.37,0.37055838,1,1,2014.01.03 13:05:00,1,1,35.85182652,0.99,0.08011869,25.22881038,12.76707207,24.47465185,11.70757978,-119.96228427,1230.43,1230.70,1231.05,1231.48,-1.01862884,-1.29655136,-2.08862009,-0.27792253,-0.79206873,E200>E100>E50>E20,DOWN,-0.24521124,-0.10836148,-0.13684976,22.38482385,25.16819208,-90.96654275,2.60843621,0.03516697,0,2014.01.03 13:00:00,1,1,35.67244321,1.55,0.12635769,25.34703132,18.67164207,19.15313352,0.48149145,-148.29696032,1231.01,1231.58,1231.49,1229.80,-0.75112634,-1.12088396,0.02620598,-0.36975762,1.14708993,MIXED,RANGE,-0.45766567,-0.40109545,-0.05657022,18.73198847,27.48726813,-79.59752322,1.61996943,0.01599497,1,2014.01.03 12:45:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.03 12:30:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.03 12:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.03 08:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,1,0,1,1,1
5,XAUUSD|PERIOD_M1|BUY|1388965500|1388966400|1388967060|1388967180|MARKET_EDGE_MFE_ATR_12_V1,XAUUSD,PERIOD_M1,BUY,BID_OHLC,2014.01.05 23:45:00,2014.01.06 00:00:00,2014.01.06 00:11:00,2014.01.06 00:13:00,2014.01.06 00:13:00,2014.01.06 00:14:00,2014.01.06 00:13:00,1234.87,0.83,4,PERIOD_M1,1,1,12,12,1,0.91,1.30,1.09309309,1.56156156,MARKET_EDGE_MFE_ATR_12_V1,1.0,1,2,0,60,,0,,EXECUTED,1,3,1,3,MATCHED_FINALIZED,1,0,0,4.21,5d926eed3daf312d7810863a3786293984c991b1,34c7e44e89019e46fb4b93a3ac7e556c392839a536990c8508c8c4378fe5fdce,V923_PASSIVE_MARKET_EDGE_V1,V924_MARKET_EDGE_SCHEMA_V2,MARKET_EDGE_FEATURE_SNAPSHOT_T0_V2,2014.01.06 00:14:00,0,M15|M30|H1|H4,,2014,1,1,0,13,ASIA,15,11,26,15,11,26,0.73333333,1,1235.04,1233.34,1232.85,-1.70,-0.49,0.28764706,2.19,2.62942943,2.02,2.42642643,1,1,20.69613012,21.98469829,33.12925487,1.28856817,11.14455658,8.64879080,12.43312475,0.08590454,1.01314151,1,1,1233.57,1234.89,1233.57,1234.87,1.32,1.30,0.98484848,0.98484848,0.01515152,0.00000000,1,0.83,0.06741584,43,0.43,0.52132132,1,1,2014.01.06 00:13:00,1,1,53.43357508,0.83,0.06741584,39.59032248,22.67374210,26.50015875,3.82641665,69.58393043,1234.27,1235.08,1235.73,1236.21,0.72089690,-0.24387984,-1.60724848,-0.96477674,-1.36336864,E200>E100>E50>E20,DOWN,-0.44150751,-0.49215830,0.05065079,62.06760229,40.22524163,-0.98039216,3.31626586,0.72201968,0,2014.01.06 00:05:00,1,1,20.61482169,1.43,0.11639291,45.07191532,6.73638219,36.47281122,29.73642903,-154.17093579,1235.73,1236.29,1235.82,1234.12,-1.97684133,-2.36549007,-0.85159352,-0.38864874,1.51389655,MIXED,RANGE,-0.73231618,-0.29275019,-0.43956598,13.81388083,15.02655331,-100.00000000,3.36140565,-0.16239710,0,2014.01.05 23:45:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.05 23:30:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.05 23:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.05 20:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,1,1,1
6,XAUUSD|PERIOD_M1|BUY|1389039960|1389040320|1389040680|1389040800|MARKET_EDGE_MFE_ATR_12_V1,XAUUSD,PERIOD_M1,BUY,BID_OHLC,2014.01.06 20:26:00,2014.01.06 20:32:00,2014.01.06 20:38:00,2014.01.06 20:40:00,2014.01.06 20:40:00,2014.01.06 20:41:02,2014.01.06 20:40:00,1238.06,0.15,4,PERIOD_M1,1,1,12,12,1,0.01,0.88,0.06546645,5.78068740,MARKET_EDGE_MFE_ATR_12_V1,1.0,0,,0,60,,0,,NOT_EXECUTED_OR_UNRESOLVED,0,,0,,NOT_APPLICABLE_NON_EXECUTED,0,,,,5d926eed3daf312d7810863a3786293984c991b1,34c7e44e89019e46fb4b93a3ac7e556c392839a536990c8508c8c4378fe5fdce,V923_PASSIVE_MARKET_EDGE_V1,V924_MARKET_EDGE_SCHEMA_V2,MARKET_EDGE_FEATURE_SNAPSHOT_T0_V2,2014.01.06 20:41:02,0,M30|H1|H4,,2014,1,1,20,40,NEWYORK,6,6,12,6,6,12,1.00000000,1,1238.05,1237.81,1237.77,-0.24,-0.04,0.16666667,0.28,1.83306056,0.29,1.89852700,1,1,6.13660550,13.93611434,29.40557108,7.79950884,15.46945674,1.98338858,23.26896558,1.29991814,2.57824279,1,1,1238.10,1238.11,1237.99,1238.06,0.12,0.04,0.32786885,0.62295082,0.04918033,0.62295082,1,0.15,0.01233782,29,0.29,1.93126023,1,1,2014.01.06 20:40:00,1,1,45.17348406,0.15,0.01233782,49.77094445,17.51037685,31.64907607,14.13869922,-25.75757576,1238.39,1238.95,1239.31,1239.72,-2.11707362,-5.78867530,-10.87758603,-3.67160168,-5.08891072,E200>E100>E50>E20,DOWN,-0.38541140,-0.42920478,0.04379338,43.31172658,25.25556062,-62.04188482,12.16074296,0.35292483,0,2014.01.06 20:35:00,1,1,19.83260397,0.77,0.06235194,35.54193876,7.70362065,33.89115456,26.18753391,-148.35095728,1239.34,1239.84,1239.96,1239.45,-1.55743051,-2.21058906,-1.70487363,-0.65315855,0.50571543,MIXED,RANGE,-0.40642351,-0.18706438,-0.21935913,16.36909464,10.88012110,-88.00000000,4.16236946,0.04787049,0,2014.01.06 20:15:00,1,1,28.72367198,1.18,0.09560365,24.21844936,10.28890560,27.59216094,17.30325534,-106.06219768,1239.99,1239.81,1238.41,1233.95,-1.52581149,-1.37148537,3.58176417,0.15432613,4.95324954,E20>E50>E100>E200,UP,-0.23845881,-0.02812612,-0.21033268,47.72192513,61.45247954,-81.54414625,3.82952073,0.00278999,0,2014.01.06 20:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.06 19:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.06 16:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,1,1,1,1
7,XAUUSD|PERIOD_M1|SELL|1389071520|1389071700|1389072600|1389072720|MARKET_EDGE_MFE_ATR_12_V1,XAUUSD,PERIOD_M1,SELL,BID_OHLC,2014.01.07 05:12:00,2014.01.07 05:15:00,2014.01.07 05:30:00,2014.01.07 05:32:00,2014.01.07 05:32:00,2014.01.07 05:33:00,2014.01.07 05:32:00,1241.47,0.23,4,PERIOD_M1,1,1,12,12,1,0.08,0.92,0.33913043,3.98260870,MARKET_EDGE_MFE_ATR_12_V1,1.0,0,,0,60,,0,,NOT_EXECUTED_OR_UNRESOLVED,0,,0,,NOT_APPLICABLE_NON_EXECUTED,0,,,,5d926eed3daf312d7810863a3786293984c991b1,34c7e44e89019e46fb4b93a3ac7e556c392839a536990c8508c8c4378fe5fdce,V923_PASSIVE_MARKET_EDGE_V1,V924_MARKET_EDGE_SCHEMA_V2,MARKET_EDGE_FEATURE_SNAPSHOT_T0_V2,2014.01.07 05:33:00,0,M30|H1|H4,,2014,1,2,5,32,ASIA,3,15,18,3,15,18,5.00000000,1,1240.60,1240.62,1241.52,0.02,0.90,42.61904762,0.92,3.98260870,-0.04,-0.17826087,1,1,67.50058611,66.35511764,62.48873555,-1.14546847,-3.86638209,3.37537190,5.01185057,-0.38182282,-0.25775881,1,1,1241.32,1241.48,1241.26,1241.47,0.22,0.15,0.69090909,0.95909091,0.04090909,0.26818182,1,0.23,0.01852636,36,0.36,1.56521739,1,1,2014.01.07 05:32:00,1,1,70.26792017,0.23,0.01852636,21.41695447,24.26544487,15.20458053,9.06086434,78.61801587,1241.07,1240.82,1240.83,1240.81,1.77196592,2.86250078,2.89063364,1.09053486,0.02813286,MIXED,RANGE,0.23957767,0.23932187,0.00025580,66.01503759,59.63525763,-4.40860215,6.54298938,0.80454103,0,2014.01.07 05:25:00,1,1,62.28338286,0.49,0.03923423,25.28746228,28.99358978,13.56785197,15.42573782,187.76500061,1240.82,1240.72,1240.34,1239.86,0.90694359,1.12391410,2.87230070,0.21697050,1.74838660,E20>E50>E100>E200,UP,-0.06447547,-0.19206630,0.12759083,91.67091187,82.28032189,-14.30288462,2.86314398,0.91711158,0,2014.01.07 05:15:00,1,1,60.33924970,0.79,0.06366499,32.88106155,17.26028328,22.52676137,5.26647810,-27.29415342,1240.63,1240.12,1239.18,1235.58,0.80149183,1.44839339,7.18815409,0.64690156,5.73976070,E20>E50>E100>E200,UP,0.33454548,0.53205809,-0.19751261,54.78071908,36.90578118,-63.48271447,6.55538083,0.58254205,0,2014.01.07 05:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.07 04:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.07 00:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,2,0,2,1
8,XAUUSD|PERIOD_M1|SELL|1389091440|1389091980|1389092460|1389092580|MARKET_EDGE_MFE_ATR_12_V1,XAUUSD,PERIOD_M1,SELL,BID_OHLC,2014.01.07 10:44:00,2014.01.07 10:53:00,2014.01.07 11:01:00,2014.01.07 11:03:00,2014.01.07 11:03:00,2014.01.07 11:04:00,2014.01.07 11:03:00,1239.55,0.38,4,PERIOD_M1,1,1,12,12,1,0.12,0.89,0.31155116,2.35511551,MARKET_EDGE_MFE_ATR_12_V1,1.0,0,,0,60,,0,,NOT_EXECUTED_OR_UNRESOLVED,0,,0,,NOT_APPLICABLE_NON_EXECUTED,0,,,,5d926eed3daf312d7810863a3786293984c991b1,34c7e44e89019e46fb4b93a3ac7e556c392839a536990c8508c8c4378fe5fdce,V923_PASSIVE_MARKET_EDGE_V1,V924_MARKET_EDGE_SCHEMA_V2,MARKET_EDGE_FEATURE_SNAPSHOT_T0_V2,2014.01.07 11:04:00,0,M30|H1|H4,,2014,1,2,11,3,LONDON,9,8,17,9,8,17,0.88888889,1,1238.62,1239.65,1239.98,1.03,0.33,0.31945789,1.36,3.59867987,-0.43,-1.14059406,1,1,61.33724361,56.98788708,56.81105005,-4.34935652,-0.17683703,0.04065821,4.52619356,-0.48326184,-0.02210463,1,1,1239.54,1239.62,1239.51,1239.55,0.11,0.01,0.11711712,0.39639640,0.60360360,0.27927928,1,0.38,0.03055542,35,0.35,0.91353135,1,1,2014.01.07 11:03:00,1,1,56.13198941,0.38,0.03055542,13.29569757,29.72465594,25.84790787,3.87674807,88.71034540,1238.97,1238.66,1238.71,1239.13,1.53338769,2.34456958,1.11178517,0.81118189,-1.23278441,MIXED,RANGE,0.34544348,0.29265779,0.05278569,64.39775910,66.38953190,-25.54701360,7.73504532,0.75808558,0,2014.01.07 10:55:00,1,1,54.87021413,1.09,0.08833715,29.99334801,13.67857125,17.16764647,3.48907522,60.75560640,1238.76,1239.39,1239.88,1239.92,0.22596437,-0.35330445,-0.83737980,-0.57926882,-0.48407535,E200>E100>E50>E20,DOWN,-0.21623985,-0.36874234,0.15250249,83.39795071,83.39992370,-35.59375000,2.31821354,0.57204552,0,2014.01.07 10:45:00,1,1,46.77270200,1.76,0.14186810,22.94741700,15.05573139,18.68017731,3.62444592,-54.41053050,1239.55,1239.97,1239.48,1236.48,-0.31143175,-0.54805665,1.43543022,-0.23662490,1.98348686,MIXED,RANGE,-0.60101371,-0.53650423,-0.06450949,47.17687075,46.93872918,-56.80150912,3.86971750,0.35020573,0,2014.01.07 10:30:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.07 10:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.01.07 04:00:00,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,0,0,1,0,1
