RunID,SetupID,PositionID,Step1FillTime,MaxStep,ReachedStep2,ReachedStep3,ReachedStep4,ReachedStep5,HitTP1,HitTP2,HitTP3,HitEMA200,Step2Time,Step3Time,Step4Time,Step5Time,TP1Time,TP2Time,TP3Time,EMA200Time,CloseTime,FinalEvent,EventPath,FinalProfit,MFEMoney,MAEMoney,MaxDDMoney,MaxDDPct,IsFinalized,IsCensored,CensorReason,IsExternalClose
RX_1388707200_XAUUSD,44,168,2014.02.11 20:48:00,3,1,1,0,0,0,0,1,1,2014.02.11 23:34:37,2014.02.12 00:20:28,,,,,2014.02.12 12:13:43,2014.02.11 20:48:00,2014.02.12 12:13:43,EMA->TP3,EMA->TP3,2.69,2.69,24.85,25.61,0.005124,1,0,,0
RX_1388707200_XAUUSD,45,174,2014.02.13 08:04:00,2,1,0,0,0,0,1,0,0,2014.02.13 08:29:13,,,,,2014.02.13 08:50:47,,,2014.02.13 08:50:47,TP2,TP2,2.20,2.20,2.83,2.96,0.000592,1,0,,0
RX_1388707200_XAUUSD,46,178,2014.02.14 01:03:00,1,0,0,0,0,1,0,0,1,,,,,2014.02.14 01:34:35,,,2014.02.14 01:03:00,2014.02.14 01:34:35,EMA->TP1,EMA->TP1,2.06,2.06,0.78,1.20,0.000240,1,0,,0
RX_1388707200_XAUUSD,47,180,2014.02.14 17:33:00,1,0,0,0,0,1,0,0,1,,,,,2014.02.14 17:55:58,,,2014.02.14 17:33:09,2014.02.14 17:58:04,EMA->TP1,EMA->TP1,2.10,2.10,0.58,1.22,0.000244,1,0,,0
RX_1388707200_XAUUSD,48,182,2014.02.17 02:39:00,3,1,1,0,0,0,0,1,1,2014.02.17 03:47:28,2014.02.17 05:00:03,,,,,2014.02.17 05:19:07,2014.02.17 02:39:00,2014.02.17 05:19:07,EMA->TP3,EMA->TP3,2.43,2.43,11.51,12.25,0.002451,1,0,,0
RX_1388707200_XAUUSD,49,188,2014.02.17 13:05:01,1,0,0,0,0,1,0,0,1,,,,,2014.02.17 23:00:22,,,2014.02.17 13:05:46,2014.02.17 23:00:22,EMA->TP1,EMA->TP1,3.32,3.32,0.50,3.15,0.000630,1,0,,0
RX_1388707200_XAUUSD,50,190,2014.02.18 01:15:00,5,1,1,1,1,0,0,0,0,2014.02.18 01:16:23,2014.02.18 01:34:41,2014.02.18 05:49:20,2014.02.18 10:12:08,,,,,2014.02.18 13:31:04,NET_BASKET_BE,,6.49,6.49,101.16,102.46,0.020500,1,0,,0
RX_1388707200_XAUUSD,51,200,2014.02.20 00:36:14,3,1,1,0,0,1,1,1,1,2014.02.20 01:04:26,2014.02.20 01:27:37,,,2014.02.20 00:39:43,2014.02.20 01:08:03,2014.02.20 01:30:02,2014.02.20 00:36:14,2014.02.20 01:40:36,EMA->TP1->TP2->TP3,EMA->TP1->TP2->TP3,2.08,2.08,6.02,7.58,0.001517,1,0,,0
RX_1388707200_XAUUSD,52,206,2014.02.20 06:55:00,2,1,0,0,0,0,1,0,1,2014.02.20 07:04:32,,,,,2014.02.20 07:12:35,,2014.02.20 06:55:00,2014.02.20 07:20:21,EMA->TP2,EMA->TP2,2.06,2.06,1.98,2.07,0.000414,1,0,,0
RX_1388707200_XAUUSD,53,210,2014.02.20 14:32:00,2,1,0,0,0,0,1,0,1,2014.02.20 15:00:00,,,,,2014.02.20 15:00:00,,2014.02.20 14:32:19,2014.02.20 15:29:19,EMA->TP2,EMA->TP2,2.50,2.57,8.98,11.55,0.002311,1,0,,0
RX_1388707200_XAUUSD,54,214,2014.02.24 17:42:00,2,1,0,0,0,0,1,0,1,2014.02.24 17:46:34,,,,,2014.02.24 18:12:40,,2014.02.24 17:42:00,2014.02.24 18:19:11,EMA->TP2,EMA->TP2,2.24,2.24,1.67,1.80,0.000360,1,0,,0
RX_1388707200_XAUUSD,55,218,2014.02.26 01:04:01,1,0,0,0,0,1,0,0,1,,,,,2014.02.26 05:53:37,,,2014.02.26 01:04:12,2014.02.26 05:53:37,EMA->TP1,EMA->TP1,3.20,3.20,3.01,3.55,0.000710,1,0,,0
RX_1388707200_XAUUSD,56,220,2014.02.26 23:01:00,1,0,0,0,0,1,0,0,1,,,,,2014.02.27 01:01:28,,,2014.02.26 23:31:36,2014.02.27 01:01:28,EMA->TP1,EMA->TP1,2.19,2.19,1.70,1.70,0.000340,1,0,,0
RX_1388707200_XAUUSD,57,222,2014.02.27 18:48:02,3,1,1,0,0,0,0,1,0,2014.02.27 19:03:12,2014.02.27 19:15:47,,,,,2014.02.27 19:41:29,,2014.02.27 19:41:29,TP3,TP3,4.55,4.55,10.34,10.34,0.002069,1,0,,0
RX_1388707200_XAUUSD,58,228,2014.02.27 20:50:00,2,1,0,0,0,0,1,0,1,2014.02.28 00:37:43,,,,,2014.02.28 00:49:45,,2014.02.27 20:52:29,2014.02.28 03:14:44,EMA->TP2,EMA->TP2,2.04,2.04,6.21,6.98,0.001396,1,0,,0
RX_1388707200_XAUUSD,59,232,2014.02.28 11:37:02,1,0,0,0,0,1,0,0,1,,,,,2014.02.28 11:53:47,,,2014.02.28 11:53:25,2014.02.28 12:00:24,EMA->TP1,EMA->TP1,2.00,2.00,0.96,0.96,0.000192,1,0,,0
RX_1388707200_XAUUSD,60,234,2014.02.28 16:01:05,1,0,0,0,0,1,0,0,1,,,,,2014.02.28 18:29:38,,,2014.02.28 16:01:05,2014.02.28 18:29:38,EMA->TP1,EMA->TP1,4.02,4.02,1.13,2.74,0.000548,1,0,,0
