sep=,
Group,Side,TF,Indicator,N,Mean,Median,Q25,Q75,Min,Max
SETUP_STEP5,BUY,M15,ATR_PCT_PRICE,10,0.108698,0.105991,0.074544,0.122430,0.053359,0.186087
SETUP_STEP5,BUY,M15,EMA200_DIST_POINTS,10,486.672602,491.491821,243.285728,736.143861,24.787040,868.116376
SETUP_STEP5,BUY,M15,EMA200_DIST_ATR,10,3.736073,3.359271,0.501039,6.246549,-1.508321,10.493805
SETUP_STEP5,BUY,M30,RSI,10,42.586710,42.951844,35.060326,50.154766,27.052460,59.802166
SETUP_STEP5,BUY,M30,ADX,10,29.418253,24.721207,23.079947,35.658742,21.430364,43.809135
SETUP_STEP5,BUY,M30,CCI,10,-111.905741,-132.734065,-171.483248,-40.866924,-270.117824,60.645437
SETUP_STEP5,BUY,M30,DI_PLUS,10,11.958990,12.751771,11.750716,13.952891,6.684464,14.291867
SETUP_STEP5,BUY,M30,DI_MINUS,10,26.301239,26.597454,20.158493,32.352468,14.225848,38.546113
SETUP_STEP5,BUY,M30,DI_GAP,10,14.342249,13.759527,5.866625,23.055268,0.051849,31.861649
SETUP_STEP5,BUY,M30,ATR,10,2.038700,1.933000,1.554500,2.586188,1.389250,2.693250
SETUP_STEP5,BUY,M30,ATR_PCT_PRICE,10,0.157074,0.149572,0.122979,0.196367,0.109861,0.203326
SETUP_STEP5,BUY,M30,EMA200_DIST_POINTS,10,1006.616446,918.061086,629.367635,1485.183487,14.188954,2000.914605
SETUP_STEP5,BUY,M30,EMA200_DIST_ATR,10,4.724377,5.342802,3.013089,6.008309,-0.078675,8.153686
SETUP_STEP5,BUY,H1,RSI,10,49.481951,50.909402,43.096733,56.216476,33.109464,62.845305
SETUP_STEP5,BUY,H1,ADX,10,30.579321,29.552056,29.202074,31.744610,27.726978,36.491256
SETUP_STEP5,BUY,H1,CCI,10,-59.856815,-88.055862,-130.799454,11.105318,-163.950090,80.669293
SETUP_STEP5,BUY,H1,DI_PLUS,10,16.064470,17.484633,12.377220,19.004261,10.864019,21.615618
SETUP_STEP5,BUY,H1,DI_MINUS,10,25.439610,23.259450,20.038368,29.043080,17.739243,38.266168
SETUP_STEP5,BUY,H1,DI_GAP,10,9.956881,5.639454,1.032535,17.514132,0.767153,27.402149
SETUP_STEP5,BUY,H1,ATR,10,2.853300,2.494625,2.218625,3.017688,2.031500,5.729750
SETUP_STEP5,BUY,H1,ATR_PCT_PRICE,10,0.221142,0.190290,0.169316,0.231996,0.161040,0.452119
SETUP_STEP5,BUY,H1,EMA200_DIST_POINTS,10,1929.426686,1709.784278,1113.374721,2950.727964,388.461033,3447.965561
SETUP_STEP5,BUY,H1,EMA200_DIST_ATR,10,7.319081,5.770483,3.809646,10.088487,1.663467,15.818170
SETUP_SUCCESS,ALL,M1,RSI,112,43.235116,44.220592,31.884119,54.768469,9.983406,77.817252
SETUP_SUCCESS,ALL,M1,ADX,112,31.132265,29.388390,22.691495,37.109980,14.706375,60.762087
SETUP_SUCCESS,ALL,M1,CCI,112,-40.194055,-44.222633,-160.878726,82.867398,-357.245136,260.831394
SETUP_SUCCESS,ALL,M1,DI_PLUS,112,19.051161,18.339269,11.906244,23.418440,3.678723,44.841773
SETUP_SUCCESS,ALL,M1,DI_MINUS,112,24.868486,22.294021,15.407628,33.929105,4.092758,58.259674
SETUP_SUCCESS,ALL,M1,DI_GAP,112,15.785968,12.718455,5.588301,25.335208,0.146697,42.359168
SETUP_SUCCESS,ALL,M1,ATR,112,0.349757,0.274750,0.191688,0.427063,0.090250,1.622000
SETUP_SUCCESS,ALL,M1,ATR_PCT_PRICE,112,0.027636,0.021878,0.015278,0.033662,0.006874,0.130692
SETUP_SUCCESS,ALL,M1,EMA200_DIST_POINTS,112,151.963757,113.395403,52.642788,238.311010,3.373133,559.729557
SETUP_SUCCESS,ALL,M1,EMA200_DIST_ATR,112,-1.544377,-1.840849,-4.840505,2.403213,-18.455016,9.224671
SETUP_SUCCESS,ALL,M5,RSI,112,44.653383,44.559709,32.265031,54.928903,14.860586,75.267359
SETUP_SUCCESS,ALL,M5,ADX,112,31.413390,29.432307,22.418008,39.178215,13.145643,65.137158
SETUP_SUCCESS,ALL,M5,CCI,112,-62.267723,-93.563343,-149.361281,51.215103,-336.490121,214.605235
SETUP_SUCCESS,ALL,M5,DI_PLUS,112,16.436521,15.084939,10.801875,20.739479,2.518833,37.300217
SETUP_SUCCESS,ALL,M5,DI_MINUS,112,23.076239,23.100214,16.128734,30.022916,4.570722,49.476245
SETUP_SUCCESS,ALL,M5,DI_GAP,112,15.370633,15.501465,7.911934,21.156028,0.221101,45.817215
SETUP_SUCCESS,ALL,M5,ATR,112,0.766092,0.689375,0.516687,0.897750,0.253750,1.889250
SETUP_SUCCESS,ALL,M5,ATR_PCT_PRICE,112,0.060455,0.053605,0.041503,0.071849,0.020214,0.152226
SETUP_SUCCESS,ALL,M5,EMA200_DIST_POINTS,112,273.241545,206.015325,113.815614,392.986347,8.079001,852.238770
SETUP_SUCCESS,ALL,M5,EMA200_DIST_ATR,112,-0.211595,-1.068196,-3.550199,2.323387,-12.415621,18.577412
SETUP_SUCCESS,ALL,M15,RSI,108,46.945269,46.963603,39.437570,54.458104,24.707685,80.216252
SETUP_SUCCESS,ALL,M15,ADX,108,27.293084,25.949460,20.215389,33.372764,14.667085,63.301964
SETUP_SUCCESS,ALL,M15,CCI,108,-39.601011,-42.559022,-159.303020,66.362616,-260.175523,234.045729
SETUP_SUCCESS,ALL,M15,DI_PLUS,108,16.326651,14.832644,11.253510,20.867259,3.714027,40.029783
SETUP_SUCCESS,ALL,M15,DI_MINUS,108,21.298003,20.536606,15.025603,27.601063,3.348029,48.973444
SETUP_SUCCESS,ALL,M15,DI_GAP,108,12.288587,10.847209,5.009596,17.535601,0.103239,40.828645
SETUP_SUCCESS,ALL,M15,ATR,108,1.257296,1.138625,0.868812,1.470500,0.387250,3.249250
SETUP_SUCCESS,ALL,M15,ATR_PCT_PRICE,108,0.099050,0.090345,0.069513,0.113664,0.030849,0.260483
SETUP_SUCCESS,ALL,M15,EMA200_DIST_POINTS,108,544.343504,464.869448,235.560863,772.771741,2.508310,1948.628792
SETUP_SUCCESS,ALL,M15,EMA200_DIST_ATR,108,0.513830,-0.880559,-3.941799,4.286630,-15.338324,21.324923
SETUP_SUCCESS,ALL,M30,RSI,104,48.300688,47.024374,41.495990,55.019725,27.052460,76.501805
SETUP_SUCCESS,ALL,M30,ADX,104,25.655570,23.836845,20.236535,28.073086,14.888144,56.682480
SETUP_SUCCESS,ALL,M30,CCI,104,-32.541364,-32.717360,-123.880470,55.170273,-292.262911,288.507713
SETUP_SUCCESS,ALL,M30,DI_PLUS,104,17.141711,16.553093,13.305582,19.508377,3.499200,40.333311
SETUP_SUCCESS,ALL,M30,DI_MINUS,104,19.202980,18.520679,13.692212,25.038403,6.762373,38.546113
SETUP_SUCCESS,ALL,M30,DI_GAP,104,10.201515,8.841246,4.135436,14.247770,0.129568,33.659110
SETUP_SUCCESS,ALL,M30,ATR,104,1.723079,1.582125,1.249063,2.028688,0.794500,3.596750
SETUP_SUCCESS,ALL,M30,ATR_PCT_PRICE,104,0.135395,0.125313,0.098379,0.157873,0.063239,0.288342
SETUP_SUCCESS,ALL,M30,EMA200_DIST_POINTS,104,729.036777,471.788735,179.667808,1125.032216,4.726197,2967.263382
SETUP_SUCCESS,ALL,M30,EMA200_DIST_ATR,104,1.840459,0.295807,-1.749932,5.757204,-12.147342,19.532756
SETUP_SUCCESS,ALL,H1,RSI,95,48.262663,46.246390,40.001940,56.755325,27.706321,73.442345
SETUP_SUCCESS,ALL,H1,ADX,95,28.072704,24.146711,20.447395,32.033412,15.554754,69.841048
SETUP_SUCCESS,ALL,H1,CCI,95,-25.431500,-30.764969,-94.439308,40.976254,-266.663551,232.654038
SETUP_SUCCESS,ALL,H1,DI_PLUS,95,16.753117,16.046289,12.997313,19.398695,6.269614,36.074772
SETUP_SUCCESS,ALL,H1,DI_MINUS,95,17.516738,18.128101,13.136417,22.458570,3.064842,29.453240
SETUP_SUCCESS,ALL,H1,DI_GAP,95,8.759073,7.460038,3.373215,13.458409,0.040589,30.357701
SETUP_SUCCESS,ALL,H1,ATR,95,2.483358,2.313250,1.703750,2.896125,1.294500,5.196250
SETUP_SUCCESS,ALL,H1,ATR_PCT_PRICE,95,0.194640,0.180469,0.136147,0.224182,0.104196,0.407427
SETUP_SUCCESS,ALL,H1,EMA200_DIST_POINTS,95,1129.613698,837.568112,357.058007,1452.553265,6.479519,4242.713057
SETUP_SUCCESS,ALL,H1,EMA200_DIST_ATR,95,3.612517,2.633862,-0.156263,6.499717,-7.038708,22.563725
SETUP_SUCCESS,ALL,H4,RSI,27,59.567046,51.789434,49.551598,71.431221,43.281995,83.354391
SETUP_SUCCESS,ALL,H4,ADX,27,37.004679,29.049866,19.666885,62.012149,13.766711,69.247519
SETUP_SUCCESS,ALL,H4,CCI,27,-12.933408,-39.890181,-98.297103,75.536920,-143.526081,181.718010
SETUP_SUCCESS,ALL,H4,DI_PLUS,27,21.506464,18.516508,13.054720,27.444916,12.043889,40.398112
SETUP_SUCCESS,ALL,H4,DI_MINUS,27,16.820462,15.271490,11.637660,25.123754,2.328576,28.508363
SETUP_SUCCESS,ALL,H4,DI_GAP,27,13.214460,13.125341,5.329080,15.821158,0.776151,37.711293
SETUP_SUCCESS,ALL,H4,ATR,27,5.593120,5.660000,4.728875,5.983250,3.277250,8.173000
SETUP_SUCCESS,ALL,H4,ATR_PCT_PRICE,27,0.422321,0.427678,0.355106,0.455502,0.247184,0.611730
SETUP_SUCCESS,ALL,H4,EMA200_DIST_POINTS,27,5241.505505,4649.962391,4517.445990,6089.655162,3712.521758,6934.307265
SETUP_SUCCESS,ALL,H4,EMA200_DIST_ATR,27,9.984413,8.154891,7.477995,12.801287,5.915671,19.755280
SETUP_SUCCESS,BUY,M1,RSI,80,37.157039,37.277563,27.646321,47.566534,9.983406,71.011681
SETUP_SUCCESS,BUY,M1,ADX,80,31.620188,29.646032,23.844644,37.508797,14.706375,60.762087
SETUP_SUCCESS,BUY,M1,CCI,80,-67.569070,-91.771734,-173.492170,42.731762,-357.245136,208.352400
SETUP_SUCCESS,BUY,M1,DI_PLUS,80,16.742120,16.138443,10.739154,21.249106,3.678723,36.597623
SETUP_SUCCESS,BUY,M1,DI_MINUS,80,28.056668,25.765538,19.349034,38.240694,4.092758,58.259674
SETUP_SUCCESS,BUY,M1,DI_GAP,80,16.845563,15.452535,5.976068,26.244623,0.146697,42.359168
SETUP_SUCCESS,BUY,M1,ATR,80,0.339228,0.266500,0.189938,0.418375,0.099500,1.218250
SETUP_SUCCESS,BUY,M1,ATR_PCT_PRICE,80,0.026802,0.020923,0.014969,0.032534,0.008085,0.099186
SETUP_SUCCESS,BUY,M1,EMA200_DIST_POINTS,80,155.309711,122.850231,57.135582,246.353064,5.728277,559.729557
SETUP_SUCCESS,BUY,M1,EMA200_DIST_ATR,80,-3.420212,-3.641386,-6.033331,-0.697785,-18.455016,9.224671
SETUP_SUCCESS,BUY,M5,RSI,80,38.657053,37.392851,30.375797,46.760102,14.860586,62.897845
SETUP_SUCCESS,BUY,M5,ADX,80,30.677877,27.892675,21.734816,35.837164,13.908324,65.137158
SETUP_SUCCESS,BUY,M5,CCI,80,-125.268318,-120.682414,-160.076876,-84.610350,-336.490121,86.977865
SETUP_SUCCESS,BUY,M5,DI_PLUS,80,12.561036,12.602921,9.645457,15.342851,2.518833,25.349997
SETUP_SUCCESS,BUY,M5,DI_MINUS,80,27.499687,27.593557,22.016303,32.083954,10.485821,49.476245
SETUP_SUCCESS,BUY,M5,DI_GAP,80,15.658030,15.708119,7.957575,20.618658,0.221101,45.817215
SETUP_SUCCESS,BUY,M5,ATR,80,0.758809,0.681625,0.525562,0.891750,0.253750,1.848000
SETUP_SUCCESS,BUY,M5,ATR_PCT_PRICE,80,0.059869,0.052127,0.041962,0.069301,0.020214,0.148149
SETUP_SUCCESS,BUY,M5,EMA200_DIST_POINTS,80,299.909755,273.815253,117.110196,472.474792,28.591303,852.238770
SETUP_SUCCESS,BUY,M5,EMA200_DIST_ATR,80,0.173519,-1.068196,-3.515320,3.400978,-12.415621,18.577412
SETUP_SUCCESS,BUY,M15,RSI,76,44.108159,44.026952,36.092877,51.234152,24.707685,68.158319
SETUP_SUCCESS,BUY,M15,ADX,76,26.589704,25.537637,19.679442,31.235926,14.667085,57.079212
SETUP_SUCCESS,BUY,M15,CCI,76,-95.821984,-109.619497,-181.683932,-5.090406,-260.175523,110.600961
SETUP_SUCCESS,BUY,M15,DI_PLUS,76,13.386297,13.396045,9.931285,16.194513,3.714027,29.121356
SETUP_SUCCESS,BUY,M15,DI_MINUS,76,24.160768,25.101036,18.572255,29.686705,4.922268,48.973444
SETUP_SUCCESS,BUY,M15,DI_GAP,76,12.727734,12.945143,5.463194,17.806769,0.105347,40.828645
SETUP_SUCCESS,BUY,M15,ATR,76,1.204536,1.131000,0.866187,1.367125,0.387250,3.249250
SETUP_SUCCESS,BUY,M15,ATR_PCT_PRICE,76,0.094880,0.089644,0.068998,0.108731,0.030849,0.260483
SETUP_SUCCESS,BUY,M15,EMA200_DIST_POINTS,76,619.210826,553.724337,284.614147,880.747417,8.803150,1948.628792
SETUP_SUCCESS,BUY,M15,EMA200_DIST_ATR,76,1.910086,0.507307,-3.243131,7.676791,-13.699413,21.324923
SETUP_SUCCESS,BUY,M30,RSI,72,47.596497,46.094093,38.866719,56.021276,27.052460,70.413603
SETUP_SUCCESS,BUY,M30,ADX,72,26.416191,24.215358,19.674222,30.979074,14.888144,56.682480
SETUP_SUCCESS,BUY,M30,CCI,72,-67.686184,-72.683449,-156.764949,26.680874,-292.262911,115.525384
SETUP_SUCCESS,BUY,M30,DI_PLUS,72,15.466336,15.720920,12.369524,18.297793,3.499200,26.705739
SETUP_SUCCESS,BUY,M30,DI_MINUS,72,20.839834,20.677235,14.693964,26.837786,6.762373,38.546113
SETUP_SUCCESS,BUY,M30,DI_GAP,72,10.588488,8.841246,4.905106,14.854474,0.129568,33.659110
SETUP_SUCCESS,BUY,M30,ATR,72,1.632851,1.532375,1.184875,1.941375,0.794500,3.596750
SETUP_SUCCESS,BUY,M30,ATR_PCT_PRICE,72,0.128177,0.120410,0.095470,0.152235,0.064647,0.288342
SETUP_SUCCESS,BUY,M30,EMA200_DIST_POINTS,72,903.824848,726.294094,269.392409,1360.741844,4.726197,2967.263382
SETUP_SUCCESS,BUY,M30,EMA200_DIST_ATR,72,3.348866,2.467803,-0.889420,8.404192,-8.910284,19.532756
SETUP_SUCCESS,BUY,H1,RSI,63,49.563668,47.010837,40.075381,59.853598,27.706321,73.442345
SETUP_SUCCESS,BUY,H1,ADX,63,30.543159,28.626716,22.779640,33.953182,18.081506,69.841048
SETUP_SUCCESS,BUY,H1,CCI,63,-34.161478,-32.505629,-119.327108,44.706625,-266.663551,180.917315
SETUP_SUCCESS,BUY,H1,DI_PLUS,63,16.382459,16.046289,13.254973,19.004261,7.313159,36.074772
SETUP_SUCCESS,BUY,H1,DI_MINUS,63,17.616439,18.849115,11.494502,23.708920,3.064842,29.453240
SETUP_SUCCESS,BUY,H1,DI_GAP,63,9.503893,8.774058,3.978888,14.035651,0.040589,30.357701
SETUP_SUCCESS,BUY,H1,ATR,63,2.331734,2.189000,1.690625,2.710250,1.294500,4.726000
SETUP_SUCCESS,BUY,H1,ATR_PCT_PRICE,63,0.182252,0.170633,0.133315,0.215901,0.104196,0.356309
SETUP_SUCCESS,BUY,H1,EMA200_DIST_POINTS,63,1394.541716,1092.199262,454.601515,2124.904494,6.479519,4242.713057
SETUP_SUCCESS,BUY,H1,EMA200_DIST_ATR,63,4.957660,5.307234,0.737400,9.197508,-6.100409,22.563725
SETUP_SUCCESS,BUY,H4,RSI,17,65.401389,67.961787,50.606473,75.137938,46.120652,83.354391
SETUP_SUCCESS,BUY,H4,ADX,17,45.585932,51.021396,26.922700,66.574149,15.757201,69.247519
SETUP_SUCCESS,BUY,H4,CCI,17,33.181746,58.149238,-39.890181,93.279631,-111.362054,181.718010
SETUP_SUCCESS,BUY,H4,DI_PLUS,17,25.489544,26.297674,18.516508,29.335456,12.043889,40.398112
SETUP_SUCCESS,BUY,H4,DI_MINUS,17,13.361807,13.280934,8.928083,17.570370,2.328576,25.169231
SETUP_SUCCESS,BUY,H4,DI_GAP,17,15.574181,14.588062,5.633880,17.094517,0.946138,37.711293
SETUP_SUCCESS,BUY,H4,ATR,17,5.529574,5.660000,4.595500,5.985250,3.277250,8.173000
SETUP_SUCCESS,BUY,H4,ATR_PCT_PRICE,17,0.417026,0.426866,0.342873,0.455610,0.247184,0.611730
SETUP_SUCCESS,BUY,H4,EMA200_DIST_POINTS,17,5700.474405,5985.789226,4563.903295,6474.299207,4120.762918,6934.307265
SETUP_SUCCESS,BUY,H4,EMA200_DIST_ATR,17,11.131312,11.819164,7.510841,13.043573,6.177592,19.755280
SETUP_SUCCESS,SELL,M1,RSI,32,58.430310,56.342211,51.175832,67.532695,34.083837,77.817252
SETUP_SUCCESS,SELL,M1,ADX,32,29.912458,28.014025,22.648455,35.291626,15.898561,48.997938
SETUP_SUCCESS,SELL,M1,CCI,32,28.243482,18.043783,-73.802338,142.473599,-222.646017,260.831394
SETUP_SUCCESS,SELL,M1,DI_PLUS,32,24.823762,22.553431,17.095424,34.377024,9.029634,44.841773
SETUP_SUCCESS,SELL,M1,DI_MINUS,32,16.898032,16.701534,11.670668,21.997324,5.296818,27.328009
SETUP_SUCCESS,SELL,M1,DI_GAP,32,13.136980,8.130052,5.045415,23.490074,0.588756,37.701891
SETUP_SUCCESS,SELL,M1,ATR,32,0.376078,0.328375,0.206500,0.463688,0.090250,1.622000
SETUP_SUCCESS,SELL,M1,ATR_PCT_PRICE,32,0.029718,0.025832,0.015557,0.036178,0.006874,0.130692
SETUP_SUCCESS,SELL,M1,EMA200_DIST_POINTS,32,143.598872,100.431590,50.859221,215.134218,3.373133,491.309293
SETUP_SUCCESS,SELL,M1,EMA200_DIST_ATR,32,3.145210,3.096814,0.976938,5.755040,-7.032460,9.012359
SETUP_SUCCESS,SELL,M5,RSI,32,59.644208,61.326536,53.902432,64.129569,38.232662,75.267359
SETUP_SUCCESS,SELL,M5,ADX,32,33.252173,30.416243,23.747900,41.972442,13.145643,55.748074
SETUP_SUCCESS,SELL,M5,CCI,32,95.233767,109.952577,64.570901,137.519487,-93.154385,214.605235
SETUP_SUCCESS,SELL,M5,DI_PLUS,32,26.125234,25.729206,20.914610,30.926703,12.696704,37.300217
SETUP_SUCCESS,SELL,M5,DI_MINUS,32,12.017617,10.491355,8.363661,16.320021,4.570722,23.683720
SETUP_SUCCESS,SELL,M5,DI_GAP,32,14.652141,14.147366,7.551775,21.682831,0.489103,30.815133
SETUP_SUCCESS,SELL,M5,ATR,32,0.784297,0.730250,0.484750,1.026938,0.308750,1.889250
SETUP_SUCCESS,SELL,M5,ATR_PCT_PRICE,32,0.061921,0.056451,0.038669,0.077653,0.023182,0.152226
SETUP_SUCCESS,SELL,M5,EMA200_DIST_POINTS,32,206.571019,171.629879,73.890510,306.668227,8.079001,740.274596
SETUP_SUCCESS,SELL,M5,EMA200_DIST_ATR,32,-1.174380,-1.076392,-4.049604,0.901853,-7.763020,5.635893
SETUP_SUCCESS,SELL,M15,RSI,32,53.683404,52.560029,48.271952,58.106356,37.435471,80.216252
SETUP_SUCCESS,SELL,M15,ADX,32,28.963611,27.244618,21.353684,35.029330,16.826094,63.301964
SETUP_SUCCESS,SELL,M15,CCI,32,93.923799,103.247344,38.692436,151.706851,-83.223352,234.045729
SETUP_SUCCESS,SELL,M15,DI_PLUS,32,23.309992,23.742260,20.124816,27.914497,10.412903,40.029783
SETUP_SUCCESS,SELL,M15,DI_MINUS,32,14.498936,14.234026,9.656683,18.651121,3.348029,25.037025
SETUP_SUCCESS,SELL,M15,DI_GAP,32,11.245614,9.180272,4.980023,17.320846,0.103239,36.681754
SETUP_SUCCESS,SELL,M15,ATR,32,1.382602,1.175500,0.949625,1.732438,0.573250,2.850500
SETUP_SUCCESS,SELL,M15,ATR_PCT_PRICE,32,0.108954,0.094179,0.074684,0.133280,0.045548,0.229175
SETUP_SUCCESS,SELL,M15,EMA200_DIST_POINTS,32,366.533617,334.489608,222.826275,513.838601,2.508310,880.036347
SETUP_SUCCESS,SELL,M15,EMA200_DIST_ATR,32,-2.802278,-2.575680,-4.429132,-0.790092,-15.338324,3.526992
SETUP_SUCCESS,SELL,M30,RSI,32,49.885118,49.142847,43.310843,54.164655,33.183185,76.501805
SETUP_SUCCESS,SELL,M30,ADX,32,23.944173,23.626229,21.120743,25.978545,15.146336,42.631952
SETUP_SUCCESS,SELL,M30,CCI,32,46.534481,17.711090,-34.361824,132.368931,-106.595596,288.507713
SETUP_SUCCESS,SELL,M30,DI_PLUS,32,20.911307,19.527562,15.539979,25.307750,11.744787,40.333311
SETUP_SUCCESS,SELL,M30,DI_MINUS,32,15.520059,15.011030,12.233502,18.485165,6.803783,25.399470
SETUP_SUCCESS,SELL,M30,DI_GAP,32,9.330826,8.911535,3.618638,11.605122,0.358590,33.529528
SETUP_SUCCESS,SELL,M30,ATR,32,1.926094,1.759375,1.313313,2.368437,0.842250,3.561000
SETUP_SUCCESS,SELL,M30,ATR_PCT_PRICE,32,0.151635,0.137710,0.105982,0.181357,0.063239,0.274571
SETUP_SUCCESS,SELL,M30,EMA200_DIST_POINTS,32,335.763616,207.293236,78.921346,478.541231,6.069723,1112.392815
SETUP_SUCCESS,SELL,M30,EMA200_DIST_ATR,32,-1.553459,-0.636253,-2.661485,0.224527,-12.147342,2.340496
SETUP_SUCCESS,SELL,H1,RSI,32,45.701309,45.377160,39.765173,49.314676,28.013659,62.846323
SETUP_SUCCESS,SELL,H1,ADX,32,23.208994,20.447395,17.898755,25.996020,15.554754,47.493545
SETUP_SUCCESS,SELL,H1,CCI,32,-8.244356,-19.244028,-69.974679,24.823365,-152.520167,232.654038
SETUP_SUCCESS,SELL,H1,DI_PLUS,32,17.482850,16.207648,13.023462,21.036205,6.269614,34.161556
SETUP_SUCCESS,SELL,H1,DI_MINUS,32,17.320451,17.329152,14.342370,20.543275,7.965491,27.722125
SETUP_SUCCESS,SELL,H1,DI_GAP,32,7.292708,5.570498,3.147350,10.571013,0.211591,21.181791
SETUP_SUCCESS,SELL,H1,ATR,32,2.781867,2.411000,1.978812,3.301750,1.414750,5.196250
SETUP_SUCCESS,SELL,H1,ATR_PCT_PRICE,32,0.219030,0.194175,0.159366,0.255670,0.113856,0.407427
SETUP_SUCCESS,SELL,H1,EMA200_DIST_POINTS,32,608.036663,673.443653,218.224500,899.987366,20.304903,1311.591092
SETUP_SUCCESS,SELL,H1,EMA200_DIST_ATR,32,0.964265,1.182774,-0.710483,2.777546,-7.038708,5.325871
SETUP_SUCCESS,SELL,H4,RSI,10,49.648665,50.373720,49.219088,50.622791,43.281995,52.286488
SETUP_SUCCESS,SELL,H4,ADX,10,22.416549,25.273976,14.435254,29.014178,13.766711,29.049866
SETUP_SUCCESS,SELL,H4,CCI,10,-91.329170,-94.085477,-131.415260,-57.362093,-143.526081,-20.834155
SETUP_SUCCESS,SELL,H4,DI_PLUS,10,14.735229,13.054720,12.920568,16.453540,12.460062,19.786073
SETUP_SUCCESS,SELL,H4,DI_MINUS,10,22.700175,24.326545,18.917441,27.910795,13.235291,28.508363
SETUP_SUCCESS,SELL,H4,DI_GAP,10,9.202933,10.033242,4.758970,14.956688,0.776151,15.587794
SETUP_SUCCESS,SELL,H4,ATR,10,5.701150,5.690875,5.452438,5.796188,4.095000,7.821750
SETUP_SUCCESS,SELL,H4,ATR_PCT_PRICE,10,0.431324,0.433000,0.413264,0.441005,0.307771,0.588216
SETUP_SUCCESS,SELL,H4,EMA200_DIST_POINTS,10,4461.258376,4534.438921,4475.661777,4615.365994,3712.521758,4692.763212
SETUP_SUCCESS,SELL,H4,EMA200_DIST_ATR,10,8.034684,8.073707,7.054061,8.290033,5.915671,10.505046
