Event;SetupID;StepFrom;StepTo;T_decision;DecisionServerTime;FeatureShift;BarOpenTime_Shift1;BarCloseTime_Shift1;ATR_Shift1;ATRPct_Shift1;ADX_Shift1;DIPlus_Shift1;DIMinus_Shift1;PriceRef_Shift1;strict_before_check;C2M2_Decision;LatchStatus;Direction;Mode;Rule;SourceCommit;SpecVersion;Build
C2M2_DECISION;1661;3;4;2019.04.05 20:27:53;2019.04.05 20:27:53;1;2019.04.05 20:26:00;2019.04.05 20:27:00;0.06;0.004704;16.3332;15.7228;29.2582;1291.40;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1666;3;4;2019.04.15 08:08:41;2019.04.15 08:08:41;1;2019.04.15 08:07:00;2019.04.15 08:08:00;0.34;0.026627;21.7538;14.6846;37.1412;1286.28;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1668;3;4;2019.04.24 01:00:44;2019.04.24 01:00:44;1;2019.04.24 00:59:00;2019.04.24 01:00:00;0.12;0.009189;36.9724;8.7497;36.7262;1270.49;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1672;3;4;2019.04.29 07:00:51;2019.04.29 07:00:51;1;2019.04.29 06:59:00;2019.04.29 07:00:00;0.14;0.010830;28.2796;21.6847;27.0648;1283.53;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1679;3;4;2019.05.02 02:00:02;2019.05.02 02:00:02;1;2019.05.02 01:59:00;2019.05.02 02:00:00;0.11;0.008689;17.7739;16.7731;34.2842;1274.59;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1692;3;4;2019.05.13 07:00:01;2019.05.13 07:00:01;1;2019.05.13 06:59:00;2019.05.13 07:00:00;0.24;0.018714;29.6161;11.7157;32.1840;1282.47;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1693;3;4;2019.05.16 12:30:03;2019.05.16 12:30:03;1;2019.05.16 12:29:00;2019.05.16 12:30:00;0.46;0.035551;20.6590;30.7340;20.4121;1293.90;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1696;3;4;2019.05.21 11:23:02;2019.05.21 11:23:02;1;2019.05.21 11:22:00;2019.05.21 11:23:00;0.76;0.059512;22.8543;15.1001;31.6446;1272.85;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1702;3;4;2019.05.24 12:34:35;2019.05.24 12:34:35;1;2019.05.24 12:33:00;2019.05.24 12:34:00;0.43;0.033548;37.8867;31.4612;9.1830;1283.98;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1706;3;4;2019.05.29 06:25:55;2019.05.29 06:25:55;1;2019.05.29 06:24:00;2019.05.29 06:25:00;0.14;0.011240;23.0206;16.9554;49.1352;1281.10;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1709;3;4;2019.06.03 06:38:12;2019.06.03 06:38:12;1;2019.06.03 06:37:00;2019.06.03 06:38:00;0.31;0.023277;36.2988;14.8579;32.1381;1310.29;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1719;3;4;2019.06.09 22:07:11;2019.06.09 22:07:11;1;2019.06.09 22:06:00;2019.06.09 22:07:00;0.67;0.049894;43.1288;7.1831;26.5659;1334.34;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1720;3;4;2019.06.10 06:33:57;2019.06.10 06:33:57;1;2019.06.10 06:32:00;2019.06.10 06:33:00;0.40;0.030026;26.9221;14.0129;31.6020;1326.34;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1724;3;4;2019.06.12 05:49:44;2019.06.12 05:49:44;1;2019.06.12 05:48:00;2019.06.12 05:49:00;0.24;0.018047;35.5951;42.3674;10.3720;1334.02;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1728;3;4;2019.06.17 06:50:02;2019.06.17 06:50:02;1;2019.06.17 06:49:00;2019.06.17 06:50:00;0.33;0.024663;25.5554;19.1295;29.9479;1338.05;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1730;3;4;2019.06.18 05:47:23;2019.06.18 05:47:23;1;2019.06.18 05:46:00;2019.06.18 05:47:00;0.46;0.033985;39.1391;39.4621;7.0903;1343.97;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1743;3;4;2019.06.28 01:03:26;2019.06.28 01:03:26;1;2019.06.28 01:02:00;2019.06.28 01:03:00;1.10;0.077614;28.5245;39.0179;13.0775;1417.27;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1762;3;4;2019.07.17 23:39:42;2019.07.17 23:39:42;1;2019.07.17 23:38:00;2019.07.17 23:39:00;0.17;0.011863;38.1301;39.3082;10.9777;1426.67;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1765;3;4;2019.07.23 00:49:10;2019.07.23 00:49:10;1;2019.07.23 00:48:00;2019.07.23 00:49:00;0.29;0.020476;47.0600;10.2962;32.9650;1421.17;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1768;3;4;2019.07.25 00:33:11;2019.07.25 00:33:11;1;2019.07.25 00:32:00;2019.07.25 00:33:00;0.23;0.016332;29.8220;10.4157;24.4238;1423.61;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1790;3;4;2019.08.16 09:12:01;2019.08.16 09:12:01;1;2019.08.16 09:11:00;2019.08.16 09:12:00;1.05;0.069714;31.8308;9.3542;30.1445;1507.59;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1809;3;4;2019.08.30 00:09:45;2019.08.30 00:09:45;1;2019.08.30 00:08:00;2019.08.30 00:09:00;0.87;0.056821;39.1667;10.4098;52.2784;1525.40;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1814;3;4;2019.09.05 14:22:14;2019.09.05 14:22:14;1;2019.09.05 14:21:00;2019.09.05 14:22:00;2.95;0.194824;72.6864;1.7327;38.3989;1514.19;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1833;3;4;2019.10.18 11:00:00;2019.10.18 11:00:00;1;2019.10.18 09:59:00;2019.10.18 10:00:00;0.19;0.012765;38.5849;17.4800;14.1490;1488.45;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1844;3;4;2019.10.25 17:18:27;2019.10.25 17:18:27;1;2019.10.25 17:17:00;2019.10.25 17:18:00;0.63;0.041918;28.3689;11.3808;26.8664;1501.13;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1845;3;4;2019.10.28 13:48:15;2019.10.28 13:48:15;1;2019.10.28 13:47:00;2019.10.28 13:48:00;0.90;0.060424;57.6719;3.2861;28.7022;1492.37;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1851;3;4;2019.11.07 15:26:08;2019.11.07 15:26:08;1;2019.11.07 15:25:00;2019.11.07 15:26:00;0.57;0.038221;46.3912;11.8448;35.6729;1481.52;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1854;3;4;2019.11.08 21:05:10;2019.11.08 21:05:10;1;2019.11.08 21:04:00;2019.11.08 21:05:00;0.25;0.017417;25.7421;8.6478;19.8543;1458.34;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1855;3;4;2019.11.11 15:12:58;2019.11.11 15:12:58;1;2019.11.11 15:11:00;2019.11.11 15:12:00;1.12;0.077114;60.0454;10.8497;48.3920;1454.67;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1873;3;4;2019.11.26 14:40:36;2019.11.26 14:40:36;1;2019.11.26 14:39:00;2019.11.26 14:40:00;0.50;0.034494;35.2709;7.9762;25.6450;1453.86;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1874;3;4;2019.11.27 13:30:19;2019.11.27 13:30:19;1;2019.11.27 13:29:00;2019.11.27 13:30:00;0.35;0.023687;32.7600;28.7969;13.5064;1456.47;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1875;3;4;2019.12.02 09:00:00;2019.12.02 09:00:00;1;2019.12.02 07:59:00;2019.12.02 08:00:00;0.21;0.014567;19.9628;25.8513;27.5272;1458.80;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1879;3;4;2019.12.03 14:47:54;2019.12.03 14:47:54;1;2019.12.03 14:46:00;2019.12.03 14:47:00;0.77;0.051933;36.8124;28.8962;9.0602;1477.86;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1904;3;4;2020.01.07 02:08:41;2020.01.07 02:08:41;1;2020.01.07 02:07:00;2020.01.07 02:08:00;0.48;0.031101;23.8017;11.5799;31.4650;1557.04;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1907;3;4;2020.01.09 06:37:50;2020.01.09 06:37:50;1;2020.01.09 06:36:00;2020.01.09 06:37:00;0.76;0.049043;46.6031;8.3360;37.1666;1549.67;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1912;3;4;2020.01.10 21:40:52;2020.01.10 21:40:52;1;2020.01.10 21:39:00;2020.01.10 21:40:00;0.36;0.023215;25.6348;33.3389;15.8471;1561.51;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1914;3;4;2020.01.13 08:44:03;2020.01.13 08:44:03;1;2020.01.13 08:43:00;2020.01.13 08:44:00;0.53;0.034064;36.8243;8.8445;37.0658;1550.75;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1926;3;4;2020.01.22 01:20:46;2020.01.22 01:20:46;1;2020.01.22 01:19:00;2020.01.22 01:20:00;0.54;0.035005;36.0572;10.4385;33.0851;1554.78;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1945;3;4;2020.02.05 05:43:58;2020.02.05 05:43:58;1;2020.02.05 05:42:00;2020.02.05 05:43:00;0.44;0.028366;30.2105;34.8424;15.6804;1559.97;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1951;3;4;2020.02.09 23:32:11;2020.02.09 23:32:11;1;2020.02.09 23:31:00;2020.02.09 23:32:00;0.42;0.026539;50.2869;42.7158;4.6818;1573.14;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1954;3;4;2020.02.11 02:10:50;2020.02.11 02:10:50;1;2020.02.11 02:09:00;2020.02.11 02:10:00;0.24;0.015342;37.3816;7.7900;38.9228;1569.26;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1971;3;4;2020.02.25 05:46:59;2020.02.25 05:46:59;1;2020.02.25 05:45:00;2020.02.25 05:46:00;1.51;0.091968;55.2427;5.3470;40.9240;1647.31;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1993;3;4;2020.03.11 16:55:44;2020.03.11 16:55:44;1;2020.03.11 16:54:00;2020.03.11 16:55:00;1.05;0.064003;30.8049;8.1464;32.2746;1644.45;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;1996;3;4;2020.03.18 07:42:56;2020.03.18 07:42:56;1;2020.03.18 07:41:00;2020.03.18 07:42:00;1.94;0.128996;49.1061;4.0508;28.7735;1503.15;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2031;3;4;2020.04.30 15:59:10;2020.04.30 15:59:10;1;2020.04.30 15:58:00;2020.04.30 15:59:00;1.69;0.099332;47.8992;7.8543;35.4301;1696.34;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2051;3;4;2020.05.21 14:45:26;2020.05.21 14:45:26;1;2020.05.21 14:44:00;2020.05.21 14:45:00;1.53;0.089059;51.8216;4.8949;18.3861;1720.78;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2090;3;4;2020.06.22 07:22:11;2020.06.22 07:22:11;1;2020.06.22 07:21:00;2020.06.22 07:22:00;0.77;0.043856;58.4139;7.7514;39.8394;1746.08;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2119;3;4;2020.07.16 09:32:17;2020.07.16 09:32:17;1;2020.07.16 09:31:00;2020.07.16 09:32:00;0.55;0.030630;50.1016;5.0112;38.9368;1804.58;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2143;3;4;2020.08.17 13:40:30;2020.08.17 13:40:30;1;2020.08.17 13:39:00;2020.08.17 13:40:00;1.04;0.052824;31.0960;23.0054;10.7393;1967.39;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2147;3;4;2020.08.19 20:21:09;2020.08.19 20:21:09;1;2020.08.19 20:20:00;2020.08.19 20:21:00;1.59;0.082384;54.2326;4.1729;37.4306;1933.93;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2150;3;4;2020.08.26 06:04:21;2020.08.26 06:04:21;1;2020.08.26 06:03:00;2020.08.26 06:04:00;0.71;0.037235;23.8997;12.9044;28.2528;1917.55;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2151;3;4;2020.08.27 01:16:38;2020.08.27 01:16:38;1;2020.08.27 01:15:00;2020.08.27 01:16:00;0.87;0.044899;53.0703;9.2024;32.1525;1944.90;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2231;3;4;2020.10.22 12:14:41;2020.10.22 12:14:41;1;2020.10.22 12:13:00;2020.10.22 12:14:00;1.15;0.060213;64.3126;5.4412;42.8525;1908.65;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2242;3;4;2020.11.03 23:07:15;2020.11.03 23:07:15;1;2020.11.03 23:06:00;2020.11.03 23:07:00;0.90;0.046871;19.6570;23.5758;18.3954;1909.49;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2255;3;4;2020.11.10 04:04:40;2020.11.10 04:04:40;1;2020.11.10 04:03:00;2020.11.10 04:04:00;0.36;0.019262;29.1073;28.8718;8.4704;1881.91;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2277;3;4;2020.11.27 05:30:46;2020.11.27 05:30:46;1;2020.11.27 05:29:00;2020.11.27 05:30:00;0.28;0.015209;20.4828;14.3754;21.2046;1808.13;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2279;3;4;2020.11.27 13:10:50;2020.11.27 13:10:50;1;2020.11.27 13:09:00;2020.11.27 13:10:00;1.01;0.056201;22.6850;19.4650;42.3099;1803.36;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2287;3;4;2020.12.09 11:40:51;2020.12.09 11:40:51;1;2020.12.09 11:39:00;2020.12.09 11:40:00;0.81;0.043403;40.5855;6.8274;42.9043;1857.03;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2290;3;4;2020.12.14 08:20:02;2020.12.14 08:20:02;1;2020.12.14 08:19:00;2020.12.14 08:20:00;1.36;0.074282;24.8333;12.9377;28.5134;1830.19;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2321;3;4;2021.01.11 08:02:08;2021.01.11 08:02:08;1;2021.01.11 08:01:00;2021.01.11 08:02:00;0.72;0.038836;25.6458;24.0143;15.5099;1847.54;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2331;3;4;2021.01.22 01:02:13;2021.01.22 01:02:13;1;2021.01.22 01:01:00;2021.01.22 01:02:00;0.89;0.047765;26.3044;13.5918;40.1023;1864.35;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2346;3;4;2021.02.09 02:36:35;2021.02.09 02:36:35;1;2021.02.09 02:35:00;2021.02.09 02:36:00;0.58;0.031469;41.3891;25.4588;7.2533;1840.68;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2358;3;4;2021.02.16 14:00:00;2021.02.16 14:00:00;1;2021.02.16 11:59:00;2021.02.16 12:00:00;0.95;0.052314;56.4573;4.8229;44.0122;1815.96;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2368;3;4;2021.02.26 15:15:05;2021.02.26 15:15:05;1;2021.02.26 15:14:00;2021.02.26 15:15:00;1.59;0.091489;56.4309;10.6675;36.1932;1737.90;true;VETO;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2385;3;4;2021.03.12 11:00:00;2021.03.12 11:00:00;1;2021.03.12 07:59:00;2021.03.12 08:00:00;0.52;0.030549;19.4215;22.7212;14.2440;1710.39;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2401;3;4;2021.03.23 01:12:20;2021.03.23 01:12:20;1;2021.03.23 01:11:00;2021.03.23 01:12:00;0.54;0.031080;18.8635;15.7080;31.7397;1735.84;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2412;3;4;2021.03.29 13:33:09;2021.03.29 13:33:09;1;2021.03.29 13:32:00;2021.03.29 13:33:00;1.16;0.067367;23.9859;13.1231;36.6187;1721.92;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2435;3;4;2021.04.15 07:11:47;2021.04.15 07:11:47;1;2021.04.15 07:10:00;2021.04.15 07:11:00;0.41;0.023219;39.0565;17.4713;7.4585;1746.41;true;ALLOW;FIRST;SELL;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2489;3;4;2021.05.28 12:10:41;2021.05.28 12:10:41;1;2021.05.28 12:09:00;2021.05.28 12:10:00;0.81;0.043138;32.3458;10.4392;26.7660;1889.29;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
C2M2_DECISION;2496;3;4;2021.06.03 05:42:45;2021.06.03 05:42:45;1;2021.06.03 05:41:00;2021.06.03 05:42:00;0.52;0.027613;67.6487;2.3313;32.9800;1901.31;true;ALLOW;FIRST;BUY;2;M2;061a1bb47c5bc7768f66cc9dec291d5c5e8b7135;C2_M2_IMPLEMENTATION_REPAIR_SPEC_V1;C2M2_REPAIR_V1
